,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,289.97,345.15,290.66,251.85,413.97,457.93,549.55,561.24,501.03,620.94,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,157.95,-,116.5,Upgrade
2,Cash & Short-Term Investments,289.97,345.15,290.66,251.85,413.97,457.93,549.55,719.19,501.03,737.44,Upgrade
3,Cash Growth,-0.24%,37.04%,-29.79%,-45.00%,-24.67%,-36.33%,9.69%,-2.47%,-11.69%,12.62%,Upgrade
4,Accounts Receivable,49.54,55.98,38.85,46.64,46.05,57.44,33.92,26.47,39.98,43.51,Upgrade
5,Other Receivables,-,-,2.8,0.09,1.42,2.32,6.64,9.28,10.44,1.69,Upgrade
6,Receivables,49.54,55.98,41.65,46.73,47.47,59.75,40.55,35.74,50.42,45.2,Upgrade
7,Inventory,106.63,132.96,113.85,126.36,122.73,151.45,136.29,163.27,155.11,170.87,Upgrade
8,Prepaid Expenses,102.46,100.86,125.48,143.34,150.67,153.28,159.57,14.11,170.47,27.76,Upgrade
9,Restricted Cash,-,-,-,-,-,-,4.48,4.34,4.01,4.1,Upgrade
10,Other Current Assets,14.88,14.95,14.92,14.52,15.51,15.99,15.71,15.05,13.55,13.88,Upgrade
11,Total Current Assets,563.49,649.89,586.56,582.79,750.35,838.4,906.16,951.72,894.58,999.24,Upgrade
12,"Property, Plant & Equipment",1160,1270,1275,1393,1541,1614,1645,1647,1636,1781,Upgrade
13,Long-Term Investments,12.83,13.03,13.02,12.3,12.41,13.95,9.73,8.38,4.18,5.08,Upgrade
14,Goodwill,36.34,36.56,38.25,38.49,39.49,40.15,40.06,39.56,38.33,38.68,Upgrade
15,Long-Term Deferred Tax Assets,130.02,121.69,128.15,141.44,141.79,123.17,119.98,112.58,109.02,86.55,Upgrade
16,Other Long-Term Assets,73.93,97.35,110.77,105.19,132.67,121.48,200.42,184.37,153.11,150.68,Upgrade
17,Total Assets,1976,2189,2152,2273,2618,2751,2921,2944,2835,3061,Upgrade
18,Accounts Payable,81.66,133.09,101.77,127.34,101.97,124.15,83.46,91.56,74.89,119.87,Upgrade
19,Short-Term Debt,-,-,-,-,-,31.83,-,65.17,-,-,Upgrade
20,Current Portion of Long-Term Debt,14,37.76,110.57,109.83,231.5,129.83,287.33,207.33,257.17,153.1,Upgrade
21,Current Portion of Leases,162.91,176.2,176.36,190.44,213.09,200.87,230.05,215.61,226.6,246.64,Upgrade
22,Current Income Taxes Payable,9.96,7.69,3.58,3.42,3.59,4.06,6.21,5.02,5.49,20.12,Upgrade
