,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,436,740,761,822,923,882,923,1037,833,1017,1301,Upgrade
1,Market Cap Growth,-9.88%,-9.88%,-17.58%,-6.90%,0%,-14.87%,10.76%,1.97%,-35.95%,-32.43%,-2.29%,Upgrade
2,Enterprise Value,621,960,1047,1231,1385,1102,1411,1349,1370,1318,1809,Upgrade
3,Last Close Price,0.43,0.73,0.72,0.75,0.81,0.74,0.75,0.82,0.64,0.78,0.96,Upgrade
4,PE Ratio,9.85,16.72,10.33,-98.44,-,-,-,-,-14.38,-,10.41,Upgrade
5,Forward PE,-,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,Upgrade
6,PS Ratio,0.16,0.27,0.26,0.29,0.38,0.34,0.33,0.41,0.35,0.34,0.33,Upgrade
7,PB Ratio,0.36,0.61,0.61,0.67,0.74,0.64,0.60,0.66,0.52,0.69,0.79,Upgrade
8,P/TBV Ratio,0.64,0.64,0.64,0.70,0.78,0.67,0.62,0.68,0.54,0.72,0.83,Upgrade
9,P/FCF Ratio,1.28,2.18,1.79,2.56,5.94,3.82,2.92,5.09,14.62,-,2.42,Upgrade
10,P/OCF Ratio,1.87,1.87,1.45,1.92,3.63,2.55,2.09,2.77,3.29,2.50,1.89,Upgrade
11,EV/Sales Ratio,0.23,0.35,0.36,0.43,0.58,0.42,0.50,0.53,0.57,0.44,0.46,Upgrade
12,EV/EBITDA Ratio,1.70,5.97,4.41,9.22,-,-,14.55,-154.07,-,-,4.74,Upgrade
13,EV/EBIT Ratio,32.92,-,12.03,-53.26,-,-,-,-,-,-,9.67,Upgrade
14,EV/FCF Ratio,1.82,2.82,2.47,3.84,8.91,4.77,4.47,6.62,24.04,-,3.36,Upgrade
15,Debt / Equity Ratio,0.37,0.37,0.43,0.45,0.51,0.62,0.52,0.64,0.63,0.70,0.61,Upgrade
16,Debt / FCF Ratio,1.34,1.34,1.28,1.74,4.11,3.71,2.54,4.97,17.65,-,1.87,Upgrade
17,Return on Capital Employed (ROCE),1.18%,-,5.40%,-1.51%,-,-,-,-,-,-,8.23%,Upgrade
18,Earnings Yield,10.15%,5.98%,9.68%,-1.02%,-15.51%,-11.56%,-2.30%,2.18%,-6.95%,-4.75%,9.60%,Upgrade
19,FCF Yield,78.02%,45.96%,55.78%,39.00%,16.84%,26.16%,34.21%,19.66%,6.84%,22.11%,41.38%,Upgrade
20,Dividend Yield,6.98%,-,8.33%,8.03%,7.42%,8.06%,7.98%,3.68%,-,-,9.91%,Upgrade
21,Buyback Yield / Dilution,-,-,-,0.21%,0.20%,0.00%,0.03%,0.01%,-,-,Upgrade,
22,Total Shareholder Return,6.98%,-,8.33%,8.03%,7.63%,8.26%,7.98%,3.71%,0.01%,-,9.91%,Upgrade
