,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,5548,4972,5294,5029,5227,4888,4678,3968,3377,3607,Upgrade
1,Revenue Growth (YoY),4.80%,-1.13%,1.28%,2.88%,11.72%,23.19%,38.54%,10.01%,-8.25%,10.71%,Upgrade
2,Cost of Revenue,4655,4161,4499,4367,4606,4219,4017,3355,2826,3083,Upgrade
3,Gross Profit,892.08,811.02,794.28,661.42,620.72,668.69,661.52,612.6,550.62,524.18,Upgrade
4,"Selling, General & Admin",433.05,431.94,416.14,428.79,396.37,453.55,388.23,367.14,297.36,333.49,Upgrade
5,Operating Expenses,433.05,431.94,416.14,428.79,396.37,453.55,388.23,367.14,297.36,333.49,Upgrade
6,Operating Income,459.03,379.08,378.14,232.63,224.35,215.14,273.3,245.46,253.26,190.69,Upgrade
7,Interest Expense,-140.95,-137.13,-101.36,-51.87,-35.85,-35.53,-30.06,-48.98,-50.08,-71.68,Upgrade
8,Interest & Investment Income,21.39,21.2,19.12,16.91,82.43,80.26,64.61,61.46,4.63,4.81,Upgrade
9,Earnings From Equity Investments,2.23,1.16,1.33,0.33,1.65,0.52,1.05,0.09,-,-,Upgrade
10,Currency Exchange Gain (Loss),-21.65,8.25,18.7,25.96,-2.65,-8.4,-4.44,3.65,12.09,10.6,Upgrade
11,Other Non Operating Income (Expenses),16.02,21.27,20.55,18.69,30.12,9.45,20.45,25.68,10.83,16.62,Upgrade
12,EBT Excluding Unusual Items,336.06,293.83,336.49,242.65,300.06,261.45,324.9,287.36,230.72,151.04,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-2.42,-,7.5,Upgrade
14,Gain (Loss) on Sale of Assets,-1.71,-2.99,-1.04,52.37,1.02,-16.03,-2.12,-8.15,-0.47,-1.17,Upgrade
15,Asset Writedown,-,-,-,-,-,-,-1.54,-,-,-,Upgrade
16,Pretax Income,334.35,290.84,335.46,295.01,301.08,245.41,321.25,276.79,230.25,157.37,Upgrade
17,Income Tax Expense,59.6,76.93,63.89,72.8,38.62,29.67,63.53,65.78,47.23,25.82,Upgrade
18,Earnings From Continuing Operations,274.74,213.91,271.57,222.22,262.46,215.75,257.71,211.01,183.02,131.56,Upgrade
19,Minority Interest in Earnings,-7.81,-12.42,1.7,-3.17,5.01,-2.63,-8.33,-4.3,-0.34,0.42,Upgrade
20,Net Income,266.93,201.49,273.27,219.04,267.47,213.12,249.38,206.71,182.68,131.98,Upgrade
21,Net Income to Common,266.93,201.49,273.27,219.04,267.47,213.12,249.38,206.71,182.68,131.98,Upgrade
22,Net Income Growth,-2.32%,-8.01%,2.17%,2.78%,7.25%,3.10%,36.52%,56.63%,7.39%,17.95%,Upgrade
23,Shares Outstanding (Basic),1113,1113,1113,1113,1113,1113,1113,1113,1147,1161,Upgrade
24,Shares Outstanding (Diluted),1113,1113,1113,1113,1113,1113,1113,1113,1147,1161,Upgrade
25,Shares Change (YoY),-,-,-,-,-,0.02%,-2.89%,-4.14%,-2.37%,-1.13%,Upgrade
26,EPS (Basic),0.24,0.18,0.25,0.20,0.24,0.19,0.22,0.19,0.16,0.11,Upgrade
27,EPS (Diluted),0.24,0.18,0.24,0.20,0.24,0.19,0.22,0.19,0.16,0.11,Upgrade
28,EPS Growth,-2.15%,-8.01%,2.08%,3.00%,7.15%,2.86%,40.87%,63.39%,9.77%,19.30%,Upgrade
29,Free Cash Flow,89.85,620.07,-309.34,561.36,-573.37,538.04,-543.29,553.61,-48.93,192.81,Upgrade
30,Free Cash Flow Per Share,0.08,0.56,-0.28,0.50,-0.51,0.48,-0.49,0.50,-0.04,0.17,Upgrade
31,Dividend Per Share,-,-,0.122,0.098,0.120,0.095,0.112,0.092,0.082,0.057,Upgrade
32,Dividend Growth,-,-,1.67%,3.16%,7.14%,3.26%,36.59%,61.40%,12.33%,18.75%,Upgrade
33,Operating Margin,8.27%,7.62%,7.14%,4.63%,4.29%,4.40%,5.84%,6.19%,7.50%,5.29%,Upgrade
34,Profit Margin,4.81%,4.05%,5.16%,4.36%,5.12%,4.36%,5.33%,5.21%,5.41%,3.66%,Upgrade
35,Free Cash Flow Margin,1.62%,12.47%,-5.84%,11.16%,-10.97%,11.01%,-11.61%,13.95%,-1.45%,5.35%,Upgrade
36,EBITDA,705.95,604.99,611.5,444.53,447.64,426.8,475.34,441.37,437.17,363.22,Upgrade
37,D&A For EBITDA,246.92,225.91,233.36,211.9,223.29,211.66,202.04,195.92,183.91,172.54,Upgrade
38,EBIT,459.03,379.08,378.14,232.63,224.35,215.14,273.3,245.46,253.26,190.69,Upgrade
