,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,38965,46782,59171,57872,67401,70520,76758,73812,77018,106560,114184,127820,14756,13665,17965,15836,18237,15836,11955,12427,11473,Upgrade
1,Market Cap Growth,-39.87%,-33.66%,-22.91%,-21.60%,-12.49%,-33.82%,-32.78%,-42.25%,421.96%,679.81%,535.60%,707.16%,-19.09%,-13.71%,50.26%,27.43%,58.96%,29.95%,-3.39%,66.67%,38.13%,Upgrade
2,Enterprise Value,189326,198578,194331,205196,204110,210809,207358,171119,208493,190880,233123,211579,14657,14039,18145,16382,19426,18177,14162,15072,14368,Upgrade
3,Last Close Price,5.48,5.40,6.70,6.55,7.63,7.99,8.42,8.09,8.44,11.68,12.19,14.15,13.01,12.05,15.37,13.54,15.60,13.54,9.84,10.23,9.44,Upgrade
4,PE Ratio,-,-,-,29.45,-,59.14,-,16.25,11.45,10.97,9.33,10.19,1.10,0.73,1.25,1.22,1.85,9.65,-,7.60,6.93,Upgrade
5,Forward PE,21.23,26.21,36.92,12.65,14.64,8.03,7.37,6.40,6.67,7.52,7.76,8.08,7.55,6.76,8.91,7.05,8.40,8.25,6.52,7.01,6.57,Upgrade
6,PS Ratio,0.52,0.50,0.58,0.54,0.59,0.58,0.61,0.56,0.51,0.67,0.67,0.75,0.09,0.06,0.09,0.10,0.16,1.70,1.29,1.28,1.20,Upgrade
7,PB Ratio,0.49,0.48,0.59,0.58,0.71,0.74,0.80,0.76,0.78,1.09,1.18,1.40,0.15,1.18,1.57,0.17,1.68,1.53,1.18,1.23,1.15,Upgrade
8,P/TBV Ratio,3.49,3.59,3.89,3.28,5.14,5.62,5.07,4.53,4.01,5.86,6.02,9.22,0.71,1.33,1.78,0.71,1.90,1.74,1.34,1.39,1.34,Upgrade
9,P/FCF Ratio,-,-108.88,-,9.07,11.57,11.20,-,-271.33,28.39,21.78,-,15.22,1.19,0.61,-,0.68,1.25,5.64,-,4.97,4.31,Upgrade
10,P/OCF Ratio,4.40,4.74,-,3.41,3.99,3.81,4.18,4.84,3.45,4.42,-,4.50,0.48,0.29,-,0.40,0.76,5.28,-,4.64,4.26,Upgrade
11,EV/Sales Ratio,2.14,2.12,1.92,1.91,1.79,1.75,1.64,1.29,1.39,1.20,1.38,1.24,0.09,0.06,0.10,0.10,0.17,1.95,1.53,1.56,1.51,Upgrade
12,EV/EBITDA Ratio,17.14,17.80,13.93,13.83,15.85,15.76,14.07,9.59,8.13,6.17,6.58,5.84,0.37,0.27,0.44,0.46,0.83,5.36,4.38,4.44,4.21,Upgrade
13,EV/EBIT Ratio,182.01,-,-,40.68,66.15,56.41,-,20.04,12.65,8.73,8.83,7.76,0.48,0.32,0.50,0.50,0.87,7.12,5.93,5.95,5.67,Upgrade
14,EV/FCF Ratio,-166.01,-462.17,-,32.17,35.02,33.47,-,-629.03,76.86,39.02,-,25.20,1.18,0.63,-,0.70,1.34,6.47,-,6.02,5.40,Upgrade
15,Debt / Equity Ratio,1.54,1.22,1.53,1.34,1.59,1.45,1.49,1.30,1.03,1.37,0.93,1.30,0.87,0.07,0.07,1.16,0.13,0.19,0.29,0.25,0.34,Upgrade
16,Debt / EBITDA Ratio,13.47,12.15,40.08,6.96,11.83,6.47,19.45,10.87,6.84,5.06,4.57,2.80,2.37,0.02,0.03,2.00,0.02,0.42,2.68,0.68,0.85,Upgrade
17,Debt / FCF Ratio,-,-274.03,-,21.07,25.97,21.93,-,-466.21,37.35,27.46,-,14.17,6.92,0.03,-,4.66,0.10,0.71,-,1.02,1.28,Upgrade
18,Asset Turnover,0.31,0.22,0.36,0.36,0.42,0.31,0.46,0.44,0.50,0.39,0.71,1.11,12.32,0.84,1.44,27.86,0.79,0.14,0.61,0.79,Upgrade,
19,Inventory Turnover,8.00,7.97,6.09,9.17,9.07,9.15,6.88,9.61,9.06,9.69,8.26,13.81,20.77,207.71,17.65,30.11,657.99,11.56,2.13,14.56,18.39,Upgrade
20,Quick Ratio,0.51,0.47,0.51,0.46,0.49,0.45,0.44,0.39,0.46,0.44,0.47,0.43,0.44,0.92,1.05,0.44,1.10,0.83,0.65,0.76,0.73,Upgrade
21,Current Ratio,0.62,0.59,0.64,0.56,0.59,0.56,0.56,0.51,0.57,0.55,0.58,0.52,0.56,1.11,1.43,0.54,1.28,1.01,0.94,0.89,0.84,Upgrade
22,Return on Equity (ROE),-6.42%,-8.59%,8.91%,-0.98%,6.16%,-5.84%,2.80%,1.85%,11.46%,4.88%,12.65%,31.15%,209.82%,12.28%,35.10%,418.44%,30.32%,-0.46%,19.69%,24.40%,Upgrade,
23,Return on Assets (ROA),-0.01%,-1.25%,1.80%,0.64%,2.29%,-0.50%,0.16%,1.18%,3.58%,2.28%,7.03%,11.03%,143.89%,6.47%,20.33%,330.17%,15.71%,1.02%,11.49%,11.66%,Upgrade,
24,Return on Capital (ROIC),-0.02%,-1.52%,2.23%,0.80%,2.88%,-0.64%,0.22%,1.64%,5.10%,3.34%,10.32%,17.36%,179.13%,8.25%,25.98%,418.95%,19.24%,1.21%,14.08%,14.68%,Upgrade,
25,Return on Capital Employed (ROCE),0.55%,-,-,2.83%,1.78%,2.22%,-,5.52%,10.84%,14.57%,17.53%,18.81%,20.61%,369.84%,290.53%,24.34%,179.76%,21.16%,20.14%,21.31%,21.37%,Upgrade
26,Earnings Yield,-4.71%,-3.40%,2.15%,3.40%,0.78%,1.69%,2.98%,6.15%,8.73%,9.11%,10.72%,9.82%,91.26%,136.39%,79.90%,82.02%,54.08%,10.37%,12.06%,13.16%,14.44%,Upgrade
27,FCF Yield,-2.93%,-0.92%,7.21%,11.02%,8.65%,8.93%,2.95%,-0.37%,3.52%,4.59%,6.96%,6.57%,83.83%,163.57%,105.59%,147.45%,79.74%,17.73%,19.34%,20.13%,23.18%,Upgrade
28,Dividend Yield,2.09%,-,-,1.74%,-,-,-,3.34%,-,-,-,2.33%,-,-,-,3.54%,-,-,-,4.99%,-,Upgrade
29,Payout Ratio,0.00%,-,-,9.47%,-,252.60%,-,184.80%,643.57%,385.60%,124.18%,34.01%,180.61%,96.04%,69.11%,34.19%,111.55%,82.40%,-,9.44%,7.83%,Upgrade
30,Buyback Yield / Dilution,2.20%,-0.50%,0.01%,-1.64%,-0.11%,3.46%,-3.18%,-3.18%,-8.24%,-13.45%,-6.41%,-5.93%,63.29%,-651.55%,-651.60%,-655.78%,-1953.72%,0.15%,-0.14%,0.01%,-0.00%,Upgrade
31,Total Shareholder Return,4.29%,-0.50%,0.01%,0.09%,-0.11%,3.46%,-3.18%,0.15%,-8.24%,-13.45%,-6.41%,-3.60%,63.29%,-651.55%,-651.60%,-652.24%,-1953.72%,0.15%,-0.14%,5.00%,-0.00%,Upgrade
