,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,19491,25861,24586,8361,9848,14501,7540,10840,14578,18408,20495
1,Market Cap Growth,209.32%,209.32%,149.66%,-42.34%,30.62%,33.77%,-48.28%,-41.11%,-28.87%,4.51%,-1.93%
2,Enterprise Value,22840,28538,24964,8478,10568,17114,10853,13675,16875,20452,21105
3,Last Close Price,2.75,3.65,3.47,1.18,1.39,2.05,1.07,1.53,2.13,2.69,3.00
4,PE Ratio,16.32,21.66,18.47,8.30,-,10.96,4.50,10.10,63.42,55.85,16.98
5,Forward PE,10.37,13.05,14.34,7.59,7.61,11.28,8.68,9.21,11.72,11.41,12.25
6,PS Ratio,0.56,0.75,0.70,0.26,0.30,0.41,0.21,0.31,0.43,0.55,0.61
7,PB Ratio,1.01,1.34,1.32,0.44,0.55,0.79,0.40,0.58,0.82,1.08,1.28
8,P/TBV Ratio,1.91,1.91,1.85,0.62,0.75,1.07,0.55,0.79,1.24,1.61,1.98
9,P/FCF Ratio,-,-,-,3.50,3.23,4.28,10.87,-,-,-,-
10,P/OCF Ratio,-,-,-,1.87,2.27,3.34,3.32,16.37,12.68,20.63,-
11,PEG Ratio,0.25,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
12,EV/Sales Ratio,0.66,0.83,0.71,0.26,0.32,0.48,0.30,0.39,0.50,0.61,0.62
13,EV/EBITDA Ratio,6.37,7.06,6.56,2.62,3.37,4.61,3.02,5.00,6.53,7.76,7.39
14,EV/EBIT Ratio,10.95,11.24,11.97,4.90,6.68,8.35,6.52,13.82,18.85,21.42,17.60
15,EV/FCF Ratio,-,-,-,3.55,3.47,5.05,15.65,-,-,-,-
16,Debt / Equity Ratio,0.64,0.64,0.65,0.59,0.64,0.46,0.55,0.55,0.53,0.56,0.54
17,Debt / FCF Ratio,-,-,-,4.69,3.72,2.48,14.82,-,-,-,-
18,Return on Capital Employed (ROCE),10.12%,10.12%,8.70%,8.75%,8.61%,8.74%,6.98%,4.13%,4.88%,4.32%,5.68%
19,Earnings Yield,6.13%,4.62%,5.41%,12.05%,6.01%,9.12%,22.22%,9.90%,1.58%,1.79%,5.89%
20,FCF Yield,-,-1.74%,28.57%,30.96%,23.37%,9.20%,-10.53%,-7.81%,-9.96%,-7.85%,
21,Buyback Yield / Dilution,-0.02%,-0.04%,-0.01%,1.57%,-1.82%,-4.18%,-0.82%,0.12%,-0.67%,-4.40%,0.42%
22,Total Shareholder Return,-0.02%,-0.04%,-0.01%,1.57%,-1.82%,-4.18%,-0.82%,0.12%,-0.67%,-4.40%,0.42%
