,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,1113,1026,1316,1384,914.05,853.92,769.45,756.73,766.11,743.57
1,Short-Term Investments,66.35,187,73.1,51.26,73.68,124.11,127.51,170.26,164.61,122.41
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,3.12
3,Cash & Short-Term Investments,1179,1213,1389,1435,987.72,978.03,896.95,927,930.72,869.09
4,Cash Growth,-15.14%,-15.48%,40.67%,46.70%,10.12%,5.51%,-3.63%,6.66%,-10.42%,-18.74%
5,Accounts Receivable,909.69,820.35,823.49,630.56,735.44,795.54,1049,683.72,887.66,798.79
6,Other Receivables,164,150.6,76.14,53.05,48.55,63.66,102.78,76.09,67.94,55.53
7,Receivables,1074,970.95,899.63,683.61,783.99,859.2,1151,759.81,955.6,854.32
8,Inventory,904.32,813.98,801.8,792.04,966.79,1123,982.4,994.49,944.13,811.36
9,Prepaid Expenses,2.47,-,-,-,-,-,-,-,-,-
10,Other Current Assets,-,-,21.09,15,25.49,0.8,3.04,-,17.66,1.95
11,Total Current Assets,3160,2998,3112,2925,2764,2961,3034,2681,2848,2537
12,"Property, Plant & Equipment",1307,1008,1005,791.59,816.27,824.92,913.8,802.59,805.45,675.73
13,Long-Term Investments,98.32,135.77,131.53,157.31,193.79,240.34,242.14,74.69,62.31,104.45
14,Goodwill,-,477.34,479.9,403.26,403.26,403.26,403.26,443.36,443.36,443.36
15,Other Intangible Assets,728.48,203.48,220.39,180.82,198.09,212.17,230.67,250.09,265.89,280.47
16,Long-Term Accounts Receivable,-,-,4.73,11.76,19.88,27.94,35.93,43.86,51.24,59.24
17,Long-Term Deferred Tax Assets,131.83,123.68,126.35,124.89,131.03,142.55,133.06,141.53,134.74,119.03
18,Other Long-Term Assets,44.68,17.18,13.42,24.62,20.87,20.85,13.93,14.22,27.85,11.32
19,Total Assets,5470,4963,5094,4620,4547,4833,5007,4452,4639,4230
20,Accounts Payable,774.46,570.15,663.14,535.35,660.75,724.41,773.29,506.53,673.89,592.26
21,Accrued Expenses,136.04,130.82,115.48,86.38,87.4,115.36,114.24,107.54,115.51,88.58
