,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,2385,2067,2411,1784,2429,2101,2508,1982,2398,1917
1,Revenue Growth (YoY),-1.11%,15.84%,-0.73%,-15.10%,-3.15%,6.02%,4.59%,3.42%,-2.28%,-0.09%
2,Cost of Revenue,1927,1646,1887,1501,2012,1750,2103,1714,2080,1655
3,Gross Profit,457.45,421.19,523.99,283.15,417,350.84,405.23,267.78,318.56,261.22
4,"Selling, General & Admin",192.51,180.47,178.1,117.37,96.04,126.66,124.65,141.25,91.03,139.46
5,Research & Development,158.48,171.61,168.4,139.26,159.9,135.81,169.62,131.23,119.95,115.2
6,Other Operating Expenses,-140.88,-10.3,-10.14,-7.21,-7.25,-6.33,-6.33,-14.31,1.91,-10.93
7,Operating Expenses,210.11,341.78,336.36,249.43,248.69,256.14,287.93,258.17,212.89,243.73
8,Operating Income,247.34,79.42,187.62,33.73,168.31,94.7,117.3,9.61,105.67,17.49
9,Interest Expense,-34.36,-40.02,-36.59,-26.78,-21.87,-8.7,-6.27,-6.45,-5.18,-11.81
10,Interest & Investment Income,11.78,14.59,15.21,14.91,10.3,6.6,5.09,5.89,8.51,9.1
11,Earnings From Equity Investments,-51.87,-6.34,-9.76,-11.98,-15.39,-10.26,-6.1,-1.5,-5.26,-3.59
12,Currency Exchange Gain (Loss),-16.55,16.55,26.77,45.53,13.13,23.39,8.1,0.53,33.31,13.59
13,EBT Excluding Unusual Items,156.35,64.18,183.27,55.41,154.47,105.74,118.11,8.08,137.04,24.78
14,Gain (Loss) on Sale of Investments,3.92,-3.92,-12.74,-52.42,-20.11,0.15,29.68,1.15,-57.56,-
15,Gain (Loss) on Sale of Assets,-1.23,1.23,1.41,5.68,-0.59,1.7,5.66,0.7,7.08,0.83
16,Asset Writedown,0.1,-0.1,-,-1.14,-,-,-,-,-,-
17,Other Unusual Items,-,-,-,-,-,-,-,3.95,4.35,-
18,Pretax Income,159.14,61.4,171.93,7.53,140.37,107.58,153.46,13.87,90.91,25.61
19,Income Tax Expense,37.47,28.72,33.68,16.2,55.52,22.1,24.55,5.99,68.48,5.47
20,Earnings From Continuing Operations,121.67,32.67,138.25,-8.68,84.86,85.49,128.9,7.88,22.43,20.15
21,Minority Interest in Earnings,-0.47,-0.15,-0.33,-0.27,-0.35,-0.37,-0.54,1.38,-2.09,2.03
22,Net Income,121.21,32.52,137.92,-8.95,84.5,85.12,128.36,9.26,20.34,22.17
23,Net Income to Common,121.21,32.52,137.92,-8.95,84.5,85.12,128.36,9.26,20.34,22.17
24,Net Income Growth,-12.12%,-,63.22%,-,-34.17%,818.79%,531.20%,-58.22%,-84.78%,-78.23%
25,Shares Outstanding (Basic),7088,7085,7085,7085,7068,6927,6818,6685,6676,6671
26,Shares Outstanding (Diluted),7088,7085,7085,7085,7198,6958,6910,6901,6918,6855
27,Shares Change (YoY),0.04%,0.01%,-1.57%,1.82%,4.18%,0.82%,-0.12%,0.67%,4.40%,-0.42%
28,EPS (Basic),0.02,0.00,0.02,-0.00,0.01,0.01,0.02,0.00,0.00,0.00
29,EPS (Diluted),0.02,0.00,0.02,-0.00,0.01,0.01,0.02,0.00,0.00,0.00
30,EPS Growth,-12.17%,-,64.88%,-,-36.49%,839.18%,519.63%,-59.39%,-85.15%,-78.39%
31,Free Cash Flow,-,-251.53,196.63,109.18,279.91,154.79,-66.41,-79.96,-66.69,-169.78
32,Free Cash Flow Per Share,-,-0.04,0.03,0.02,0.04,0.02,-0.01,-0.01,-0.01,-0.02
33,Operating Margin,10.37%,3.84%,7.78%,1.89%,6.93%,4.51%,4.68%,0.48%,4.41%,0.91%
34,Profit Margin,5.08%,1.57%,5.72%,-0.50%,3.48%,4.05%,5.12%,0.47%,0.85%,1.16%
35,Free Cash Flow Margin,-,-12.17%,8.15%,6.12%,11.52%,7.37%,-2.65%,-4.03%,-2.78%,-8.86%
36,EBITDA,310.75,209.3,278.38,136.27,264.17,211.45,246.65,104.15,228.58,111.19
37,D&A For EBITDA,63.41,129.88,90.76,102.54,95.87,116.75,129.36,94.54,122.91,93.7
38,EBIT,247.34,79.42,187.62,33.73,168.31,94.7,117.3,9.61,105.67,17.49
