,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jan '25 Jan 24, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,530,560,540,720,600,740,640,580,410,510,530
1,Market Cap Growth,-22.22%,-22.22%,-10.00%,-2.70%,-6.25%,27.59%,56.10%,13.73%,-22.64%,-15.00%,11.58%
2,Enterprise Value,1141,1184,1119,1439,1179,1536,1420,1303,1032,1121,1030
3,Last Close Price,0.53,0.56,0.54,0.72,0.60,0.68,0.59,0.53,0.38,0.47,0.49
4,PE Ratio,6.25,6.61,7.37,10.02,8.81,8.04,5.55,3.96,3.24,5.00,4.92
5,PS Ratio,2.77,2.93,2.99,3.45,2.81,3.33,2.58,1.76,1.34,1.09,1.03
6,PB Ratio,0.38,0.41,0.40,0.55,0.45,0.53,0.45,0.44,0.33,0.47,0.50
7,P/TBV Ratio,0.41,0.41,0.40,0.58,0.48,0.56,0.48,0.46,0.35,0.51,0.54
8,P/FCF Ratio,-,-65.44,-,29.71,-,3.25,-108.29,-,-,-,-
9,P/OCF Ratio,-,-100.90,-,29.66,-,3.24,-117.78,-,-,-,-
10,EV/Sales Ratio,5.97,6.19,6.20,6.91,5.53,6.92,5.71,3.96,3.38,2.39,2.00
11,EV/EBITDA Ratio,5.71,5.95,5.97,10.81,8.84,8.86,7.09,6.12,5.45,6.55,6.42
12,EV/EBIT Ratio,5.80,6.02,6.10,11.15,9.14,9.09,7.24,6.24,5.57,6.69,6.56
13,EV/FCF Ratio,-133.27,-138.32,-,59.38,-,6.75,-240.21,-,-,-,-
14,Debt / Equity Ratio,0.48,0.48,0.53,0.55,0.61,0.61,0.62,0.65,0.66,0.72,0.75
15,Debt / FCF Ratio,-,-77.18,-,29.68,-,3.68,-149.51,-,-,-,-
16,Return on Capital Employed (ROCE),10.24%,10.24%,9.48%,6.83%,6.58%,8.11%,9.05%,9.13%,8.52%,8.89%,8.29%
17,Earnings Yield,15.99%,15.14%,13.57%,9.98%,11.35%,12.43%,18.01%,25.22%,30.86%,20.01%,20.32%
18,FCF Yield,-1.61%,-1.53%,20.03%,3.37%,16.75%,30.74%,-0.92%,-8.30%,-5.73%,-19.97%,-21.27%
19,Dividend Yield,0.00%,-,-,-,-,7.34%,-,-,-,-,-
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-111.44%,
21,Total Shareholder Return,-,-,-,-,7.34%,-,-,-,-,-111.44%,
