,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,49.96,89.97,140.55,81.91,259.04,87.98,88.71,107.33,158.97,186.29
1,Cash & Short-Term Investments,49.96,89.97,140.55,81.91,259.04,87.98,88.71,107.33,158.97,186.29
2,Cash Growth,-64.46%,9.84%,-45.74%,-6.89%,192.01%,-18.03%,-44.20%,-42.39%,-45.45%,-37.25%
3,Accounts Receivable,842.12,782.98,936.17,1047,533.33,739.78,771.35,665.45,491.65,444.32
4,Other Receivables,36.16,36.97,36.32,37.84,39.28,37.37,17.94,15.67,15.23,5.11
5,Receivables,878.28,819.95,972.49,1085,572.6,777.15,789.29,681.12,506.88,456.24
6,Inventory,1.51,1.82,1.22,1.96,1.49,1.6,1.03,1.2,0.89,1.15
7,Other Current Assets,0.43,3.04,1.86,2.79,2.5,2.26,2.1,11.12,10.3,10.83
8,Total Current Assets,930.17,914.78,1116,1172,835.64,868.99,881.13,800.76,677.04,654.5
9,"Property, Plant & Equipment",3.84,1.92,1.89,2.69,3.32,4.23,4.03,4.81,4.71,5.3
10,Other Intangible Assets,2.53,2.67,64.1,68.91,73.31,78.76,79.09,80.02,73.15,76.28
11,Long-Term Accounts Receivable,1261,1318,1001,1063,1549,1638,1568,1584,1431,1478
12,Other Long-Term Assets,4.3,4.4,4.32,4.52,4.69,4.91,4.81,4.75,4.39,4.47
13,Total Assets,2202,2241,2187,2311,2466,2595,2537,2474,2191,2218
14,Accounts Payable,23.38,27.6,33.24,45.6,39.86,79.85,84.93,111.85,51.22,36.67
15,Short-Term Debt,14.4,19.15,12.21,19,12.42,19.51,24.65,22.57,18.87,12.86
16,Current Portion of Long-Term Debt,229.51,242.74,238.74,269.76,286.13,282.6,33.29,27.6,72.93,68.2
17,Current Portion of Leases,0.07,0.56,0.79,1.02,0.94,1.09,0.69,0.85,0.76,0.85
18,Current Income Taxes Payable,3.5,2.94,3.37,3.59,3.65,3.29,4.6,4.23,2.99,2.77
19,Other Current Liabilities,11.72,11.98,9.25,11.9,39.22,43.62,102.85,131.34,157.11,202.78
20,Total Current Liabilities,282.58,304.95,297.6,350.87,382.21,429.94,251.01,298.44,303.88,324.13
21,Long-Term Debt,416.46,451.27,467.55,510.98,537.75,579.11,808.34,777.46,686.57,713.12
22,Long-Term Leases,0.02,0.03,-,0.36,0.79,1.29,1.39,1.7,2,2.36
23,Long-Term Deferred Tax Liabilities,126.52,125.77,122,127.18,160.67,170.18,147.16,140.82,120.19,118.65
24,Total Liabilities,825.58,882.02,887.15,989.39,1081,1181,1208,1218,1113,1158
25,Common Stock,10,10,10,10,10,10,10,10,10,10
26,Additional Paid-In Capital,658.75,658.75,658.75,658.75,708.75,708.75,708.75,708.75,708.75,708.75
27,Retained Earnings,812.99,763.07,728.22,689.81,656.35,621.68,564.34,506.41,418.06,379.88
28,Comprehensive Income & Other,-105.04,-72.56,-97.1,-36.52,9.15,73.62,45.97,30.61,-58.67,-38.67
29,Shareholders' Equity,1377,1359,1300,1322,1384,1414,1329,1256,1078,1060
30,Total Liabilities & Equity,2202,2241,2187,2311,2466,2595,2537,2474,2191,2218
31,Total Debt,660.46,713.75,719.29,801.12,838.02,883.6,868.36,830.18,781.13,797.39
32,Net Cash (Debt),-610.51,-623.77,-578.74,-719.21,-578.98,-795.62,-779.65,-722.85,-622.16,-611.1
33,Net Cash Per Share,-0.61,-0.62,-0.58,-0.72,-0.58,-0.80,-0.78,-0.72,-0.62,-0.61
34,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
35,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
36,Working Capital,647.59,609.83,818.53,821.03,453.42,439.04,630.12,502.32,373.16,330.37
37,Book Value Per Share,1.38,1.36,1.30,1.32,1.38,1.41,1.33,1.26,1.08,1.06
38,Tangible Book Value,1374,1357,1236,1253,1311,1335,1250,1176,1005,983.67
39,Tangible Book Value Per Share,1.37,1.36,1.24,1.25,1.31,1.34,1.25,1.18,1.00,0.98
40,Machinery,-,5.22,-,6.04,-,6.18,-,5.78,-,4.85
41,Construction In Progress,-,-,-,-,-,0.67,-,0.72,-,0.74
