,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,53.5,22.43,42.12,48.14,42.94,48.83,65.73,132.84,47.42,306.7
1,Other Revenue,58.18,57.09,58.71,59.42,62.85,67.43,66.54,64.04,60.68,54.16
2,Revenue,111.67,79.52,100.84,107.56,105.79,116.27,132.27,196.88,108.1,360.86
3,Revenue Growth (YoY),10.75%,-26.07%,-4.68%,-7.49%,-20.02%,-40.94%,22.36%,-45.44%,-30.05%,21.31%
4,Cost of Revenue,28.96,35.25,31,34.78,34.2,2.9,35.73,69.49,36.33,253.59
5,Gross Profit,82.71,44.27,69.84,72.79,71.59,113.37,96.54,127.39,71.77,107.27
6,"Selling, General & Admin",6.4,8.78,6.83,8.87,7.42,8.76,6.52,7.96,7.45,10.58
7,Other Operating Expenses,-0.04,-84.74,-0.28,-1.85,0.88,-1.03,-0.29,0.96,-2.51,-4.2
8,Operating Expenses,6.36,-75.97,6.55,7.02,8.3,7.73,6.23,8.92,4.94,6.4
9,Operating Income,76.34,120.24,63.29,65.77,63.29,105.64,90.31,118.47,66.83,100.88
10,Interest Expense,-14.64,-15.75,-17.12,-18.52,-20.61,-21.13,-20.43,-22.04,-22.92,-20.74
11,Interest & Investment Income,0.62,1.08,0.79,1.33,0.95,0.51,0.51,0.71,1.67,1.34
12,Currency Exchange Gain (Loss),-,-0.18,-0.21,-5.45,-,-0.33,-,-1.29,0.13,0.43
13,EBT Excluding Unusual Items,62.32,105.39,46.75,43.13,43.63,84.68,70.39,95.85,45.71,81.9
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,0.03,-,1.18,-,-
15,Asset Writedown,-,-61.22,-,-,-,-,-,-,-,-
16,Other Unusual Items,-,-,-,-,-,0.07,-,11.36,-,-0.33
17,Pretax Income,62.32,44.17,46.75,43.13,43.63,84.78,70.39,108.39,45.71,81.57
18,Income Tax Expense,12.4,9.32,8.34,9.67,8.96,27.44,12.46,20.04,7.53,17.71
19,Earnings From Continuing Operations,49.92,34.85,38.41,33.46,34.67,57.34,57.93,88.35,38.18,63.87
20,Net Income,49.92,34.85,38.41,33.46,34.67,57.34,57.93,88.35,38.18,63.87
21,Net Income to Common,49.92,34.85,38.41,33.46,34.67,57.34,57.93,88.35,38.18,63.87
22,Net Income Growth,29.95%,4.15%,10.80%,-41.65%,-40.15%,-35.10%,51.71%,38.34%,-12.89%,37.39%
23,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
24,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
25,Shares Change (YoY),-,-,-,-,-,-,-,-,-,111.44%
26,EPS (Basic),0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.09,0.04,0.06
27,EPS (Diluted),0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.09,0.04,0.06
28,EPS Growth,29.95%,4.15%,10.80%,-41.65%,-40.15%,-35.10%,51.71%,38.34%,-12.89%,-35.02%
29,Free Cash Flow,13.19,-21.75,129.92,-105.68,206.2,21.31,-27.22,-20.9,-2.59,-99.28
30,Free Cash Flow Per Share,0.01,-0.02,0.13,-0.11,0.21,0.02,-0.03,-0.02,-0.00,-0.10
31,Dividend Per Share,-,-,-,-,0.050,-,-,-,-,-
32,Operating Margin,68.36%,151.21%,62.77%,61.14%,59.83%,90.86%,68.28%,60.17%,61.82%,27.95%
33,Profit Margin,44.70%,43.82%,38.09%,31.11%,32.77%,49.32%,43.80%,44.88%,35.32%,17.70%
34,Free Cash Flow Margin,11.81%,-27.35%,128.84%,-98.25%,194.92%,18.33%,-20.58%,-10.62%,-2.39%,-27.51%
35,EBITDA,76.65,122.16,65.3,67.83,65.49,107.88,92.49,120.52,68.76,102.52
36,D&A For EBITDA,0.31,1.92,2.01,2.07,2.2,2.25,2.18,2.05,1.93,1.65
37,EBIT,76.34,120.24,63.29,65.77,63.29,105.64,90.31,118.47,66.83,100.88
38,Revenue as Reported,111.67,79.52,100.84,107.56,105.79,116.27,132.27,196.88,108.1,360.86
