,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,8527,8972.0,10755,13241.0,10166,10557.0,8374,7455.0,8347,7849.0,Upgrade
1,Short-Term Investments,91.5,66.0,45.8,52.3,72.7,77.9,108.1,173.3,70.2,158.6,Upgrade
2,Trading Asset Securities,1359,1393.0,1424,76.0,-,2.1,-,233.9,229.2,189.9,Upgrade
3,Accounts Receivable,3995,4591.0,3722,4436.0,3811,4212.0,3478,3828.0,3291,3820.0,Upgrade
4,Other Receivables,4499,3916.0,8916,4559.0,3471,3396.0,2695,2731.0,2590,2847.0,Upgrade
5,Inventory,2853,2567.0,2592,3426.0,3312,3141.0,2616,2671.0,2373,2364.0,Upgrade
6,Loans Receivable Current,1896,1129.0,1211,747.4,1504,1019.0,1182,905.9,1568,1166.0,Upgrade
7,Other Current Assets,2867,4001.0,2682,2174.0,1820,1783.0,1957,2159.0,1577,1736.0,Upgrade
8,Total Current Assets,26086,26634.0,31347,28711.0,24157,24188.0,20410,20157.0,20045,20129.0,Upgrade
9,"Property, Plant & Equipment",73060,73417.0,69729,74632.0,73885,75160.0,73757,70936.0,63854,63808.0,Upgrade
10,Goodwill,-,4036.0,-,4881.0,-,5104.0,-,5081.0,-,4914.0,Upgrade
11,Other Intangible Assets,4388,427.3,5010,459.3,5466,503.6,5617,381.6,5146,377.5,Upgrade
12,Long-Term Investments,49740,50424.0,49022,51442.0,54468,55532.0,49321,47202.0,45431,45769.0,Upgrade
13,Long-Term Loans Receivable,-,137.6,-,676.2,-,742.7,-,935.0,-,847.1,Upgrade
14,Other Long-Term Assets,6970,6902.0,6943,7668.0,6992,6837.0,10928,5588.0,4637,4626.0,Upgrade
15,Total Assets,160245,161978.0,162051,168469.0,164968,168067.0,160033,150280.0,139113,140470.0,Upgrade
16,Accounts Payable,4740,4826.0,3641,4273.0,3557,4121.0,3238,3586.0,2851,3007.0,Upgrade
17,Short-Term Debt,372.6,3033.0,531.5,263.4,278.3,189.5,638,486.3,842.9,943.2,Upgrade
18,Current Portion of Long-Term Debt,22167,14819.0,18592,19844.0,16576,18926.0,17761,11101.0,9913,9341.0,Upgrade
19,Current Unearned Revenue,8531,8719.0,8071,8583.0,8646,8895.0,8446,8531.0,7493,7310.0,Upgrade
20,Current Portion of Leases,105.7,126.0,109.9,154.2,116.2,103.0,77.8,104.8,110.9,111.5,Upgrade
21,Current Income Taxes Payable,1376,1619.0,1260,1411.0,1238,931.0,1172,1188.0,808.6,1165.0,Upgrade
22,Other Current Liabilities,7015,7000.0,6121,8994.0,4723,5369.0,5483,4809.0,4078,4290.0,Upgrade
23,Total Current Liabilities,44308,40142.0,38326,43523.0,35135,38534.0,36814,29806.0,26097,26168.0,Upgrade
24,Long-Term Debt,38293,41067.0,42408,39993.0,41478,37072.0,33514,31785.0,31283,28726.0,Upgrade
25,Long-Term Leases,230.8,292.9,-,274.0,244.4,223.3,235.8,175.0,178.6,226.9,Upgrade
26,Long-Term Unearned Revenue,-,866.9,-,867.6,-,889.9,-,839.4,-,734.3,Upgrade
27,Long-Term Deferred Tax Liabilities,6743,6924.0,6848,6927.0,7103,7225.0,7112,7059.0,6753,7181.0,Upgrade
28,Other Long-Term Liabilities,2671,1666.0,2851,1746.0,2878,2284.0,2495,1463.0,2215,2038.0,Upgrade
29,Total Liabilities,92246,90959.0,90432,93331.0,86838,86229.0,80172,71127.0,66527,65073.0,Upgrade
30,Common Stock,5475,5475.0,5475,5475.0,5475,5475.0,5475,5475.0,5475,5475.0,Upgrade
31,Retained Earnings,54906,56172.0,55890,56572.0,56932,57894.0,59071,58996.0,57681,58919.0,Upgrade
32,Comprehensive Income & Other,-3111,-1794.0,-651,1565.0,3767,6442.0,4980,4672.0,737.2,2200.0,Upgrade
33,Total Common Equity,57269,59853.0,60714,63612.0,66173,69811.0,69526,69143.0,63893,66594.0,Upgrade
