,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,118490,110840,111586,126327,138456,157676,226531,225038,205792,213256,257599,Upgrade
1,Market Cap Growth,-12.26%,-12.26%,-19.41%,-19.88%,-38.88%,-29.93%,10.08%,5.53%,-20.11%,-27.25%,3.35%,Upgrade
2,Enterprise Value,180413,170912,171907,185014,198867,215581,280610,270838,248167,253781,296959,Upgrade
3,PE Ratio,22.17,20.17,18.38,22.77,26.38,38.16,45.15,29.84,34.26,37.13,36.98,Upgrade
4,PS Ratio,2.14,2.00,1.96,2.09,2.27,2.69,4.23,4.75,5.03,5.54,6.34,Upgrade
5,PB Ratio,2.07,1.63,1.57,1.76,1.84,2.02,2.77,2.82,2.60,2.94,3.42,Upgrade
6,P/FCF Ratio,47.19,44.15,43.38,54.38,72.11,57.71,70.88,83.00,76.43,69.16,81.49,Upgrade
7,P/OCF Ratio,10.63,10.63,10.21,12.13,14.36,16.36,21.64,20.75,20.77,22.74,25.99,Upgrade
8,EV/Sales Ratio,3.26,3.09,3.02,3.06,3.26,3.68,5.24,5.71,6.06,6.59,7.31,Upgrade
9,EV/EBITDA Ratio,12.52,15.45,14.96,15.41,17.04,18.37,23.59,22.55,22.28,24.24,28.10,Upgrade
10,EV/EBIT Ratio,16.53,22.13,21.13,21.50,23.78,25.24,31.82,29.85,29.54,32.30,37.01,Upgrade
11,EV/FCF Ratio,71.85,68.07,66.84,79.64,103.58,78.91,87.80,99.89,92.17,82.31,93.94,Upgrade
12,Debt / Equity Ratio,0.90,0.90,0.84,0.86,0.81,0.75,0.69,0.65,0.55,0.58,0.52,Upgrade
13,Debt / FCF Ratio,24.36,24.36,23.07,26.53,31.53,21.48,17.68,19.26,16.21,13.73,12.45,Upgrade
14,Return on Capital Employed (ROCE),6.66%,6.66%,6.68%,6.96%,6.69%,6.58%,6.81%,7.36%,6.97%,6.95%,7.02%,Upgrade
15,Earnings Yield,4.64%,5.01%,5.54%,4.48%,3.87%,2.69%,2.26%,3.40%,2.97%,2.75%,2.74%,Upgrade
16,Earnings Yield,4.64%,5.01%,5.54%,4.48%,3.87%,2.69%,2.26%,3.40%,2.97%,2.75%,2.74%,Upgrade
17,FCF Yield,2.12%,2.27%,2.30%,1.84%,1.39%,1.73%,1.41%,1.20%,1.31%,1.45%,1.23%,Upgrade
18,Dividend Yield,5.51%,6.01%,6.20%,5.59%,5.27%,4.70%,3.36%,3.30%,3.61%,3.41%,2.83%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-0.00%,0.00%,0.00%,-,-,Upgrade,
20,Total Shareholder Return,5.51%,6.01%,6.20%,5.59%,5.27%,4.70%,3.36%,3.30%,3.61%,3.41%,2.83%,Upgrade
