,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,27496,27794,29178,31232,29721,28836,24728,22692,18235,20276,Upgrade
1,Revenue Growth (YoY),-5.76%,-11.01%,-1.83%,8.31%,20.19%,27.08%,35.60%,11.91%,-10.40%,2.24%,Upgrade
2,Depreciation & Amortization,1784,1706,1835,1770,1756,1683,1606,1532,1408,1412,Upgrade
3,Other Operating Expenses,21376,22701,22591,25608,23459,23118,18337,16870,12717,15117,Upgrade
4,Total Operating Expenses,23161,24407,24427,27377,25215,24801,19943,18402,14125,16529,Upgrade
5,Operating Income,4336,3386,4751,3855,4506,4035,4785,4290,4110,3747,Upgrade
6,Interest Expense,-1115,-1157,-1057,-973.3,-802.5,-766.9,-641.3,-658.6,-610,-670.9,Upgrade
7,Interest Income,-,496.8,-,372.7,-,324.3,-,331.1,-,325,Upgrade
8,Net Interest Expense,-1115,-660.5,-1057,-600.6,-802.5,-442.6,-641.3,-327.5,-610,-345.9,Upgrade
9,Income (Loss) on Equity Investments,991.7,2202,724.7,260.7,806,761.2,1771,1321,954.9,809.8,Upgrade
10,Currency Exchange Gain (Loss),-,-21.8,-,-112.4,-,85.7,-,124.1,-,40.6,Upgrade
11,Other Non-Operating Income (Expenses),63.9,40.5,60.9,6.4,520.5,-387,-21.5,150.9,-20.7,-5.6,Upgrade
12,EBT Excluding Unusual Items,4276,4947,4479,3409,5030,4052,5893,5559,4434,4246,Upgrade
13,Restructuring Charges,-14.4,-131.7,252.3,-,-,-,-,-,-,-,Upgrade
14,Impairment of Goodwill,-41,-364.1,-212.2,-145,-,-114.4,-,-,-,-333,Upgrade
15,Gain (Loss) on Sale of Investments,298.7,-414.9,1168,-260.7,99.5,-318.8,263.7,-401,-216.5,1606,Upgrade
16,Gain (Loss) on Sale of Assets,54.5,-40.5,-,-,-,-,-,-,-,-,Upgrade
17,Asset Writedown,-,-508.4,-,50,-,-1279,-116.3,-126.6,-323.2,-600.5,Upgrade
18,Pretax Income,4574,3487,5687,3054,5130,2340,6041,5031,3895,4919,Upgrade
19,Income Tax Expense,1013,635.2,1368,785.8,1073,983,1172,1007,706.5,1290,Upgrade
20,Earnings From Continuing Ops.,3561,2852,4320,2268,4057,1357,4869,4024,3188,3629,Upgrade
21,Minority Interest in Earnings,-521.2,-343.8,-649,-279,-686,-484.6,-613.2,-628.7,-466.1,-497,Upgrade
22,Net Income,3040,2508,3671,1989,3371,872.6,4255,3396,2722,3132,Upgrade
23,Preferred Dividends & Other Adjustments,-,52.3,56.1,55.7,55.8,55.6,55.3,55.2,55.1,55.6,Upgrade
24,Net Income to Common,3040,2456,3614,1933,3315,817,4200,3340,2667,3076,Upgrade
25,Net Income Growth,-17.17%,26.10%,8.90%,127.93%,-20.79%,-74.30%,56.33%,8.42%,-30.78%,-31.54%,Upgrade
26,Shares Outstanding (Basic),18660,18660,18660,18660,18660,18660,18660,18660,18660,18660,Upgrade
27,Shares Outstanding (Diluted),18660,18660,18660,18660,18660,18660,18660,18660,18660,18660,Upgrade
28,Shares Change (YoY),-,-,-,-,-,0.00%,-0.00%,-0.00%,-,-,Upgrade
29,EPS (Basic),0.16,0.13,0.19,0.10,0.18,0.04,0.23,0.18,0.14,0.16,Upgrade
30,EPS (Diluted),0.16,0.13,0.19,0.10,0.16,0.04,0.22,0.18,0.14,0.16,Upgrade
31,EPS Growth,-15.56%,22.49%,19.06%,136.63%,-29.48%,-75.54%,57.43%,8.59%,-31.43%,-31.99%,Upgrade
32,Free Cash Flow,1560,951.3,1621,702.5,1218,1515,1682,1030,1663,1421,Upgrade
33,Free Cash Flow Per Share,0.08,0.05,0.09,0.04,0.07,0.08,0.09,0.06,0.09,0.08,Upgrade
34,Dividend Per Share,0.120,0.230,0.120,0.230,0.120,0.230,0.120,0.219,0.114,0.208,Upgrade
35,Dividend Growth,0%,0%,0%,0%,0%,5.02%,4.99%,5.04%,4.96%,9.91%,Upgrade
36,Profit Margin,11.06%,8.84%,12.39%,6.19%,11.15%,2.83%,16.99%,14.72%,14.62%,15.17%,Upgrade
37,Free Cash Flow Margin,5.67%,3.42%,5.55%,2.25%,4.10%,5.25%,6.80%,4.54%,9.12%,7.01%,Upgrade
38,EBITDA,6037,5023,6469,5533,6136,5602,6293,5720,5417,5051,Upgrade
39,D&A For EBITDA,1701,1636,1718,1678,1630,1567,1509,1430,1307,1303,Upgrade
40,EBIT,4336,3386,4751,3855,4506,4035,4785,4290,4110,3747,Upgrade
