,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1242,1639,1477,1609,2180,2573,2708,5358,3039,4873,Upgrade
1,Revenue Growth (YoY),-15.90%,1.88%,-32.24%,-37.47%,-19.48%,-51.98%,-10.89%,9.96%,82.47%,1.00%,Upgrade
2,Cost of Revenue,1041,1282,1180,1324,1711,1917,2047,3881,2420,3740,Upgrade
3,Gross Profit,201.18,357.66,297.45,284.6,469.25,656.3,660.26,1477,618.91,1133,Upgrade
4,"Selling, General & Admin",236.36,276.29,180.05,836.33,235.01,473.36,225.69,230.62,253.52,276.04,Upgrade
5,Research & Development,-,-,-,-,-,-,-,-,-,-3.26,Upgrade
6,Other Operating Expenses,17.63,-55.36,-96.32,-1300,-3.14,5.89,-11.6,-45,-48.09,-71.14,Upgrade
7,Operating Expenses,491.32,501.07,71.62,57.92,241.06,756.96,261.66,214.18,242.4,201.65,Upgrade
8,Operating Income,-290.13,-143.41,225.84,226.68,228.19,-100.66,398.6,1263,376.51,931.46,Upgrade
9,Interest Expense,-582.96,-417.63,-510.8,-579.51,-720.65,-754.82,-736.93,-700.18,-573.72,-455.58,Upgrade
10,Interest & Investment Income,5.07,1.7,2.67,14.44,2.37,8.07,2.87,3.88,9.95,-,Upgrade
11,Earnings From Equity Investments,25.91,6.14,24.08,10.01,13.55,81.01,-2.49,64.13,14.44,52.92,Upgrade
12,Currency Exchange Gain (Loss),-25.68,-16.75,22.89,-6.96,-19.02,-13.64,-20.08,2.91,12.27,40.66,Upgrade
13,Other Non Operating Income (Expenses),-12.4,-103.8,3.44,-106.95,-4.34,-84.4,-21.17,-4.55,-8.43,-8.32,Upgrade
14,EBT Excluding Unusual Items,-880.19,-673.76,-231.89,-442.29,-499.9,-864.44,-379.19,629.22,-168.99,561.15,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-28.41,-,212.7,-,42.4,-,-0.46,Upgrade
16,Gain (Loss) on Sale of Assets,-,104.01,-13.03,-11.76,-,-,-,-,-,0.15,Upgrade
17,Asset Writedown,-,-,-,-,-,-,-,-,-,13.87,Upgrade
18,Pretax Income,-880.19,-569.75,-244.92,-482.46,-499.9,-651.74,-379.19,671.61,-168.99,574.71,Upgrade
19,Income Tax Expense,43.75,176.04,3.9,173.56,2.43,40.24,-15.92,137.13,24.18,101.25,Upgrade
20,Earnings From Continuing Operations,-923.94,-745.79,-248.82,-656.02,-502.33,-691.98,-363.28,534.48,-193.17,473.46,Upgrade
21,Minority Interest in Earnings,180.8,250.01,56.53,128.11,77.45,88.54,78.43,10.34,-10.92,-16.12,Upgrade
22,Net Income,-743.14,-495.78,-192.29,-527.91,-424.88,-603.44,-284.85,544.82,-204.09,457.34,Upgrade
23,Preferred Dividends & Other Adjustments,-,-,-,38.42,69.14,86.79,26.8,23.78,93.86,77.8,Upgrade
24,Net Income to Common,-743.14,-495.78,-192.29,-566.33,-494.02,-690.23,-311.65,521.05,-297.95,379.54,Upgrade
25,Net Income Growth,-,-,-,-,-,-,-,19.13%,-,14.72%,Upgrade
26,Shares Outstanding (Basic),1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,Upgrade
27,Shares Outstanding (Diluted),1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,Upgrade
28,Shares Change (YoY),-,-,-,-,-,0.00%,-,-,-,-,Upgrade
29,EPS (Basic),-0.62,-0.42,-0.16,-0.47,-0.41,-0.58,-0.26,0.44,-0.25,0.32,Upgrade
30,EPS (Diluted),-0.62,-0.42,-0.16,-0.47,-0.41,-0.58,-0.26,0.44,-0.25,0.32,Upgrade
31,EPS Growth,-,-,-,-,-,-,-,37.28%,-,20.31%,Upgrade
32,Free Cash Flow,-63.03,92.31,-277.79,-706.35,46.65,-765.25,-2256,-2342,-3317,-1878,Upgrade
33,Free Cash Flow Per Share,-0.05,0.08,-0.23,-0.59,0.04,-0.64,-1.89,-1.96,-2.78,-1.57,Upgrade
34,Operating Margin,-23.35%,-8.75%,15.29%,14.09%,10.47%,-3.91%,14.72%,23.57%,12.39%,19.12%,Upgrade
35,Profit Margin,-59.81%,-30.25%,-13.02%,-35.20%,-22.66%,-26.83%,-11.51%,9.72%,-9.81%,7.79%,Upgrade
36,Free Cash Flow Margin,-5.07%,5.63%,-18.80%,-43.90%,2.14%,-29.74%,-83.30%,-43.70%,-109.16%,-38.55%,Upgrade
37,EBITDA,121.85,209.66,603.73,660.86,597.01,214.22,724.37,1545,661.14,1221,Upgrade
38,D&A For EBITDA,411.99,353.07,377.89,434.18,368.82,314.87,325.77,281.81,284.63,289.76,Upgrade
39,EBIT,-290.13,-143.41,225.84,226.68,228.19,-100.66,398.6,1263,376.51,931.46,Upgrade
