,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+1 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Cash & Equivalents,-,101.8,200.3,230.09,298.85,142.9,244.82,216.64,184.04,122.32,294.22,263.28,789.12,571,491.16,386.3,181.54,90.56,128.09,-,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,100.7,80.64,80.05,80.04,110.06,60.45,60.19,118.34,121.5,-,140,-,150,255,445,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,202.5,202.5,280.94,310.14,378.89,252.96,305.27,276.83,302.39,243.82,294.22,403.28,799.12,721,746.16,831.3,181.54,90.56,128.09,147.64,Upgrade
4,Cash Growth,-46.55%,-19.95%,-7.97%,12.03%,25.30%,3.75%,3.75%,-31.36%,-62.16%,-66.18%,-60.57%,-51.49%,340.19%,696.16%,482.55%,463.06%,22.96%,-,-,-,Upgrade
5,Accounts Receivable,-,657.22,669.65,413.57,664.9,730.62,619.4,826.63,587.95,936.75,927.62,608.86,654.74,561.65,515.12,730.44,472.92,533.77,381.55,-,Upgrade
6,Other Receivables,-,6.47,2.42,5.67,0.87,5.57,0.85,8.13,0.89,12.09,11.11,10.97,0.5,13.79,1.59,13.61,0.5,0.9,0.86,-,Upgrade
7,Receivables,-,663.7,672.07,419.24,665.78,736.19,620.25,834.76,588.84,948.85,938.73,619.83,655.24,575.44,516.71,744.06,473.42,534.66,382.41,-,Upgrade
8,Inventory,-,77.02,125,108.34,97.96,208.92,245.74,162.27,262.22,164.34,133.78,234.14,221.99,161.81,191.88,124.64,156.32,87.02,115.28,-,Upgrade
9,Other Current Assets,-,55.43,64.89,318.76,70.5,94.99,118.74,76.63,111.07,27.55,31.64,71.38,39.25,44.1,52.11,18.04,15.38,19.66,32.93,-,Upgrade
10,Total Current Assets,-,998.65,1143,1156,1213,1293,1290,1350,1265,1385,1398,1329,1717,1502,1507,1718,827.6,731.89,658.7,-,Upgrade
11,"Property, Plant & Equipment",-,275.05,275.78,274.3,270.27,272.98,275.35,280.81,285.41,281.24,47.47,24.97,25.44,16.99,17.83,18.59,17.48,14.25,15,-,Upgrade
12,Long-Term Investments,-,45.18,47,43.88,43.2,42.81,42.66,41.99,41.55,41.25,43.29,35.59,19.25,19.3,29.46,19.65,30.89,31.24,22.43,-,Upgrade
13,Goodwill,-,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,-,Upgrade
