,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,25962,22378,21280,20163,22872,19718,22960,22935,19924,21961,20000,18746,22893,17775,17132,15162,17643,14648,16292,10698,9717,Upgrade
1,Market Cap Growth,13.49%,13.49%,-7.32%,-12.08%,14.80%,-10.21%,14.80%,22.34%,-12.97%,23.55%,16.74%,23.64%,29.75%,21.35%,5.15%,41.72%,81.58%,67.04%,113.83%,11.42%,58.87%,Upgrade
2,Enterprise Value,26595,23075,21768,20149,22858,19597,22678,22413,19402,21486,19325,17938,22085,16889,16083,14248,16730,13644,15268,9779,8797,Upgrade
3,Last Close Price,27.67,23.85,22.68,21.32,24.20,20.96,24.73,24.45,21.25,23.45,21.13,19.87,24.27,18.87,18.20,16.18,18.82,15.63,16.51,10.84,9.84,Upgrade
4,PE Ratio,62.09,53.02,61.87,75.00,103.02,72.61,78.77,64.89,51.08,61.40,63.18,75.79,107.22,-71.31,-64.03,-110.92,-,149.86,176.10,-2182.23,-,Upgrade
5,Forward PE,43.84,41.22,45.08,48.03,55.48,40.66,42.86,42.62,41.58,51.41,52.27,48.61,68.80,54.21,38.83,42.65,50.59,43.21,61.48,30.70,32.32,Upgrade
6,PS Ratio,8.14,6.95,7.03,7.13,8.58,7.47,8.94,8.50,7.32,8.26,7.78,7.79,9.72,8.03,8.15,7.38,9.71,9.12,11.63,9.22,8.46,Upgrade
7,PB Ratio,5.98,4.76,4.73,4.20,4.69,4.09,4.90,4.96,4.44,4.98,4.68,4.32,5.38,4.38,4.30,3.95,4.73,3.64,4.09,2.74,2.49,Upgrade
8,P/TBV Ratio,6.44,6.44,6.41,5.67,6.27,5.45,6.58,6.62,5.87,6.87,6.58,5.91,7.41,6.06,6.02,5.60,6.81,5.56,6.16,4.16,3.71,Upgrade
9,P/FCF Ratio,-,-313.30,-,-,-,-,-,-,-,-382.26,-130.71,-,-,-,-,-,97.24,-,-,2230.55,-,Upgrade
10,P/OCF Ratio,28.71,28.71,31.42,32.59,42.80,44.83,47.00,40.09,35.40,41.83,60.41,134.49,7338.50,69.23,65.54,-,45.41,125.75,104.97,54.25,49.18,Upgrade
11,PEG Ratio,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,Upgrade
12,EV/Sales Ratio,8.26,7.17,7.19,7.12,8.57,7.43,8.83,8.31,7.13,8.08,7.51,7.46,9.37,7.63,7.65,6.94,9.21,8.49,10.90,8.42,7.66,Upgrade
13,EV/EBITDA Ratio,36.20,29.71,32.20,36.86,47.65,46.08,54.94,44.98,37.04,43.08,42.84,49.13,64.23,59.57,58.83,47.07,70.99,67.37,98.36,99.47,-,Upgrade
14,EV/EBIT Ratio,48.56,37.98,42.58,51.82,70.07,70.98,83.56,62.22,49.31,57.10,58.11,70.65,93.39,93.81,91.27,69.06,-,114.91,210.49,402.69,-,Upgrade
15,EV/FCF Ratio,-372.35,-323.06,-,-,-,-,-,-,-,-374.00,-126.29,-,-,-,-,-,92.20,-,-,2038.86,-,Upgrade
16,Debt / Equity Ratio,0.29,0.29,0.31,0.24,0.19,0.19,0.17,0.12,0.07,0.04,0.03,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,Upgrade
17,Debt / EBITDA Ratio,1.86,1.36,1.55,1.85,1.46,1.53,2.20,1.49,0.79,0.28,0.20,0.33,0.53,0.39,0.35,0.20,1.85,0.25,0.18,0.48,-,Upgrade
18,Debt / FCF Ratio,-,-19.17,-,-,-,-,-,-,-,-2.71,-0.92,-,-,-,-,-,0.39,-,-,11.81,-,Upgrade
19,Asset Turnover,0.51,0.47,0.42,0.48,0.45,0.40,0.38,0.56,0.49,0.58,0.44,0.57,0.47,0.50,0.46,0.50,0.39,0.48,0.27,0.34,Upgrade,
20,Inventory Turnover,3.36,3.48,3.38,3.12,3.81,3.26,2.96,2.58,3.54,2.82,3.38,2.55,3.80,2.90,3.44,3.19,3.93,3.33,4.47,2.72,4.07,Upgrade
21,Quick Ratio,1.62,1.62,1.67,2.34,2.33,2.69,2.82,3.43,3.07,2.95,2.99,3.30,3.38,3.38,4.01,3.93,3.91,4.07,4.39,5.91,7.96,Upgrade
22,Current Ratio,2.17,2.17,2.28,3.15,3.02,3.45,3.73,4.66,4.08,4.12,4.16,4.60,4.57,4.70,5.30,5.25,4.88,5.25,5.35,7.48,9.41,Upgrade
23,Return on Equity (ROE),16.15%,14.80%,9.44%,5.66%,8.59%,6.71%,3.42%,9.90%,10.75%,13.71%,7.45%,6.84%,6.51%,6.21%,5.04%,-40.57%,5.10%,19.74%,1.69%,-16.36%,Upgrade,
