,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,46,84,222,944,944,944,1071,3137,3113,3471,3655,Upgrade
1,Market Cap Growth,-91.08%,-91.08%,-76.49%,0%,-11.90%,-69.92%,-65.59%,-9.61%,-14.82%,-10.25%,-62.18%,Upgrade
2,Enterprise Value,29571,28483,30115,33375,33375,33375,33503,31017,32309,29037,32359,Upgrade
3,Last Close Price,0.02,0.03,0.09,0.37,0.37,0.37,0.42,1.23,1.22,1.36,1.43,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,5.98,-,1.81,Upgrade
5,Forward PE,-,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.79,Upgrade
6,PS Ratio,0.02,0.03,0.10,0.38,0.35,0.25,0.16,0.47,0.46,0.38,0.39,Upgrade
7,PB Ratio,-0.09,-0.09,0.25,0.31,0.21,0.12,0.12,0.22,0.22,0.26,0.28,Upgrade
8,P/TBV Ratio,-,-,-,0.60,0.33,0.16,0.15,0.32,0.30,0.38,0.39,Upgrade
9,P/FCF Ratio,0.28,-,0.51,2.90,2.20,-2.19,-,1.57,1.97,1.71,1.39,Upgrade
10,P/OCF Ratio,0.50,-,0.51,2.70,2.08,-2.43,-,1.53,1.92,1.70,1.38,Upgrade
11,EV/Sales Ratio,10.67,10.28,13.00,13.42,12.52,8.91,5.06,4.64,4.72,3.19,3.49,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,-,-,-91.70,-,18.22,31.34,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,-,-78.91,-,18.80,32.93,Upgrade
14,EV/FCF Ratio,179.34,-,69.70,102.65,77.83,-77.41,-,15.47,20.44,14.28,12.30,Upgrade
15,Debt / Equity Ratio,-31.12,-31.12,33.85,9.61,6.81,4.18,3.66,2.18,2.17,2.23,2.14,Upgrade
16,Debt / FCF Ratio,176.48,-,69.71,91.24,71.55,-73.75,-,15.41,19.87,14.44,10.69,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-1.15%,-,4.67%,2.93%,Upgrade
18,Earnings Yield,-8295.49%,-4524.82%,-1482.23%,-393.79%,-378.94%,-513.65%,-420.80%,3.25%,16.71%,46.41%,55.24%,Upgrade
19,FCF Yield,359.13%,195.89%,194.70%,34.45%,45.44%,-45.68%,31.57%,63.89%,50.77%,58.60%,71.96%,Upgrade
20,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,7.35%,-,Upgrade
21,Buyback Yield / Dilution,-,-,-,0.02%,0.02%,17.35%,0.07%,-6.62%,19.10%,-10.84%,Upgrade,
22,Total Shareholder Return,-,-,-,0.02%,0.02%,17.35%,0.07%,-6.62%,26.45%,-10.84%,Upgrade,
