,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1615,965.06,1137,1165,1193,2004,3395,2161,3598,4694,Upgrade
1,Revenue Growth (YoY),42.02%,-17.13%,-4.71%,-41.88%,-64.86%,-7.28%,-5.64%,-53.96%,0.10%,21.14%,Upgrade
2,Cost of Revenue,1860,958.5,1007,1622,995.36,3227,2773,1811,2419,3405,Upgrade
3,Gross Profit,-245.57,6.57,130.25,-457.64,197.67,-1223,622.21,350.61,1179,1289,Upgrade
4,"Selling, General & Admin",128.43,210.77,152.16,237.06,179.62,392.35,410.49,549.33,366.81,588.18,Upgrade
5,Other Operating Expenses,80.62,-56.47,104.27,85.74,45.29,-209.37,183.1,156.75,3.13,102.57,Upgrade
6,Operating Expenses,209.05,218.58,256.43,398.09,224.91,494.27,593.59,706.08,369.93,690.75,Upgrade
7,Operating Income,-454.62,-212.01,-126.18,-855.73,-27.24,-1718,28.62,-355.47,809.14,598.28,Upgrade
8,Interest Expense,-806.76,-827.15,-857.37,-608.43,-687.32,-756.24,-329.96,-514.11,-205.53,-253.14,Upgrade
9,Interest & Investment Income,136,216.63,132.62,242.58,153.94,268.94,135.58,197.94,199.63,287.61,Upgrade
10,Earnings From Equity Investments,-7.94,-79.14,-3.29,15.35,52.02,-23.01,2.28,-15.49,-4.07,-13.33,Upgrade
11,Currency Exchange Gain (Loss),-22.41,50.38,-140.25,107.8,-239.64,10.69,51.27,231.95,-43.56,-5.9,Upgrade
12,Other Non Operating Income (Expenses),-1.11,-85.32,-3.37,-838.22,-13.2,-475.08,-8.41,0.4,13.34,56.16,Upgrade
13,EBT Excluding Unusual Items,-1157,-936.61,-997.83,-1937,-761.45,-2692,-120.62,-454.78,768.94,669.68,Upgrade
14,Gain (Loss) on Sale of Investments,4.35,-141.09,-7.87,3.04,-13.29,-8.9,-6.96,26.53,-52.59,403.87,Upgrade
15,Gain (Loss) on Sale of Assets,-,2.94,-,3.02,-,-165.43,-,1500,-,1654,Upgrade
16,Asset Writedown,-199.27,-208.14,-163.49,-514.29,-66.24,-815.82,15.96,143.93,-101.28,187.64,Upgrade
17,Legal Settlements,-,-103.03,-,-,-,-,-,-,-,-,Upgrade
18,Pretax Income,-1352,-1386,-1169,-2445,-840.98,-3682,-111.61,1216,615.08,2915,Upgrade
19,Income Tax Expense,324.82,667.28,-36.55,34.31,-3.14,-230.13,166.07,192.12,355.13,493.46,Upgrade
20,Earnings From Continuing Operations,-1677,-2053,-1133,-2479,-837.84,-3452,-277.69,1024,259.95,2422,Upgrade
21,Minority Interest in Earnings,15.87,169.13,30.92,141.34,12.12,139.42,-82.18,-579.22,-266.69,-946.99,Upgrade
22,Net Income,-1661,-1884,-1102,-2338,-825.72,-3313,-359.87,444.78,-6.75,1475,Upgrade
23,Net Income to Common,-1661,-1884,-1102,-2338,-825.72,-3313,-359.87,444.78,-6.75,1475,Upgrade
24,Net Income Growth,-,-,-,-,-,-,-,-69.85%,-,-,Upgrade
25,Shares Outstanding (Basic),2551,2551,2551,2551,2551,2551,2551,2552,2553,2560,Upgrade
26,Shares Outstanding (Diluted),2551,2551,2551,2551,2551,2551,2551,3087,2553,2895,Upgrade
27,Shares Change (YoY),-,-,-,-0.02%,-0.02%,-17.35%,-0.07%,6.62%,-19.10%,10.84%,Upgrade
28,EPS (Basic),-0.65,-0.74,-0.43,-0.92,-0.32,-1.30,-0.14,0.17,-0.00,0.58,Upgrade
29,EPS (Diluted),-0.65,-0.74,-0.43,-0.92,-0.32,-1.30,-0.14,0.13,-0.00,0.52,Upgrade
30,EPS Growth,-,-,-,-,-,-,-,-74.01%,-,-,Upgrade
31,Free Cash Flow,-209.81,363.27,28.94,271.97,107.36,-475.44,751.01,915.81,415.02,1439,Upgrade
32,Free Cash Flow Per Share,-0.08,0.14,0.01,0.11,0.04,-0.19,0.29,0.30,0.16,0.50,Upgrade
33,Dividend Per Share,-,-,-,-,-,-,-,-,0.091,-,Upgrade
34,Operating Margin,-28.16%,-21.97%,-11.10%,-73.48%,-2.28%,-85.71%,0.84%,-16.45%,22.49%,12.75%,Upgrade
35,Profit Margin,-102.86%,-195.23%,-96.91%,-200.74%,-69.21%,-165.32%,-10.60%,20.58%,-0.19%,31.42%,Upgrade
36,Free Cash Flow Margin,-12.99%,37.64%,2.55%,23.35%,9.00%,-23.73%,22.12%,42.37%,11.53%,30.65%,Upgrade
37,EBITDA,-444.97,-194.21,-116.22,-834.26,-14.27,-1694,41.09,-322.33,818.56,633.92,Upgrade
38,D&A For EBITDA,9.65,17.8,9.96,21.47,12.98,23.54,12.46,33.14,9.42,35.65,Upgrade
39,EBIT,-454.62,-212.01,-126.18,-855.73,-27.24,-1718,28.62,-355.47,809.14,598.28,Upgrade
