,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Operating Revenue,2063,2090,2121,1982,1893,1476,1444,1283,797.37,830.02,Upgrade
1,Revenue,2063,2090,2121,1982,1893,1476,1444,1283,797.37,830.02,Upgrade
2,Revenue Growth (YoY),-2.75%,5.42%,12.05%,34.31%,31.14%,15.03%,81.06%,54.58%,-28.71%,-15.25%,Upgrade
3,Cost of Revenue,1384,1423,1457,1378,1236,935.01,799.08,793.95,470.41,503.88,Upgrade
4,Gross Profit,678.41,666.23,664.06,603.94,657.46,540.82,644.6,489.08,326.96,326.14,Upgrade
5,"Selling, General & Admin",305.04,298.96,300.52,282.8,277.53,288.09,138.71,222.34,99.85,64.7,Upgrade
6,Other Operating Expenses,-2.19,-0.97,-2.81,-2.63,-2.08,-91.11,85.7,-52.06,46.91,33.57,Upgrade
7,Operating Expenses,594.03,618.8,602.44,580.85,561.51,441.14,412.61,354.5,272.41,220.09,Upgrade
8,Operating Income,84.38,47.43,61.61,23.09,95.95,99.67,231.99,134.58,54.55,106.05,Upgrade
9,Interest Expense,-48.59,-61.36,-39.48,-30.99,-32.65,-30.58,-18.33,-14.54,-9.1,-9.19,Upgrade
10,Interest & Investment Income,6.84,14.52,2.71,3.51,1.36,0.3,1.06,1.04,0.67,0.08,Upgrade
11,Earnings From Equity Investments,1.75,1.17,4.26,4.35,7.98,-2.07,1.4,4.49,0.5,-0.88,Upgrade
12,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-1.07,Upgrade
13,Other Non Operating Income (Expenses),9.43,28.79,8.14,-17.92,50.64,12.42,6.12,2.08,6.19,8.24,Upgrade
14,EBT Excluding Unusual Items,53.8,30.54,37.24,-17.96,123.29,79.75,222.24,127.65,52.8,103.24,Upgrade
15,Merger & Restructuring Charges,-,-0.48,-,-0.28,-,-1.21,-,-1.02,-,-0.11,Upgrade
16,Impairment of Goodwill,-,-,-,-7.48,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,0.37,-22.46,-2.13,-17.83,-1.26,-9.96,-1.61,-10.88,7.99,11.16,Upgrade
18,Gain (Loss) on Sale of Assets,2.47,-2,0.17,1.27,2.37,8.03,11.09,16.69,0.08,3.33,Upgrade
19,Asset Writedown,-,-26.38,-,2.2,-,10.8,-,-2.7,-,-6,Upgrade
20,Other Unusual Items,-,2.37,-,51.88,-,2.28,-,75.28,-,-,Upgrade
21,Pretax Income,56.64,-18.41,35.28,11.8,124.39,89.69,231.72,205.02,60.87,111.61,Upgrade
22,Income Tax Expense,16.34,-12.67,13.85,9.98,19.19,15.26,35.65,32.74,7.57,12.41,Upgrade
23,Earnings From Continuing Operations,40.3,-5.74,21.43,1.82,105.21,74.44,196.07,172.29,53.3,99.2,Upgrade
24,Minority Interest in Earnings,-26.2,-19.86,-14.78,-12.21,-25.16,-37.15,-35.86,-23.35,-9.38,-10.13,Upgrade
25,Net Income,14.1,-25.6,6.65,-10.39,80.05,37.29,160.21,148.94,43.93,89.07,Upgrade
26,Net Income to Common,14.1,-25.6,6.65,-10.39,80.05,37.29,160.21,148.94,43.93,89.07,Upgrade
27,Net Income Growth,111.95%,-,-91.69%,-,-50.04%,-74.96%,264.70%,67.22%,-77.76%,-46.62%,Upgrade
28,Shares Outstanding (Basic),1185,1185,1185,1183,1179,1178,1128,1053,1000,985,Upgrade
29,Shares Outstanding (Diluted),1185,1185,1185,1186,1183,1204,1142,1062,1000,989,Upgrade
30,Shares Change (YoY),-0.02%,-0.05%,0.23%,-1.53%,3.54%,13.37%,14.23%,7.39%,1.26%,0.19%,Upgrade
31,EPS (Basic),0.01,-0.02,0.01,-0.01,0.07,0.03,0.14,0.14,0.04,0.09,Upgrade
32,EPS (Diluted),0.01,-0.02,0.01,-0.01,0.07,0.03,0.14,0.14,0.04,0.09,Upgrade
33,EPS Growth,111.98%,-,-91.74%,-,-51.49%,-77.97%,218.71%,55.58%,-78.04%,-46.70%,Upgrade
34,Free Cash Flow,396.06,236.03,291.85,26.3,167.97,-36.23,384.32,239.39,245.54,257.16,Upgrade
35,Free Cash Flow Per Share,0.33,0.20,0.25,0.02,0.14,-0.03,0.34,0.23,0.25,0.26,Upgrade
36,Dividend Per Share,0.010,-,0.005,0.042,0.058,0.042,0.102,0.129,0.030,0.080,Upgrade
37,Dividend Growth,100.00%,-,-91.38%,0%,-43.14%,-67.44%,240.00%,61.25%,-80.00%,23.08%,Upgrade
38,Operating Margin,4.09%,2.27%,2.90%,1.17%,5.07%,6.75%,16.07%,10.49%,6.84%,12.78%,Upgrade
39,Profit Margin,0.68%,-1.22%,0.31%,-0.52%,4.23%,2.53%,11.10%,11.61%,5.51%,10.73%,Upgrade
40,Free Cash Flow Margin,19.20%,11.29%,13.76%,1.33%,8.87%,-2.45%,26.62%,18.66%,30.79%,30.98%,Upgrade
41,EBITDA,233.89,194.95,198.28,142.08,210.04,190.82,306.25,204.2,100.17,145.67,Upgrade
42,D&A For EBITDA,149.51,147.52,136.67,118.99,114.09,91.15,74.26,69.62,45.62,39.62,Upgrade
43,EBIT,84.38,47.43,61.61,23.09,95.95,99.67,231.99,134.58,54.55,106.05,Upgrade
