,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,639.44,664.1,659,511.84,726.68,693.59,720.66,923.82,651.12,569.71,506.74,782.19,1130,164.46,-,186.09,-,193.23,193.23
1,Trading Asset Securities,80.28,106.38,80,-,60.36,101.48,216.5,-,302.84,303.97,302.24,50,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,719.71,770.48,739,511.84,787.03,795.08,937.15,923.82,953.96,873.68,808.98,832.19,1130,164.46,186.09,186.09,-,193.23,193.23
3,Cash Growth,-8.55%,-3.09%,-21.14%,-44.59%,-17.50%,-9.00%,15.84%,11.01%,-15.57%,431.23%,334.73%,347.21%,-,-14.89%,-3.70%,-,-,-,-
4,Accounts Receivable,330.46,339.64,378.96,381.69,369.49,333.63,349.64,416.65,457.8,341.86,344.11,387.02,361.63,270.35,-,318.58,-,299.78,299.78
5,Other Receivables,9.42,24.73,8.32,34.64,9.13,13.12,10.23,29.61,1.15,27.37,4.78,8.57,0.6,6.86,-,4.61,-,10.54,10.54
6,Receivables,339.88,364.37,387.28,416.33,378.62,346.75,359.87,446.26,458.95,369.23,348.89,395.59,362.24,277.21,-,323.19,-,310.32,310.32
7,Inventory,385.09,345.28,372.55,395.75,325.86,358.52,353.9,335.78,277.46,400.57,357.85,310.04,233.64,323.44,-,224.51,-,224.33,224.33
8,Other Current Assets,123.86,62.43,75.24,72.11,134.69,42.89,29.65,59.46,67.18,36.58,62.51,19.33,60.49,33.43,-,28.88,-,19.68,19.68
9,Total Current Assets,1569,1543,1574,1396,1626,1543,1681,1765,1758,1680,1578,1557,1786,798.54,-,762.67,-,747.56,747.56
10,"Property, Plant & Equipment",826.01,818.87,801.5,787.88,736.73,670.6,665.87,645.15,723.99,734.27,731.99,650.68,638.27,619.16,-,570.23,-,538.95,538.95
11,Other Intangible Assets,163.24,164.31,165.39,166.46,167.53,168.52,169.59,170.66,73.29,73.86,74.43,74.98,75.55,75.72,-,76.84,-,77.7,77.7
12,Long-Term Deferred Tax Assets,39.92,39.11,41.21,41.21,41.5,41.68,42.08,44.23,24.73,25.63,24.17,24.65,23.99,23.72,-,19.91,-,18.11,18.11
13,Long-Term Deferred Charges,0.12,0.18,0.25,0.32,0.39,0.46,0.53,0.6,0.67,0.74,0.81,0.88,0.95,1.02,-,1.15,-,1.29,1.29
14,Other Long-Term Assets,120.52,110.3,140.15,320.97,80.08,85.72,77.56,54.93,55.59,56.65,62.07,135.5,71.4,85.37,-,82.35,-,55.01,55.01
15,Total Assets,2718,2675,2723,2713,2652,2510,2636,2681,2636,2571,2472,2444,2596,1604,-,1513,-,1439,1439
16,Accounts Payable,356.26,335.31,329.62,356.72,338.95,298.05,395.27,465.24,449.05,437.12,291.23,294.75,240.41,194.48,-,216.62,-,268.22,268.22
17,Accrued Expenses,18.57,18.01,9.65,28.07,18.15,20.12,9.49,24.67,9.75,16.84,6,21.71,14.99,38.43,-,23.65,-,15.59,15.59
18,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,240.21,250.2,-,250.25,-,250.23,250.23
