,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,9341,5618,3698,4297,5004,5384,7560,6472,6255,7667,6957,Upgrade
1,Market Cap Growth,30.75%,30.75%,-26.09%,-20.20%,-33.81%,-16.81%,20.87%,-15.58%,-10.09%,17.55%,20.75%,Upgrade
2,Enterprise Value,24333,19644,15688,16004,13962,13746,13720,10222,9330,10060,9067,Upgrade
3,Last Close Price,1.71,1.03,0.67,0.77,0.83,0.89,1.14,0.98,0.84,0.98,0.89,Upgrade
4,PE Ratio,31.79,18.94,-,3.65,3.64,3.87,3.89,2.89,3.38,3.97,3.45,Upgrade
5,Forward PE,6.82,3.32,2.63,2.22,3.70,3.05,3.15,3.17,3.00,4.35,3.81,Upgrade
6,PS Ratio,1.04,0.63,0.37,0.46,0.52,0.58,0.77,0.64,0.74,1.01,0.86,Upgrade
7,PB Ratio,0.68,0.35,0.24,0.29,0.33,0.38,0.52,0.48,0.50,0.72,0.67,Upgrade
8,P/TBV Ratio,0.43,0.43,0.28,0.34,0.39,0.41,0.56,0.51,0.52,0.75,0.70,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,752.50,-,5.76,Upgrade
10,P/OCF Ratio,1.78,1.78,1.24,1.75,2.07,2.22,3.14,1.93,1.96,3.58,2.31,Upgrade
11,PEG Ratio,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,Upgrade
12,EV/Sales Ratio,2.72,2.20,1.58,1.70,1.45,1.48,1.40,1.02,1.10,1.32,1.12,Upgrade
13,EV/EBITDA Ratio,9.29,7.65,5.44,5.83,4.69,4.25,4.16,3.01,3.05,3.02,2.89,Upgrade
14,EV/EBIT Ratio,21.10,17.06,10.91,12.37,9.04,7.19,6.86,4.57,4.65,5.02,4.09,Upgrade
15,EV/FCF Ratio,-298.27,-,-,-,-,-,-,-,1122.44,-,7.50,Upgrade
16,Debt / Equity Ratio,0.87,0.87,0.83,0.80,0.78,0.80,0.84,0.53,0.46,0.40,0.31,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,-,-,693.07,-,2.63,Upgrade
18,Return on Capital Employed (ROCE),4.37%,4.37%,5.65%,5.62%,6.58%,8.39%,8.62%,12.39%,12.10%,15.22%,17.45%,Upgrade
19,Earnings Yield,3.17%,5.28%,12.55%,27.38%,27.44%,25.83%,25.74%,34.64%,29.63%,25.19%,28.96%,Upgrade
20,FCF Yield,-0.87%,-1.45%,-4.92%,-13.46%,-16.12%,-13.44%,-23.41%,-13.98%,0.13%,-0.74%,17.37%,Upgrade
21,Dividend Yield,1.48%,-,-,-,-,-,-,-,-,-,12.39%,Upgrade
22,Buyback Yield / Dilution,-0.07%,-0.14%,0.01%,0.09%,0.12%,-0.00%,0.01%,-0.00%,-0.08%,-0.09%,-0.00%,Upgrade
23,Total Shareholder Return,1.41%,-0.14%,0.01%,0.09%,0.12%,-0.00%,0.01%,-0.00%,-0.08%,-0.09%,12.39%,Upgrade
