,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,684.23,695.82,865.1,612.42,859.08,717.05,913.27,827.66,759.27,588.11
1,Cash & Short-Term Investments,684.23,695.82,865.1,612.42,859.08,717.05,913.27,827.66,759.27,588.11
2,Cash Growth,-20.91%,13.62%,0.70%,-14.59%,-5.93%,-13.36%,20.28%,40.73%,11.18%,2.89%
3,Accounts Receivable,433.31,422.43,247.46,493.49,243.87,370.54,254.9,326.2,367.71,607.36
4,Other Receivables,0.08,-,0.19,0.24,0.11,0.08,0.1,0.08,6.73,0.61
5,Receivables,433.39,422.43,247.65,493.73,244.41,370.62,255,326.28,374.44,607.97
6,Inventory,12.3,10.6,-,-,-,-,-,-,-,-
7,Total Current Assets,1130,1129,1113,1106,1103,1088,1168,1154,1134,1196
8,"Property, Plant & Equipment",1.29,1.73,0.79,1.01,1.18,1.48,1.87,2.13,4.81,7.14
9,Long-Term Deferred Tax Assets,1.21,1.23,0.7,1.39,1.23,1.8,0.97,1.06,0.84,1.26
10,Total Assets,1132,1132,1114,1109,1106,1093,1173,1157,1139,1204
11,Accrued Expenses,2.84,6.96,5.38,5.71,2.11,3.36,1.64,3.85,2.31,7.95
12,Short-Term Debt,7.28,7.15,7.07,7.13,6.8,6.43,4.77,-,-,-
13,Current Portion of Leases,0.48,0.63,0.22,0.21,0.21,0.26,0.49,0.52,1.02,1.15
14,Current Income Taxes Payable,1.47,2.7,1.38,1.31,3.33,3.44,2.8,2.98,3.49,7.74
15,Current Unearned Revenue,-,2,-,-,-,-,-,-,-,-
16,Other Current Liabilities,8.35,6.95,3.3,0.31,0.03,0.03,95.51,95.24,100.85,173.82
17,Total Current Liabilities,20.41,26.4,17.34,14.67,12.47,13.52,105.2,102.59,107.66,190.66
18,Long-Term Leases,0.45,0.47,-,0.22,0.22,0.44,0.42,0.72,3.37,4.03
19,Long-Term Deferred Tax Liabilities,0.27,0.35,-,-,-,-,-,-,-,-
20,Total Liabilities,21.13,27.21,17.34,14.89,12.68,13.96,105.62,103.31,111.03,194.69
21,Common Stock,14.79,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68
22,Additional Paid-In Capital,200,198.79,198.79,198.79,198.79,198.79,198.79,198.79,198.79,198.79
23,Retained Earnings,725.47,720.06,712.47,709.04,708.49,688.88,677.3,663.52,636.55,619.62
24,Comprehensive Income & Other,171.02,171.07,170.95,171.15,171.25,176.75,176.81,176.83,178.31,176.7
25,Total Common Equity,1111,1105,1097,1094,1093,1079,1068,1054,1028,1010
26,Shareholders' Equity,1111,1105,1097,1094,1093,1079,1068,1054,1028,1010
27,Total Liabilities & Equity,1132,1132,1114,1109,1106,1093,1173,1157,1139,1204
28,Total Debt,8.21,8.25,7.29,7.56,7.22,7.13,5.68,1.25,4.39,5.18
29,Net Cash (Debt),676.01,687.57,857.81,604.86,851.86,709.93,907.59,826.41,754.89,582.93
30,Net Cash Growth,-21.19%,13.68%,0.70%,-14.80%,-6.14%,-14.10%,20.23%,41.77%,11.65%,2.18%
31,Net Cash Per Share,0.40,0.41,0.51,0.36,0.51,0.42,0.54,0.49,0.45,0.35
32,Filing Date Shares Outstanding,1691,1678,1678,1678,1678,1678,1678,1678,1678,1678
33,Total Common Shares Outstanding,1691,1678,1678,1678,1678,1678,1678,1678,1678,1678
34,Working Capital,1110,1102,1095,1091,1091,1074,1063,1051,1026,1005
35,Book Value Per Share,0.66,0.66,0.65,0.65,0.65,0.64,0.64,0.63,0.61,0.60
36,Tangible Book Value,1111,1105,1097,1094,1093,1079,1068,1054,1028,1010
37,Tangible Book Value Per Share,0.66,0.66,0.65,0.65,0.65,0.64,0.64,0.63,0.61,0.60
38,Machinery,-,0.54,-,0.54,-,1.17,-,1.24,-,4.06
39,Leasehold Improvements,-,0.67,-,0.67,-,0.67,-,0.65,-,4.03
