,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,52,35,18,24,25,29,19,21,19,19,20,19,23,19,26,27,27,55,79,107,131,Upgrade
1,Market Cap Growth,21.82%,21.82%,-5.56%,15.00%,33.33%,52.78%,-5.26%,8.11%,-16.28%,0%,-22.45%,-27.45%,-17.31%,-65.71%,-67.55%,-74.88%,-79.20%,-47.50%,-24.26%,-5.75%,-15.41%,Upgrade
2,Enterprise Value,51,36,19,26,27,30,20,24,22,25,26,21,24,22,29,33,34,57,81,115,139,Upgrade
3,Last Close Price,0.10,0.07,0.03,0.05,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.10,0.15,0.20,0.25,Upgrade
4,PE Ratio,1884.88,-,-,-,4.06,-28.34,-4.89,-,-,-,-,-,-,7.29,-,6.77,-,-1.41,-,-,-214.84,Upgrade
5,Forward PE,-,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,Upgrade
6,PS Ratio,0.82,0.56,0.25,0.31,0.32,0.45,0.30,0.36,0.30,0.28,0.28,0.27,0.30,0.25,0.30,0.35,0.36,0.70,1.21,1.58,2.74,Upgrade
7,PB Ratio,1.40,0.94,0.48,0.60,0.66,0.75,0.52,0.57,-,0.47,0.44,0.43,-,0.37,0.51,0.53,-,1.15,1.74,2.33,-,Upgrade
8,P/TBV Ratio,0.96,0.96,0.49,0.61,0.67,0.76,0.52,0.58,-,0.48,0.45,0.43,-,0.37,0.52,0.54,-,1.17,1.76,2.37,-,Upgrade
9,P/FCF Ratio,8.92,55.73,56.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,4.14,55.73,56.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,0.81,0.57,0.27,0.33,0.35,0.46,0.31,0.42,0.35,0.37,0.37,0.29,0.33,0.29,0.34,0.44,0.44,0.72,1.23,1.69,2.91,Upgrade
12,EV/EBITDA Ratio,14.92,-,-,-,4.56,-,-7.48,-,-,-,-,-,-,-16.98,-,-,-,25.97,-,-,-33.13,Upgrade
13,EV/EBIT Ratio,-,-,-,-,7.34,-,-3.80,-,-,-,-,-,-,-,-,-,-,-183.15,-,-,-,Upgrade
14,EV/FCF Ratio,8.75,57.02,59.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.14,0.14,0.14,0.19,0.12,0.12,0.19,0.18,-,0.17,0.21,0.21,-,0.19,0.23,0.23,-,0.18,0.30,0.30,-,Upgrade
16,Debt / EBITDA Ratio,1.57,-,-,-,0.22,-,1.06,-,-,-,-,-,-,32.14,-,-,-,0.35,-,-,-,Upgrade
17,Debt / FCF Ratio,0.92,8.51,17.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Asset Turnover,0.65,0.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Inventory Turnover,18.47,11.81,16.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Quick Ratio,0.63,0.63,0.63,1.03,-,0.89,-,0.75,-,0.92,-,0.98,-,1.11,-,1.18,-,1.22,-,1.25,-,Upgrade
21,Current Ratio,0.73,0.73,0.73,1.07,-,0.96,-,0.87,-,0.97,-,1.05,-,1.17,-,1.23,-,1.93,-,2.12,-,Upgrade
22,Return on Equity (ROE),-16.35%,-15.69%,-23.31%,55.88%,0.16%,13.55%,-,-,-26.38%,-23.11%,-,-,25.95%,-20.85%,-,-,52.44%,-35.73%,-,-,Upgrade,
23,Return on Assets (ROA),-10.06%,-9.84%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
24,Return on Capital (ROIC),-15.58%,-14.63%,-7.18%,26.24%,-5.86%,6.07%,-,-,-11.87%,-10.40%,-,-,-2.57%,-7.06%,-,-,24.39%,-16.35%,-,-,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.58%,-,-,-,Upgrade
26,Earnings Yield,0.05%,0.08%,8.78%,17.94%,24.62%,-3.53%,-20.43%,-36.81%,-61.32%,-62.97%,-28.87%,-29.65%,7.74%,13.71%,21.03%,14.76%,-149.31%,-71.10%,-55.93%,-39.51%,-0.47%,Upgrade
27,FCF Yield,11.22%,1.79%,1.77%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.00%,0.87%,0.15%,0.18%,-,1.59%,Upgrade,
29,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.00%,0.87%,0.15%,0.18%,-,1.59%,Upgrade,
