,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,211.91,247.77,278.78,229.93,326.88,265.64,304.07,207.25,195.7,318.7
1,Short-Term Investments,-,-,27.22,24.29,-,106.47,104.53,-,-,44.68
2,Cash & Short-Term Investments,211.91,247.77,306,254.22,326.88,372.11,408.59,207.25,195.7,363.38
3,Cash Growth,-30.75%,-2.54%,-6.39%,-31.68%,-20.00%,79.55%,108.79%,-42.97%,-61.77%,-9.90%
4,Accounts Receivable,413.07,342.54,387.3,423.79,501.59,374.17,530.36,391.43,491.65,405.18
5,Other Receivables,-,48.68,-,27.6,-,22.42,-,10.34,-,-
6,Receivables,413.07,391.22,387.3,451.39,501.59,396.59,530.36,401.77,491.65,405.18
7,Inventory,38.94,56.07,38.23,76.28,48.53,59.2,38.19,32.11,42.71,45.02
8,Prepaid Expenses,-,2.87,-,0.67,-,0.49,2.94,0.96,-,-
9,Other Current Assets,228.97,75.44,97.8,67.29,74.04,62.06,77.96,66.53,96.16,97.18
10,Total Current Assets,892.89,773.37,829.34,849.85,951.04,890.44,1058,708.62,826.21,910.75
11,"Property, Plant & Equipment",218.74,197.87,152.42,130.49,125,115.05,121.26,127.33,133.41,138.05
12,Long-Term Investments,306.78,309.52,366.08,365.96,457.37,326.88,317.58,422.71,292.11,282.42
13,Long-Term Deferred Tax Assets,30.74,31.01,33.67,30.97,29.65,25.41,17.63,11.84,7.24,4.27
14,Other Long-Term Assets,1.47,108.12,129.61,107,1.76,1.82,-,1.84,2.96,2.17
15,Total Assets,1451,1420,1511,1484,1565,1360,1515,1272,1262,1338
16,Accounts Payable,162.15,132.41,151.41,154.54,246.59,112.49,94.31,120.91,159.57,152.16
17,Accrued Expenses,-,14.22,-,32.87,-,36.16,-,35.6,-,47.26
18,Short-Term Debt,167.81,126.91,140.17,183.88,448.21,374.09,543.24,295.24,181.41,244.02
19,Current Portion of Long-Term Debt,200,230,260,256.56,-,-,-,-,-,-
20,Current Portion of Leases,0.03,0.21,0.39,0.36,0.35,0.34,0.57,0.85,0.84,0.82
21,Current Income Taxes Payable,11.06,10.88,21.97,23.4,21.81,22.04,21.96,27.33,28.41,31.36
22,Current Unearned Revenue,1.65,3.62,4.04,2.95,0.24,0.85,0.32,0.4,-,0.39
23,Other Current Liabilities,20.64,19.8,31.12,9.36,78.94,24.02,68.01,15.3,95.81,21.72
24,Total Current Liabilities,563.34,538.04,609.1,663.91,796.14,569.99,728.4,495.63,466.04,497.72
25,Long-Term Debt,80,80,100,20,-,-,-,-,-,-
26,Long-Term Leases,-,-,-,0.21,0.39,0.57,-,0.14,0.57,0.99
27,Long-Term Unearned Revenue,14.42,14.73,14.97,15.2,15.43,15.67,16.2,16.32,16.47,15.59
28,Long-Term Deferred Tax Liabilities,9.3,9.07,12.05,12.1,5.34,6.27,4.25,4.25,9.29,9.13
29,Total Liabilities,667.06,641.85,736.12,711.42,817.3,592.49,748.86,516.34,492.37,523.43
30,Common Stock,1.42,1.42,1.42,1.42,1.29,1.29,1.09,1,1,1
31,Additional Paid-In Capital,298.68,298.68,298.68,298.68,284.96,284.96,260.65,214.26,214.26,214.26
32,Retained Earnings,370.18,364.66,361.61,359.46,347.97,367.56,390.48,427.3,441.02,485.68
33,Comprehensive Income & Other,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3
34,Total Common Equity,783.57,778.05,775,772.85,747.52,767.11,765.51,755.85,769.57,814.23
35,Minority Interest,-,-,-,-,-,-,0.15,0.15,-,-
36,Shareholders' Equity,783.57,778.05,775,772.85,747.52,767.11,765.66,756,769.57,814.23
37,Total Liabilities & Equity,1451,1420,1511,1484,1565,1360,1515,1272,1262,1338
38,Total Debt,447.84,437.12,500.56,461.01,448.95,375,543.81,296.23,182.82,245.84
39,Net Cash (Debt),-235.93,-189.35,-194.55,-206.79,-122.07,-2.9,-135.22,-88.98,12.88,117.54
40,Net Cash Growth,-,-,-,-,-,-,-,-,-87.22%,31.79%
41,Net Cash Per Share,-0.15,-0.12,-0.12,-0.13,-0.08,-0.00,-0.12,-0.08,0.01,0.10
42,Filing Date Shares Outstanding,1626,1626,1626,1626,1478,1478,1232,1120,1120,1120
43,Total Common Shares Outstanding,1626,1626,1626,1626,1478,1478,1232,1120,1120,1120
44,Working Capital,329.54,235.33,220.24,185.94,154.9,320.45,329.64,212.99,360.17,413.03
45,Book Value Per Share,0.48,0.48,0.48,0.48,0.51,0.52,0.62,0.67,0.69,0.73
46,Tangible Book Value,783.57,778.05,775,772.85,747.52,767.11,765.51,755.85,769.57,814.23
47,Tangible Book Value Per Share,0.48,0.48,0.48,0.48,0.51,0.52,0.62,0.67,0.69,0.73
48,Buildings,-,61.15,-,62.99,-,62.99,-,62.99,-,62.99
49,Machinery,-,130.47,-,128.78,-,128.63,-,126.31,-,121.68
50,Construction In Progress,-,81.45,-,7.06,-,1.48,-,0.9,-,0.75
51,Leasehold Improvements,-,15.55,-,15.77,-,15.77,-,15.77,-,15.77
