,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1842,3788,4443,5005,4546,5556,3599,3787,2701,2526,Upgrade
1,Short-Term Investments,1095,788.58,437.09,299.09,246.47,231.49,202.26,170.58,305.2,173.14,Upgrade
2,Trading Asset Securities,-,100,-,90,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,2936,4677,4880,5394,4792,5788,3801,3957,3006,2699,Upgrade
4,Cash Growth,-39.82%,-13.30%,1.82%,-6.80%,26.08%,46.26%,26.46%,46.63%,14.76%,-6.87%,Upgrade
5,Accounts Receivable,8504,7471,8337,7523,8257,7039,7134,6200,5849,5212,Upgrade
6,Other Receivables,106.83,112.81,102.9,102.85,62.31,106.83,35.29,39.78,84.59,75.13,Upgrade
7,Receivables,8611,7584,8440,7626,8319,7146,7169,6240,5933,5287,Upgrade
8,Inventory,154.65,96.18,118.07,99.36,171.83,162.63,154.12,51.19,89.26,54.42,Upgrade
9,Other Current Assets,494.15,588.48,615.44,480.74,545.6,422.93,196.4,145.87,149.83,158.18,Upgrade
10,Total Current Assets,12196,12945,14053,13601,13829,13520,11320,10394,9178,8198,Upgrade
11,"Property, Plant & Equipment",1568,1471,1535,1559,1778,1848,1397,1192,1084,1081,Upgrade
12,Long-Term Investments,2245,1416,1165,654.72,826.87,463.15,322.27,308.98,283.36,290.51,Upgrade
13,Goodwill,843.65,843.65,843.65,843.65,843.65,843.65,982.75,941.22,973.86,973.86,Upgrade
14,Other Intangible Assets,342.27,336.14,292.69,280.77,205.38,192.86,167.96,144.91,130.13,127.38,Upgrade
15,Long-Term Deferred Tax Assets,3.44,2.31,0.93,0.92,3.01,3.01,5.7,5.75,8.18,8.08,Upgrade
16,Other Long-Term Assets,9.69,53.52,51.41,25.63,26.32,32.26,99.83,100.25,84.06,66.18,Upgrade
17,Total Assets,17207,17068,17943,16965,17512,16902,14296,13087,11742,10745,Upgrade
18,Accounts Payable,658.14,644.65,598.91,670.62,644.6,768.35,497.62,611.38,432.29,448.91,Upgrade
19,Accrued Expenses,-,975.15,-,1283,-,1352,-,1023,-,742.98,Upgrade
20,Current Portion of Long-Term Debt,1984,734.77,1172,766.07,2612,917.42,1489,368.13,639.91,1547,Upgrade
21,Current Portion of Leases,126.53,114.66,184.57,180.95,218.52,213.85,188.95,142.32,139.75,125.67,Upgrade
22,Current Income Taxes Payable,127.43,162.82,125.27,154.18,130.26,181.08,96.38,83.37,123.22,83.81,Upgrade
23,Current Unearned Revenue,262.04,254.42,311.79,339.22,359.97,410.88,567.78,329.24,130.95,138.82,Upgrade
24,Other Current Liabilities,942.62,75.74,1121,159.05,1236,142.11,764.83,160.92,544.38,62.57,Upgrade
25,Total Current Liabilities,4100,2962,3513,3553,5201,3986,3604,2718,2010,3150,Upgrade
26,Long-Term Debt,1622,2282,2889,1162,-,1021,1043,1421,2383,927.67,Upgrade
27,Long-Term Leases,71.72,41.02,42,102.53,202.09,235.96,278.8,159.94,134.1,123.73,Upgrade
28,Long-Term Deferred Tax Liabilities,10.16,10.67,11.19,11.72,12.8,13.31,14.42,10.9,10.37,10.29,Upgrade
29,Other Long-Term Liabilities,-,4.97,-,-,-,19.99,-,-,-,-,Upgrade
30,Total Liabilities,5804,5301,6455,4830,5416,5276,4940,4311,4538,4211,Upgrade
31,Common Stock,126.97,133.03,134.8,136.84,138.7,138.7,132,131.96,119.89,116.33,Upgrade
32,Additional Paid-In Capital,4712,5475,5670,6014,6223,6294,4674,4735,3479,3145,Upgrade
33,Retained Earnings,7427,7141,6740,6389,6201,5630,5011,4493,3939,3534,Upgrade
34,Treasury Stock,-1004,-1114,-1157,-538.56,-553.92,-588.74,-530.43,-605.39,-492.99,-470.75,Upgrade
35,Comprehensive Income & Other,117.79,107.76,75.53,108.28,64.33,130.44,47.2,-1.18,97.26,142.95,Upgrade
36,Total Common Equity,11380,11742,11464,12110,12074,11604,9334,8753,7142,6468,Upgrade
37,Minority Interest,23.93,24.3,24.69,25.03,21.96,22.64,22.09,23.32,62.06,66.33,Upgrade
38,Shareholders' Equity,11404,11767,11488,12135,12096,11627,9356,8776,7204,6534,Upgrade
39,Total Liabilities & Equity,17207,17068,17943,16965,17512,16902,14296,13087,11742,10745,Upgrade
40,Total Debt,3803,3173,4287,2212,3033,2388,2999,2092,3297,2724,Upgrade
41,Net Cash (Debt),-866.94,1504,593.01,3182,1760,3400,802.29,1866,-290.8,-25.21,Upgrade
42,Net Cash Growth,-,-52.73%,-66.30%,-6.40%,119.35%,82.24%,-,-,-,-,Upgrade
43,Net Cash Per Share,-0.32,0.54,0.20,1.07,0.58,1.13,0.28,0.64,-0.11,-0.01,Upgrade
44,Filing Date Shares Outstanding,2568,2680,2699,2887,2902,2909,2753,2730,2472,2398,Upgrade
45,Total Common Shares Outstanding,2568,2680,2699,2887,2902,2909,2753,2730,2472,2398,Upgrade
46,Working Capital,8096,9983,10541,10047,8628,9534,7716,7676,7168,5049,Upgrade
47,Book Value Per Share,4.43,4.38,4.25,4.19,4.16,3.99,3.39,3.21,2.89,2.70,Upgrade
48,Tangible Book Value,10194,10563,10327,10985,11025,10567,8183,7667,6038,5366,Upgrade
49,Tangible Book Value Per Share,3.97,3.94,3.83,3.81,3.80,3.63,2.97,2.81,2.44,2.24,Upgrade
50,Buildings,-,893.5,-,893.5,-,893.5,-,619.85,-,626.7,Upgrade
51,Machinery,-,585.52,-,673.03,-,646.18,-,514.25,-,466.51,Upgrade
52,Construction In Progress,-,227.21,-,18.34,-,4.87,-,5.9,-,8.34,Upgrade
53,Leasehold Improvements,-,233.97,-,310.45,-,441.88,-,363.03,-,326.6,Upgrade
