,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1242,1781,2835,2094,2094,2595,3010,4776,4340,7504,2170
1,Market Cap Growth,-14.92%,-14.92%,35.42%,-19.33%,-30.43%,-45.66%,-30.65%,-36.35%,100.03%,-,-
2,Enterprise Value,545,898,2026,1012,1193,1277,1804,3322,3277,6330,1720
3,Last Close Price,0.59,0.84,1.30,0.96,0.91,1.13,1.19,1.88,1.63,2.81,0.78
4,PE Ratio,-,-,-,-,73.75,-,8.90,8.44,7.26,15.96,4.67
5,Forward PE,53.64,10.88,18.81,9.89,6.25,5.77,5.18,6.05,5.75,10.42,-
6,PS Ratio,1.22,1.72,2.44,1.47,1.21,1.38,1.52,2.02,1.67,3.49,1.15
7,PB Ratio,1.02,1.47,2.14,1.48,1.24,1.60,1.49,2.65,2.33,5.37,1.48
8,P/TBV Ratio,1.47,1.47,2.14,1.48,1.24,1.61,1.50,2.67,2.35,5.39,1.49
9,P/FCF Ratio,-,-,-,-,15.80,-,11.89,-,7.44,29.53,7.87
10,P/OCF Ratio,-,-,-,-,11.93,-,9.33,7.38,6.36,20.61,5.68
11,PEG Ratio,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,-
12,EV/Sales Ratio,0.53,0.87,1.74,0.71,0.69,0.68,0.91,1.41,1.26,2.95,0.91
13,EV/EBITDA Ratio,-,-,-,-,46.79,-,5.82,5.65,4.80,12.55,3.41
14,EV/EBIT Ratio,-,-,-,-,-269.70,-,6.34,5.77,4.88,12.87,3.47
15,EV/FCF Ratio,-4.15,-,-,-,9.01,-,7.13,-,5.62,24.91,6.24
16,Debt / Equity Ratio,0.14,0.14,0.12,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,Debt / FCF Ratio,-,-,-,-,0.01,-,0.01,-,0.00,0.01,0.01
18,Return on Capital Employed (ROCE),-,-,-,-,-0.26%,-,14.01%,31.59%,35.96%,35.00%,33.70%
19,Earnings Yield,-11.21%,-7.81%,-5.37%,0.88%,1.36%,3.26%,11.24%,11.85%,13.78%,6.27%,21.42%
20,FCF Yield,-10.57%,-7.37%,-1.94%,6.52%,6.33%,6.91%,8.41%,11.26%,13.43%,3.39%,12.71%
21,Buyback Yield / Dilution,2.02%,2.97%,1.08%,-,-,-,0.16%,0.33%,-8.11%,-17.01%,-
22,Total Shareholder Return,2.02%,2.97%,1.08%,-,-,-,0.16%,0.33%,-8.11%,-17.01%,-
