,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,526.07,435.69,620.34,698.33,826.06,783.13,833.01,1132,1050,908.34
1,Revenue Growth (YoY),-15.20%,-37.61%,-24.90%,-10.83%,-0.83%,-30.82%,-20.69%,24.62%,34.53%,-
2,Cost of Revenue,165.79,145.9,207.73,226.97,253.31,254,272.71,352.56,361.35,303.67
3,Gross Profit,360.29,289.79,412.61,471.37,572.75,529.13,560.3,779.44,688.91,604.67
4,"Selling, General & Admin",305.43,180.01,301.05,212.88,504,210.52,312.15,258,400.71,224.17
5,Research & Development,152.83,185.97,160.02,188.38,169.11,186.72,178.18,134,130.69,116.34
6,Other Operating Expenses,-5.58,-7.66,-17.16,-17.99,-8.36,-19.8,-10.34,-10.91,-9.12,-17.53
7,Operating Expenses,452.68,358.32,443.91,383.28,664.75,377.45,480,381.09,522.28,322.99
8,Operating Income,-92.39,-68.53,-31.29,88.09,-92.01,151.68,80.31,398.35,166.63,281.69
9,Interest Expense,-1.73,-1.28,-0.16,-0.01,-0.03,-0.04,-0.01,-0.06,-0.05,-0.14
10,Interest & Investment Income,12.09,13.39,13.57,7.41,4.36,3.67,4.02,2.18,6.15,3.73
11,Earnings From Equity Investments,-,-,-,-0.34,-0.91,-1.7,-1.73,-1.46,-0.18,0.14
12,Currency Exchange Gain (Loss),0.58,0.06,2.86,3.61,2.55,3.1,-3.76,-30.87,2.13,-0.89
13,Other Non Operating Income (Expenses),-,-0.02,-,-0.03,-0.64,-1.07,-,-,-2,-
14,EBT Excluding Unusual Items,-81.46,-56.38,-15.02,98.73,-86.67,155.64,78.82,368.14,172.68,284.53
15,Gain (Loss) on Sale of Investments,12.2,0.02,-1.55,-0.25,12.62,-4.26,3.3,-13.72,-0.49,-7.29
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,0.38,-,-,-,-
17,Pretax Income,-69.26,-56.36,-16.57,98.48,-74.05,151.75,82.12,354.42,172.19,277.24
18,Income Tax Expense,3.07,0.82,64.37,0.41,-1.09,6.56,-48.18,14.01,9.08,11.73
19,Net Income,-72.33,-57.18,-80.94,98.07,-72.96,145.19,130.29,340.4,163.12,265.51
20,Net Income to Common,-72.33,-57.18,-80.94,98.07,-72.96,145.19,130.29,340.4,163.12,265.51
21,Net Income Growth,-,-,-,-32.45%,-,-57.35%,-20.12%,28.21%,8.73%,-
22,Shares Outstanding (Basic),2116,2157,2181,2181,2181,2181,2181,2184,2188,2020
23,Shares Outstanding (Diluted),2116,2157,2181,2181,2181,2181,2181,2184,2188,2020
24,Shares Change (YoY),-2.97%,-1.08%,-,-,-,-0.16%,-0.33%,8.11%,17.01%,-
25,EPS (Basic),-0.03,-0.03,-0.04,0.04,-0.03,0.07,0.06,0.16,0.07,0.13
26,EPS (Diluted),-0.03,-0.03,-0.04,0.04,-0.03,0.07,0.06,0.16,0.07,0.13
27,EPS Growth,-,-,-,-32.45%,-,-57.28%,-19.86%,18.59%,-7.07%,-
28,Free Cash Flow,-117.98,-4.23,-45.69,171.94,-54.74,207.91,-1.76,448.9,41.97,189.62
29,Free Cash Flow Per Share,-0.06,-0.00,-0.02,0.08,-0.03,0.10,-0.00,0.21,0.02,0.09
30,Operating Margin,-17.56%,-15.73%,-5.04%,12.61%,-11.14%,19.37%,9.64%,35.19%,15.87%,31.01%
31,Profit Margin,-13.75%,-13.12%,-13.05%,14.04%,-8.83%,18.54%,15.64%,30.07%,15.53%,29.23%
32,Free Cash Flow Margin,-22.43%,-0.97%,-7.37%,24.62%,-6.63%,26.55%,-0.21%,39.66%,4.00%,20.88%
33,EBITDA,-79.3,-56.9,-16.96,100.56,-78,164.58,87.9,400.67,173.7,286.19
34,D&A For EBITDA,13.09,11.63,14.33,12.47,14,12.9,7.6,2.32,7.07,4.5
35,EBIT,-92.39,-68.53,-31.29,88.09,-92.01,151.68,80.31,398.35,166.63,281.69
