,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,452.7,396.22,499.44,403.94,383.16,752.26,774.24,1093,750.89,893.4
1,Short-Term Investments,193.92,171.66,96.1,137.46,177.91,25.44,87.57,12.46,13.13,19.84
2,Trading Asset Securities,164.89,381.39,194.55,404.74,208.03,297.06,141.97,120.14,206.39,138.69
3,Cash & Short-Term Investments,811.51,949.27,790.08,946.14,769.09,1075,1004,1226,970.4,1052
4,Cash Growth,2.71%,0.33%,2.73%,-11.97%,-23.38%,-12.33%,3.44%,16.54%,148.20%,-
5,Accounts Receivable,68.59,58.33,96.27,73.34,130.02,96.01,141.84,137.67,289.32,179.21
6,Other Receivables,15.78,16.87,17.44,18.32,-,54.78,20.5,16.8,11.02,8.69
7,Receivables,84.37,75.2,113.71,91.66,130.02,150.79,162.34,154.47,300.34,187.9
8,Inventory,-,-,-,-,0.63,0.75,-,-,-,-
9,Restricted Cash,0.16,5.52,-,-,-,-,-,-,-,-
10,Other Current Assets,13.29,17.82,8.83,19.45,5.35,15.14,25.95,23.35,26.27,25.19
11,Total Current Assets,909.32,1048,912.62,1057,905.09,1241,1192,1404,1297,1265
12,"Property, Plant & Equipment",238.21,250.62,263.05,275.53,281.18,287.28,293.31,271.59,243.61,210.6
13,Long-Term Investments,213.39,154.34,253.75,200.67,203.17,159.65,64.7,29.51,11.04,3.22
14,Other Intangible Assets,2.49,2.05,2.55,4.05,5.83,16.6,14.02,10.4,4.49,7.93
15,Long-Term Deferred Tax Assets,5.81,8.88,9.67,72.68,73.09,72,70.05,48.59,32.46,21.62
16,Other Long-Term Assets,7.92,1.92,2.34,2.99,2.8,29.75,28.8,28.35,28.35,2.84
17,Total Assets,1377,1466,1444,1613,1471,1807,1663,1792,1617,1511
18,Accounts Payable,34.81,31.46,32.31,17.23,24.8,19,28.31,19.96,59.17,14.29
19,Accrued Expenses,21.88,55.22,17.49,56.53,19.86,70.72,49.6,76.67,48.54,62.81
20,Short-Term Debt,162.91,147.42,39.44,-,-,-,-,-,-,-
21,Current Portion of Leases,0.48,0.47,0.93,0.91,0.57,1.12,1.15,1.17,1.74,2.59
22,Current Income Taxes Payable,1.42,1.41,1.45,0.02,0.02,0.02,4.62,48.19,15.07,13.83
23,Current Unearned Revenue,19.33,16.11,28.4,24.99,21.2,33.14,37.18,28.92,44.67,44.16
24,Other Current Liabilities,3.1,3.66,3.51,6.3,13.94,27.37,26.89,46.32,166.95,57.97
25,Total Current Liabilities,243.92,255.73,123.52,105.97,80.39,151.36,147.74,221.23,336.15,195.66
26,Long-Term Leases,-,-,0.48,0.47,-,-,0.51,-,-,-
27,Long-Term Unearned Revenue,5.06,6.32,7.58,9.8,5.27,8.96,13.32,4.53,6.75,8.72
28,Total Liabilities,248.97,262.05,131.57,116.23,85.66,160.32,161.57,225.76,342.9,204.38
29,Common Stock,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16
30,Additional Paid-In Capital,19.64,19.64,19.64,49.13,49.13,92.19,92.19,208.3,222.74,426.08
31,Retained Earnings,953.83,1026,1083,1253,1155,1409,1263,1232,891.38,728.27
32,Comprehensive Income & Other,154.54,157.61,209.28,194.63,181.25,145.39,145.55,126.18,159.79,152.33
33,Shareholders' Equity,1128,1204,1312,1497,1385,1646,1501,1566,1274,1307
34,Total Liabilities & Equity,1377,1466,1444,1613,1471,1807,1663,1792,1617,1511
35,Total Debt,163.38,147.88,40.85,1.37,0.57,1.12,1.66,1.17,1.74,2.59
36,Net Cash (Debt),648.12,801.39,749.24,944.77,768.53,1074,1002,1225,968.67,1049
37,Net Cash Growth,-13.50%,-15.18%,-2.51%,-12.00%,-23.31%,-12.34%,3.45%,16.72%,151.80%,-
38,Net Cash Per Share,0.31,0.37,0.34,0.43,0.35,0.49,0.46,0.56,0.44,0.52
39,Filing Date Shares Outstanding,2105,2121,2181,2181,2181,2181,2181,2181,2188,2192
40,Total Common Shares Outstanding,2105,2121,2181,2181,2181,2181,2181,2181,2188,2192
41,Working Capital,665.41,792.08,789.11,951.29,824.7,1090,1044,1183,960.87,1069
42,Book Value Per Share,0.54,0.57,0.60,0.69,0.64,0.75,0.69,0.72,0.58,0.60
43,Tangible Book Value,1126,1202,1310,1493,1380,1630,1487,1556,1270,1299
44,Tangible Book Value Per Share,0.53,0.57,0.60,0.68,0.63,0.75,0.68,0.71,0.58,0.59
45,Buildings,-,235.5,-,235.32,-,225.14,-,-,-,-
46,Machinery,-,93.11,-,93.79,-,90.59,-,30.9,-,27.01
47,Construction In Progress,-,-,-,-,-,-,-,252.33,-,188.23
48,Leasehold Improvements,-,0.28,-,0.28,-,0.28,-,5.6,-,5.32
