,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2257,2342,1750,1534,3854,3985,2996,3171,2833,1284
1,Short-Term Investments,-,-,-,-,-,-,30,30,95.54,-
2,Trading Asset Securities,4.67,4.26,5.95,15.59,19.25,-,-,-,-,-
3,Cash & Short-Term Investments,2261,2346,1756,1550,3874,3985,3026,3201,2928,1284
4,Cash Growth,28.77%,51.34%,-54.67%,-61.11%,28.01%,24.51%,3.34%,149.34%,146.68%,6.27%
5,Accounts Receivable,2353,2182,2200,1772,1270,788.32,683.32,458.63,477.92,342.01
6,Other Receivables,-,-,-,-,-,1,0.89,1.6,3.66,0.4
7,Receivables,2353,2182,2200,1772,1270,789.32,684.21,460.23,481.59,342.41
8,Inventory,3.27,3.19,3.9,2.99,3.46,3.55,1.25,-,-,-
9,Restricted Cash,36.54,38.17,16.36,29.29,9.61,11.12,7.42,6.87,1.24,43
10,Other Current Assets,890.24,888.78,1412,1526,637.82,539.61,303.72,263.09,26.66,138.88
11,Total Current Assets,5544,5457,5388,4880,5794,5329,4023,3931,3438,1808
12,"Property, Plant & Equipment",108.63,123.42,131.97,129.71,112.73,112.26,89.9,86.2,71.44,62.43
13,Long-Term Investments,315,362.66,360.37,384.44,-,-,150,-,-,-
14,Goodwill,1488,1488,1488,1455,1455,1344,706.66,470.95,470.95,431.13
15,Other Intangible Assets,308.66,318.49,338.64,354.2,370.7,371.69,210.22,91.05,130.87,100.6
16,Long-Term Deferred Tax Assets,101.63,83.32,89.4,68.13,54.79,38.2,32.48,20.62,17.46,11.83
17,Long-Term Deferred Charges,39.22,38.01,13.95,10.89,14.77,12.66,-,-,-,-
18,Other Long-Term Assets,923.37,957.71,701.18,761.14,55.61,59.34,54.84,67.57,57.83,64.18
19,Total Assets,8829,8829,8512,8043,7857,7266,5267,4667,4186,2478
20,Accounts Payable,1276,1150,1145,1002,901.26,586.36,524.87,362.85,369.28,284.59
21,Accrued Expenses,1171,1189,1106,988.74,978.11,874.78,668.63,613.96,452.65,472.03
22,Short-Term Debt,-,-,-,-,-,1.4,-,-,-,-
23,Current Portion of Long-Term Debt,37.28,40.77,33.65,28.11,24.1,-,-,-,-,-
24,Current Portion of Leases,10.17,10.85,10.36,11.22,8.99,11.25,11.51,13.83,13.02,7.97
25,Current Income Taxes Payable,111.53,103.97,96.75,104.93,121.17,135.07,109.74,124.87,70.47,70.1
26,Current Unearned Revenue,763.3,870.34,843.12,669.19,613.38,597.35,485.41,387.83,390.6,334.32
27,Other Current Liabilities,30.48,146.46,12.18,239.39,198.59,231.57,185.53,79.36,21.58,18.16
28,Total Current Liabilities,3399,3512,3247,3044,2846,2438,1986,1583,1318,1187
29,Long-Term Debt,0.98,4.18,36.12,48.06,4.79,-,-,-,-,-
30,Long-Term Leases,3.75,7.95,9.75,14.94,6.22,9.18,10.36,15.51,18.21,13.22
31,Long-Term Deferred Tax Liabilities,78.63,82.45,91.97,90.57,106.95,107.01,68.13,46.6,58.72,48.52
32,Other Long-Term Liabilities,-,9.32,10.5,13.17,15.92,20.79,5.29,4.93,9.53,1.27
33,Total Liabilities,3483,3616,3396,3210,2979,2575,2069,1650,1404,1250
34,Common Stock,15.48,15.48,15.48,15.48,15.51,15.52,14.83,14.83,14.83,13.61
35,Additional Paid-In Capital,2503,2647,2798,2798,2934,3132,2056,2173,2278,850.58
36,Retained Earnings,2593,2328,2134,1893,1790,1413,1079,796.11,470.27,374.52
37,Treasury Stock,-26.32,-6.14,-,-,-9.79,-5.71,-,-,-,-
38,Comprehensive Income & Other,-111,-111,-111,-111,-111,-111,-90.8,-90.8,-90.8,-90.8
39,Total Common Equity,4974,4873,4836,4596,4619,4444,3059,2893,2672,1148
40,Minority Interest,372.13,340.57,279.94,236.71,258.93,247.93,138.01,124,110.35,80.03
41,Shareholders' Equity,5346,5214,5116,4833,4878,4692,3197,3017,2782,1228
