,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,3371,3354,3184,3114,3163,2644,2059,1775,1345,1170
1,Revenue Growth (YoY),5.88%,7.71%,0.66%,17.75%,53.64%,49.00%,53.07%,51.68%,90.01%,83.61%
2,Cost of Revenue,2654,2744,2540,2633,2350,1961,1442,1208,932.43,825.01
3,Gross Profit,716.76,609.76,643.25,480.4,812.89,683.52,616.34,567.01,412.5,344.99
4,"Selling, General & Admin",241.27,322.65,243.84,297.08,266.07,259.45,203.8,173.49,158.92,152.66
5,Operating Expenses,309.25,297.86,308,378.81,308.72,279.72,239.68,203.92,158.92,152.66
6,Operating Income,407.51,311.89,335.26,101.58,504.16,403.8,376.67,363.09,253.59,192.32
7,Interest Expense,-1.61,-2.43,-3.44,-2.1,-1.91,-1.95,-1.54,-0.75,-0.75,-0.61
8,Interest & Investment Income,13.95,23.81,9.84,4.77,15.59,27.01,12.64,17.32,10.2,10.87
9,Currency Exchange Gain (Loss),-4.11,-3.19,0.16,-1.45,-9.36,-8.43,-9.18,-89.64,7.7,8.36
10,Other Non Operating Income (Expenses),12.89,-18.53,53.07,-3.73,17.77,11.07,21.69,15,15.29,6.39
11,EBT Excluding Unusual Items,428.63,311.56,394.89,99.07,526.26,431.51,400.28,305.02,286.01,217.33
12,Merger & Restructuring Charges,-,-,-,-,-0.46,-1.37,-0.3,-,-0.28,-
13,Gain (Loss) on Sale of Investments,-14.71,0.61,-33.71,75.2,39.84,28.7,25.79,24.17,-17.71,-11.7
14,Gain (Loss) on Sale of Assets,-0.34,0.21,-0.05,-0.01,-0.16,0.02,0.03,0.2,-0.39,-0.1
15,Asset Writedown,4.3,-10.37,17.62,1.42,-0.2,6.83,-0.07,0.51,0.6,2.62
16,Pretax Income,417.89,302,378.74,175.68,565.27,465.69,425.73,329.89,268.23,208.15
17,Income Tax Expense,92.53,65.26,85.51,37.17,127.89,95.18,103.7,87.27,68.23,49.65
18,Earnings From Continuing Operations,325.36,236.74,293.23,138.51,437.38,370.5,322.03,242.62,200,158.5
19,Minority Interest in Earnings,-60.31,-42.7,-52.8,-35.78,-60.01,-36.46,-39.06,-23.42,-28.82,-25.15
20,Net Income,265.05,194.04,240.44,102.74,377.38,334.05,282.97,219.2,171.17,133.35
21,Net Income to Common,265.05,194.04,240.44,102.74,377.38,334.05,282.97,219.2,171.17,133.35
22,Net Income Growth,10.24%,88.87%,-36.29%,-69.25%,33.36%,52.40%,65.31%,64.38%,89.14%,124.70%
23,Shares Outstanding (Basic),1737,1749,1749,1749,1752,1698,1670,1671,1547,1536
24,Shares Outstanding (Diluted),1737,1749,1749,1749,1752,1698,1670,1671,1547,1536
25,Shares Change (YoY),-0.67%,-0.01%,-0.16%,3.01%,4.89%,1.62%,7.95%,8.76%,0.84%,33.46%
26,EPS (Basic),0.15,0.11,0.14,0.06,0.22,0.20,0.17,0.13,0.11,0.09
27,EPS (Diluted),0.15,0.11,0.14,0.06,0.22,0.20,0.17,0.13,0.11,0.09
28,EPS Growth,10.99%,88.89%,-36.18%,-70.14%,27.15%,49.96%,53.14%,51.14%,87.57%,68.37%
29,Free Cash Flow,91.6,791.72,82.45,-1176,121.03,407.71,392.66,442.54,235.28,362.48
30,Free Cash Flow Per Share,0.05,0.45,0.05,-0.67,0.07,0.24,0.24,0.26,0.15,0.24
31,Dividend Per Share,0.078,0.082,0.042,0.046,0.063,-,-,-,-,-
32,Dividend Growth,87.49%,79.38%,-34.08%,-,-,-,-,-,-,-
33,Operating Margin,12.09%,9.30%,10.53%,3.26%,15.94%,15.27%,18.30%,20.46%,18.85%,16.44%
34,Profit Margin,7.86%,5.79%,7.55%,3.30%,11.93%,12.63%,13.75%,12.35%,12.73%,11.40%
35,Free Cash Flow Margin,2.72%,23.61%,2.59%,-37.76%,3.83%,15.42%,19.07%,24.94%,17.49%,30.98%
36,EBITDA,456.66,367.11,376.87,137.92,549.49,438.85,406.77,414.22,269.81,201.05
37,D&A For EBITDA,49.15,55.21,41.61,36.34,45.32,35.05,30.1,51.13,16.23,8.72
38,EBIT,407.51,311.89,335.26,101.58,504.16,403.8,376.67,363.09,253.59,192.32
