,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,4010,2714,2529,5335,7679,17514,21181,32205,28430,20011,8112
1,Market Cap Growth,-49.12%,-49.12%,-67.07%,-69.54%,-63.74%,-45.62%,-25.50%,60.93%,250.46%,279.73%,203.83%
2,Enterprise Value,2036,575,1031,3966,3497,12953,17734,28586,25373,18560,6813
3,Last Close Price,2.32,1.47,1.29,2.51,3.62,8.11,9.66,15.42,13.55,9.54,4.19
4,PE Ratio,8.20,5.50,5.28,14.39,14.15,21.02,27.97,53.33,61.32,59.90,32.40
5,Forward PE,7.78,5.55,5.48,5.37,7.60,15.35,19.38,37.58,42.70,41.21,24.19
6,PS Ratio,0.56,0.38,0.35,0.78,1.08,2.57,3.67,6.99,7.67,7.25,3.86
7,PB Ratio,0.75,0.47,0.44,0.97,1.41,3.07,3.68,8.38,7.93,6.56,5.91
8,P/TBV Ratio,0.80,0.80,0.75,1.64,2.44,5.35,6.32,12.50,10.27,8.81,11.77
9,P/FCF Ratio,4.23,2.86,2.63,-4.52,-,28.28,21.56,32.06,35.32,30.51,15.19
10,P/OCF Ratio,2.76,2.76,2.51,-4.68,-,27.38,20.62,29.94,33.76,29.12,14.26
11,PEG Ratio,0.78,0.33,0.33,0.33,0.43,0.41,0.40,0.75,0.82,0.94,-
12,EV/Sales Ratio,0.28,0.08,0.14,0.58,0.49,1.90,3.07,6.20,6.85,6.73,3.24
13,EV/EBITDA Ratio,2.30,0.65,1.26,7.13,4.50,11.19,17.08,28.95,31.23,35.93,18.98
14,EV/EBIT Ratio,2.63,0.74,1.45,8.40,5.11,12.18,18.51,32.13,34.65,37.94,19.72
15,EV/FCF Ratio,2.15,0.61,1.07,-3.36,-,20.91,18.05,28.46,31.52,28.30,12.76
16,Debt / Equity Ratio,0.01,0.01,0.01,0.02,0.02,0.01,0.00,0.01,0.01,0.01,0.02
17,Debt / FCF Ratio,0.06,0.06,0.07,-0.08,-,0.08,0.03,0.03,0.04,0.05,0.04
18,Return on Capital Employed (ROCE),13.25%,13.25%,12.17%,8.30%,12.12%,18.12%,16.16%,22.55%,19.99%,15.54%,23.93%
19,Earnings Yield,12.30%,18.17%,18.93%,6.95%,7.07%,4.76%,3.58%,1.88%,1.63%,1.67%,3.09%
20,FCF Yield,23.67%,34.97%,38.09%,-22.14%,-15.53%,3.54%,4.64%,3.12%,2.83%,3.28%,6.58%
21,Dividend Yield,7.56%,11.75%,10.61%,3.76%,3.40%,0.91%,-,-,-,-,-
22,Buyback Yield / Dilution,0.34%,0.67%,0.01%,0.16%,-3.01%,-4.89%,-1.62%,-7.95%,-8.76%,-0.84%,-33.46%
23,Total Shareholder Return,7.90%,12.42%,10.62%,3.92%,0.39%,-3.98%,-1.62%,-7.95%,-8.76%,-0.84%,-33.46%
