,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Revenue,573.15,451.71,444.98,457.28,251.5,193.16,343.34,392.91,515.9,573.9,Upgrade
1,Revenue Growth (YoY),28.80%,-1.22%,76.93%,136.73%,-26.75%,-50.84%,-33.45%,-31.54%,23.00%,93.72%,Upgrade
2,Cost of Revenue,533.78,410.08,410.03,409.81,227.63,188.31,323.96,368.85,478.63,539.87,Upgrade
3,Gross Profit,39.37,41.63,34.95,47.47,23.88,4.85,19.38,24.06,37.27,34.03,Upgrade
4,"Selling, General & Admin",29.47,25.93,27.46,28.66,23.96,17.15,28.12,26.88,26.84,28.01,Upgrade
5,Operating Expenses,29.47,26.13,27.46,29.97,24,19.03,28.12,27.76,26.84,29.01,Upgrade
6,Operating Income,9.9,15.51,7.49,17.5,-0.13,-14.18,-8.74,-3.7,10.43,5.02,Upgrade
7,Interest Expense,-6.16,-6.38,-5.27,-4.68,-1.65,-1.27,-2.07,-2.05,-2.96,-5.4,Upgrade
8,Interest & Investment Income,0.8,0.96,0.37,4.67,0,-,0,0,0.02,0.04,Upgrade
9,Earnings From Equity Investments,-0.14,0.31,0.22,0.82,0.7,1.13,0.39,0.44,1.09,1.19,Upgrade
10,Other Non Operating Income (Expenses),0.4,0.07,1.41,-0.2,0.6,-,1.04,0.38,1.23,-0.49,Upgrade
11,EBT Excluding Unusual Items,4.81,10.46,4.21,18.1,-0.48,-14.32,-9.37,-4.93,9.82,0.36,Upgrade
12,Gain (Loss) on Sale of Investments,-,-2.55,-,-6.43,-,1.85,-,-,-,0.23,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,0,-,-,-,-,-,-,Upgrade
14,Other Unusual Items,-,1.25,0.12,0.97,2.02,0.84,-,2.36,5.55,-,Upgrade
15,Pretax Income,4.81,9.17,4.34,12.65,1.54,-11.45,-9.37,-2.57,15.37,0.96,Upgrade
16,Income Tax Expense,1.04,1.9,0.91,2.6,0.03,-2.58,-0.08,-0.48,1.75,0.2,Upgrade
17,Net Income,3.77,7.27,3.42,10.05,1.51,-8.87,-9.29,-2.08,13.62,0.76,Upgrade
18,Net Income to Common,3.77,7.27,3.42,10.05,1.51,-8.87,-9.29,-2.08,13.62,0.76,Upgrade
19,Net Income Growth,10.02%,-27.63%,126.17%,-,-,-,-,-,19.42%,-,Upgrade
20,Shares Outstanding (Basic),1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,Upgrade
21,Shares Outstanding (Diluted),1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,Upgrade
22,Shares Change (YoY),-,-,-,-,-,-,-,-,-,0.01%,Upgrade
23,EPS (Basic),0.00,0.01,0.00,0.01,0.00,-0.01,-0.01,-0.00,0.01,0.00,Upgrade
24,EPS (Diluted),0.00,0.01,0.00,0.01,0.00,-0.01,-0.01,-0.00,0.01,0.00,Upgrade
25,EPS Growth,9.53%,-27.52%,126.26%,-,-,-,-,-,19.01%,-,Upgrade
26,Free Cash Flow,-20.25,2.86,-32.54,43.48,-54.47,17.24,-26.4,36.19,38.78,63.34,Upgrade
27,Free Cash Flow Per Share,-0.02,0.00,-0.03,0.04,-0.05,0.02,-0.03,0.04,0.04,0.06,Upgrade
28,Dividend Per Share,-,-,-,-,-,-,-,0.003,0.004,0.003,Upgrade
29,Dividend Growth,-,-,-,-,-,-,-,0%,16.67%,-,Upgrade
30,Operating Margin,1.73%,3.43%,1.68%,3.83%,-0.05%,-7.34%,-2.55%,-0.94%,2.02%,0.87%,Upgrade
31,Profit Margin,0.66%,1.61%,0.77%,2.20%,0.60%,-4.59%,-2.71%,-0.53%,2.64%,0.13%,Upgrade
32,Free Cash Flow Margin,-3.53%,0.63%,-7.31%,9.51%,-21.66%,8.93%,-7.69%,9.21%,7.52%,11.04%,Upgrade
33,EBITDA,10.02,15.54,7.68,17.68,0.06,-15.35,-7.19,-2.47,12.28,5.55,Upgrade
34,D&A For EBITDA,0.11,0.04,0.19,0.19,0.19,-1.17,1.54,1.24,1.85,0.53,Upgrade
35,EBIT,9.9,15.51,7.49,17.5,-0.13,-14.18,-8.74,-3.7,10.43,5.02,Upgrade
