,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1841,1350,1227,1473,2735,2988,2853,2200,1372,1939
1,Revenue Growth (YoY),50.06%,-8.36%,-55.15%,-50.69%,-4.11%,35.82%,107.98%,13.43%,-61.00%,-51.73%
2,Cost of Revenue,1771,1263,1140,1338,2526,2717,2629,2046,1246,1748
3,Gross Profit,69.61,87.28,86.77,134.85,208.9,271,223.63,153.38,125.58,191.26
4,"Selling, General & Admin",102.04,101.35,83.02,92.02,120.95,165.75,147.76,117.27,104.07,135.17
5,Other Operating Expenses,0.07,-0.01,-0.22,-0.16,0.15,-1.04,-0.04,-,-,-
6,Operating Expenses,102.11,100.91,82.8,91.86,121.1,164.6,147.72,117.27,103.96,135.17
7,Operating Income,-32.51,-13.63,3.97,42.99,87.79,106.4,75.91,36.12,21.62,56.09
8,Interest Expense,-0.05,-0.06,-0.59,-0.85,-0.79,-1.09,-1.54,-0.58,-3.39,-6.27
9,Interest & Investment Income,17.79,27.6,7.69,6.05,14,13.08,8.08,4.62,3.63,5.34
10,Currency Exchange Gain (Loss),0.83,18.01,19.66,23.73,-,-,-,-,-,-
11,Other Non Operating Income (Expenses),12.28,-2.5,-41.81,-17.28,12.06,9.03,10.02,12.53,3.6,-2.74
12,EBT Excluding Unusual Items,-1.66,29.42,-11.08,54.64,113.06,127.42,92.47,52.68,25.47,52.42
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,1.11
14,Gain (Loss) on Sale of Assets,-,-,-,-0.08,0.08,-,-,-,-,-
15,Pretax Income,-1.66,29.42,-11.08,54.57,113.14,127.42,92.47,52.68,25.47,53.53
16,Income Tax Expense,-8.63,8.92,-3.66,19.51,-20.83,31.75,21.65,14.74,8.9,16.69
17,Earnings From Continuing Operations,6.97,20.5,-7.42,35.05,133.97,95.66,70.83,37.95,16.57,36.84
18,Earnings From Discontinued Operations,-,-,-,-,-,-,33.22,106.32,-154.52,-
19,Net Income to Company,6.97,20.5,-7.42,35.05,133.97,95.66,104.05,144.27,-137.95,36.84
20,Minority Interest in Earnings,-,-,-,-,-,-,-6.5,-30.6,49.42,2.49
21,Net Income,6.97,20.5,-7.42,35.05,133.97,95.66,97.55,113.67,-88.53,39.33
22,Net Income to Common,6.97,20.5,-7.42,35.05,133.97,95.66,97.55,113.67,-88.53,39.33
23,Net Income Growth,-,-41.50%,-,-63.36%,37.33%,-15.84%,-,189.06%,-,-58.02%
24,Shares Outstanding (Basic),2097,2097,2097,2112,2082,2097,2097,2097,2097,2097
25,Shares Outstanding (Diluted),2097,2097,2097,2112,2082,2097,2097,2097,2097,2097
26,Shares Change (YoY),0.02%,-0.71%,0.72%,0.74%,-0.73%,0.01%,-,-0.00%,0.61%,-0.00%
27,EPS (Basic),0.00,0.01,-0.00,0.02,0.06,0.05,0.05,0.05,-0.04,0.02
28,EPS (Diluted),0.00,0.01,-0.00,0.02,0.06,0.05,0.05,0.05,-0.04,0.02
29,EPS Growth,-,-41.41%,-,-63.72%,38.42%,-15.83%,-,188.99%,-,-58.01%
30,Free Cash Flow,218.2,184.57,-238.28,36.93,-77.14,98.85,262.52,180.66,970.12,-206.87
31,Free Cash Flow Per Share,0.10,0.09,-0.11,0.02,-0.04,0.05,0.13,0.09,0.46,-0.10
32,Operating Margin,-1.77%,-1.01%,0.32%,2.92%,3.21%,3.56%,2.66%,1.64%,1.58%,2.89%
33,Profit Margin,0.38%,1.52%,-0.60%,2.38%,4.90%,3.20%,3.42%,5.17%,-6.45%,2.03%
34,Free Cash Flow Margin,11.85%,13.67%,-19.42%,2.51%,-2.82%,3.31%,9.20%,8.21%,70.73%,-10.67%
35,EBITDA,12.04,12.14,55.53,81.02,114.51,143.3,174.75,131.55,95.4,118.92
36,D&A For EBITDA,44.54,25.77,51.56,38.03,26.71,36.9,98.84,95.44,73.78,62.84
37,EBIT,-32.51,-13.63,3.97,42.99,87.79,106.4,75.91,36.12,21.62,56.09
