,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,36.29,23.18,690.8,278.97,1016,1053,821.49,416.73,304.34,101.05
1,Short-Term Investments,-,55.12,-,743.69,19,64.93,40,82.33,-,88.22
2,Cash & Short-Term Investments,36.29,78.3,690.8,1023,1035,1118,861.49,499.06,304.34,189.27
3,Cash Growth,-94.75%,-92.34%,-33.25%,-8.56%,20.12%,124.10%,183.07%,163.68%,-54.65%,-51.20%
4,Accounts Receivable,660.47,542.42,898.11,730.87,884.14,824.74,967.49,1013,856.63,1862
5,Receivables,660.47,542.42,898.11,730.87,884.14,824.74,967.49,1013,856.63,1862
6,Inventory,205.46,200.64,125.3,135.13,195.97,405.65,306.2,608.52,127.15,229.45
7,Prepaid Expenses,96.66,-,70.67,-,56.27,-,-,-,-,-
8,Other Current Assets,841.12,898.02,0.62,16.09,-,5.03,244.98,1.11,66.92,5.44
9,Total Current Assets,1840,1719,1786,1905,2171,2354,2380,2121,1355,2286
10,"Property, Plant & Equipment",746.19,752.06,755.21,613.01,474.01,475.1,378.95,940.8,940.73,878.67
11,Long-Term Investments,19,19,19,19,-,19,-,-,-,-
12,Goodwill,3.01,3.01,3.01,3.01,-,-,-,-,-,-
13,Other Intangible Assets,12.98,12.5,15.69,16.26,3.53,4.52,5.06,6.48,5.03,5.89
14,Long-Term Deferred Tax Assets,8.47,8.48,11.14,11.77,23.28,21.9,23.49,43.32,26.08,21.21
15,Other Long-Term Assets,243.73,17.45,7.36,12.39,12.26,12.76,8.46,2.78,13.03,11.63
16,Total Assets,2873,2532,2597,2580,2684,2887,2796,3115,2340,3204
17,Accounts Payable,1220,1050,1065,1073,1287,1478,1480,1391,751.63,815.7
18,Accrued Expenses,-,86.2,-,99.27,-,136.97,-,237.33,-,171.36
19,Short-Term Debt,-,3.16,-,-,67,52.22,102,170,231.28,1008
20,Current Portion of Long-Term Debt,-,-,-,2.82,-,24,24,8.42,9.13,8.96
21,Current Portion of Leases,-,0.34,-,0.53,7.76,2.92,6.9,13.64,9.44,9.26
22,Current Income Taxes Payable,23.16,41.47,33.99,42.91,24.74,54.64,49.51,42.52,34.37,39.22
23,Current Unearned Revenue,-,50.91,-,56.82,-,79.99,-,82.16,-,27.54
24,Other Current Liabilities,595.63,277.83,490.9,229.41,299.36,209.62,336.87,328.25,610.71,325.51
25,Total Current Liabilities,1839,1510,1590,1504,1685,2038,1999,2274,1647,2406
26,Long-Term Debt,-,-,-,59.51,20.3,2,43.29,48.79,41.17,24.5
27,Long-Term Leases,-,0.23,-,0.56,-,0.22,-,-,4.89,8.77
28,Long-Term Unearned Revenue,17.98,10.93,21.32,13.7,20.66,15.22,17.05,26.75,23.57,13.4
29,Long-Term Deferred Tax Liabilities,1.47,1.47,1.87,1.87,-,-,-,15.06,16.84,6.3
30,Total Liabilities,1858,1522,1614,1580,1726,2056,2060,2364,1733,2459
31,Common Stock,172.13,172.13,172.13,172.13,172.13,172.13,172.12,172.12,172.12,172.12
32,Additional Paid-In Capital,247.39,247.39,247.39,247.39,247.39,247.39,247.24,247.24,247.24,247.24
33,Retained Earnings,694.27,687.29,666.79,674.21,631.28,497.31,401.65,304.1,190.42,278.95
34,Comprehensive Income & Other,-98.59,-97.37,-102.92,-93.56,-92.82,-85.34,-84.48,-84.39,-83.73,-83.87
35,Total Common Equity,1015,1009,983.39,1000,957.99,831.5,736.53,639.07,526.05,614.44
36,Minority Interest,-,-,-,-,-,-,-,111.44,80.84,130.26
37,Shareholders' Equity,1015,1009,983.39,1000,957.99,831.5,736.53,750.5,606.89,744.7
38,Total Liabilities & Equity,2873,2532,2597,2580,2684,2887,2796,3115,2340,3204
39,Total Debt,-,3.73,-,63.42,95.06,81.36,176.2,240.85,295.92,1060
40,Net Cash (Debt),36.29,74.57,690.8,959.25,939.8,1037,685.29,258.2,8.42,-870.61
41,Net Cash Growth,-94.75%,-92.23%,-26.49%,-7.50%,37.14%,301.63%,8037.87%,-,-,-
42,Net Cash Per Share,0.02,0.04,0.33,0.45,0.45,0.49,0.33,0.12,0.00,-0.42
43,Filing Date Shares Outstanding,2097,2097,2097,2097,2097,2097,2097,2114,2114,2114
44,Total Common Shares Outstanding,2097,2097,2097,2097,2097,2097,2097,2114,2114,2114
45,Working Capital,1.26,209.58,195.18,400.37,485.87,315.67,380.9,-152.28,-291.52,-119.72
46,Book Value Per Share,0.48,0.48,0.47,0.48,0.46,0.40,0.35,0.30,0.25,0.29
47,Tangible Book Value,999.2,993.94,964.7,980.89,954.46,826.98,731.46,632.59,521.02,608.56
48,Tangible Book Value Per Share,0.48,0.47,0.46,0.47,0.46,0.39,0.35,0.30,0.25,0.29
49,Buildings,-,428.23,-,-,-,-,-,-,-,-
50,Machinery,-,680.53,-,508.9,-,553.58,-,1276,-,898.54
51,Construction In Progress,-,-,-,435.45,-,204.02,-,34.75,-,197.24
52,Leasehold Improvements,-,24.87,-,76.96,-,72.63,-,84.93,-,83.32
