,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,586.16,474.32,540.1,4734,1653,640.46,2787,3183,640.84,396.57,984.86,5432,746.77,2244,1590,2116,804.48,2899,1591,3371,Upgrade
1,Other Revenue,-14.91,14.91,-,40.54,-21.16,21.16,-,42.75,-0.49,0.49,-,50,-2.36,2.36,-,45.11,-3,3,-,46.27,Upgrade
2,Revenue,571.26,489.22,540.1,4775,1632,661.62,2787,3226,640.36,397.05,984.86,5482,744.41,2246,1590,2161,801.48,2902,1591,3417,Upgrade
3,Revenue Growth (YoY),-64.99%,-26.06%,-80.62%,48.02%,154.81%,66.63%,183.02%,-41.16%,-13.98%,-82.33%,-38.08%,153.65%,-7.12%,-22.59%,-0.02%,-36.75%,-27.05%,11.11%,-8.47%,-13.16%,Upgrade
4,Cost of Revenue,542.2,288.18,518.57,3273,902.28,453.83,2254,2686,450.18,318.76,724.82,3530,459.16,1179,1032,1277,576.91,1924,1100,2157,Upgrade
5,Gross Profit,29.06,201.04,21.53,1502,729.41,207.79,533.27,539.3,190.18,78.29,260.04,1952,285.26,1067,558.4,884.64,224.57,977.66,490.21,1260,Upgrade
6,"Selling, General & Admin",95.73,85.47,129.83,121.8,122.74,111.69,114.21,102.36,94.51,91.03,98.94,104.33,115.58,109.99,129.19,103.93,130.07,109.66,131.92,126.36,Upgrade
7,Research & Development,0.53,1.14,6.11,1.72,2.52,2.91,2.31,8.56,8.14,6.41,6.34,-5.87,9.13,13.21,6.64,38.77,10.06,9.73,8.86,23.85,Upgrade
8,Other Operating Expenses,1.75,-21.65,40.82,772.97,250.84,-21.98,98.11,141.08,34.38,41.44,116.67,1166,64.47,334.17,166.21,143.24,27.55,417.01,39.07,561.45,Upgrade
