,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,5443294,1530489,2073396,2473299,2540097,2677470,2320275,3425939,3773259,3902425,3715459,2884314,3111622,895871,1141780,1346887,1073169,981231,1387766,1424093,Upgrade
1,Short-Term Investments,903206,935491,966308,701519,1050125,829587,1382434,855228,987366,276484,224516,157161,743669,1358323,126392,89357,35455,36372,29886,55143,Upgrade
2,Cash & Short-Term Investments,6346500,2465981,3039704,3174819,3590222,3507058,3702709,4281167,4760624,4178909,3939975,3041475,3855290,2254193,1268171,1436244,1108624,1017604,1417652,1479236,Upgrade
3,Cash Growth,76.77%,-29.69%,-17.91%,-25.84%,-24.59%,-16.08%,-6.02%,40.76%,23.48%,85.38%,210.68%,111.77%,247.75%,121.52%,-10.54%,-2.91%,-43.65%,-35.35%,-24.43%,-11.61%,Upgrade
4,Accounts Receivable,1464779,1335427,1869674,1357860,1504551,1324957,1264373,1349449,1291384,827421,886741,736428,711570,523274,600342,589335,606509,585922,514842,510391,Upgrade
5,Other Receivables,129843,146271,135627,166295,172099,1077902,143313,178733,112765,120263,92271,67552,54792,124517,214381,320958,83065,58130,35222,72716,Upgrade
6,Receivables,1689203,1587987,2049801,1630444,1782939,2509149,1513976,1629971,1510438,1063235,1138145,893073,855141,786041,946661,1048180,835074,681682,665854,748107,Upgrade
7,Inventory,17993417,20303554,19160615,18050852,17352988,16800015,16152060,15611788,14830200,16104518,16026711,15876663,15489869,17654991,13746999,13521565,6069327,5398329,4913675,4362478,Upgrade
8,Prepaid Expenses,329833,393844,390093,415038,344453,268529,288352,280722,252812,261907,225896,227950,262405,9348,6844,5283,4414,4414,2972,3138,Upgrade
9,Other Current Assets,1190269,2095290,2072388,2120942,2242740,1347726,2048364,2000481,2365938,1793107,1597814,1451500,1321463,1444620,1145546,1090761,1552129,1178312,1255366,1188518,Upgrade
10,Total Current Assets,27549221,26846656,26712602,25392096,25313341,24432476,23705460,23804130,23720012,23401676,22928542,21490662,21784169,22149193,17114222,17102033,9569568,8280340,8255520,7781476,Upgrade
