,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Market Capitalization,14398999,13667499,13667499,13436499,13513499,13590499,13551999,13895000,13860000,13650000,15750000,19845000,58975000,96950000,79800000,72485000,68915000,6198500,4554550,2026640,-,Upgrade
1,Market Cap Growth,0.57%,0.57%,0.85%,-3.30%,-2.50%,-0.44%,-13.96%,-29.98%,-76.50%,-85.92%,-80.26%,-72.62%,-14.42%,1464.09%,1652.09%,3476.61%,-,-,-,-,-,Upgrade
2,Enterprise Value,14330694,13633647,13633647,14254397,14331397,14467297,14279837,15579326,15536016,15603208,17708571,22744809,62347047,100322047,83090657,76364754,72794754,6198170,4523485,2034995,-,Upgrade
3,Last Close Price,37400.00,35500.00,35500.00,34900.00,35100.00,35300.00,35200.00,36090.91,36000.00,35454.55,40909.09,51545.45,153181.82,251818.18,207272.73,188272.73,179000.00,104545.45,16712.56,7436.60,-,Upgrade
4,PE Ratio,172.35,155.81,102.06,87.76,102.55,89.76,91.84,94.52,48.95,39.14,50.53,58.38,268.89,235.28,64.59,59.08,57.35,6.82,53.58,50.99,-,Upgrade
5,PS Ratio,14.80,14.07,12.70,12.80,8.81,6.98,5.90,4.88,4.18,3.32,2.79,2.54,6.85,11.76,11.92,16.34,25.10,3.40,2.96,2.04,-,Upgrade
6,PB Ratio,3.34,3.17,3.17,3.14,2.19,2.20,2.22,2.30,2.32,2.28,2.67,3.06,9.10,17.09,13.80,12.69,29.39,2.64,6.71,3.28,-,Upgrade
7,P/TBV Ratio,3.17,3.17,3.17,3.14,3.52,3.54,3.58,3.82,3.99,3.93,4.76,5.63,16.74,33.70,29.26,26.13,-,-,6.76,3.28,-,Upgrade
8,P/FCF Ratio,506.28,506.28,53.55,-,-,11.55,-,9.63,2.89,3.12,-,2.52,15.10,117.09,408.79,-,-,-,-,10.44,-,Upgrade
9,P/OCF Ratio,506.28,506.28,53.17,-,-,11.49,-,9.61,2.88,3.11,-,2.52,15.05,114.68,246.51,-,-,-,-,10.44,-,Upgrade
