,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,263.64,229.19,228.85,170.33,99.2,89.76,113.96,168.6,128.39,189.97,Upgrade
1,Short-Term Investments,9.38,11.79,9.85,26.01,18.17,26.61,32.65,45.22,25.45,22.22,Upgrade
2,Trading Asset Securities,87.32,1.24,75.66,1.97,68.89,2.46,87.86,2.49,78.03,4.09,Upgrade
3,Cash & Short-Term Investments,360.34,242.22,314.35,198.31,186.26,118.83,234.47,216.32,231.87,216.27,Upgrade
4,Cash Growth,14.63%,22.14%,68.77%,66.88%,-20.56%,-45.07%,1.12%,0.02%,-9.50%,-2.74%,Upgrade
5,Accounts Receivable,154.47,96.24,142.05,123.43,249.16,120.32,164.59,116.74,242.28,93.93,Upgrade
6,Other Receivables,-,-,-,-,1.72,1.72,5.66,3.47,0.15,0.19,Upgrade
7,Receivables,154.47,96.24,142.05,123.43,250.88,122.04,170.24,120.21,242.42,94.11,Upgrade
8,Inventory,108.68,122.66,134.67,184.24,202.61,254.87,218.37,146.12,162.68,148.83,Upgrade
9,Restricted Cash,5.96,3.61,2.71,0.95,2.52,0.99,3.54,2.36,1.93,1.02,Upgrade
10,Other Current Assets,-,76.15,-,78.46,0.98,82.98,-,89.39,-,70.74,Upgrade
11,Total Current Assets,629.45,540.88,593.78,585.39,643.25,579.7,626.62,574.39,638.91,530.98,Upgrade
12,"Property, Plant & Equipment",150.68,255.46,188.72,306.12,232.47,350.75,250.93,348.43,262.27,322.94,Upgrade
13,Long-Term Investments,4,4,4.36,2.3,4.25,4.25,2.3,2.3,2.3,2.3,Upgrade
14,Other Intangible Assets,0.94,0.95,0.97,0.99,1,1.02,1.04,1.06,1.07,1.09,Upgrade
15,Long-Term Deferred Tax Assets,4.5,5.61,3.14,4.11,9.94,31.85,22.87,17.08,14.23,14.44,Upgrade
16,Other Long-Term Assets,94.02,5.54,102.04,4.61,98.36,4.89,102.65,5.09,94.03,4.47,Upgrade
17,Total Assets,883.58,812.45,893,903.51,989.27,972.46,1006,948.35,1013,876.23,Upgrade
18,Accounts Payable,15.2,14.22,16.97,14.68,34.04,36.4,38.06,22.54,40.44,22.42,Upgrade
19,Accrued Expenses,152.81,122.65,111.16,124.34,181.09,164.31,160.99,130.7,150.8,114.23,Upgrade
20,Short-Term Debt,-,-,10,10,46.15,54.03,38,1.09,10.39,3.67,Upgrade
21,Current Portion of Leases,3.2,5.23,5.93,5.81,5.33,3.9,4.86,4.46,4.66,5.3,Upgrade
22,Current Income Taxes Payable,31.17,29.5,32.91,32.7,23.76,26.13,21.71,21.01,31.04,22.8,Upgrade
23,Current Unearned Revenue,15.67,9.12,14,9.24,7.13,9.28,6.17,8.52,5.81,5.03,Upgrade
24,Other Current Liabilities,18.14,-,18.14,-,18.14,-,18.14,-,18.14,-,Upgrade
25,Total Current Liabilities,236.17,180.72,209.11,196.77,315.62,294.06,287.91,188.32,261.28,173.46,Upgrade
26,Long-Term Leases,0.95,6.54,10.4,13.54,17.44,8.35,9.23,5.5,3.58,4.77,Upgrade
27,Long-Term Deferred Tax Liabilities,31.35,30.36,35.56,36.25,34.03,38.07,35.19,34.71,31.99,16.81,Upgrade
28,Total Liabilities,271.09,219.46,256.31,247.8,368.23,341.62,333.56,229.76,298.19,196.37,Upgrade
29,Common Stock,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,Upgrade
30,Additional Paid-In Capital,74.82,74.82,74.82,74.82,74.82,74.82,74.82,74.82,74.82,74.82,Upgrade
31,Retained Earnings,428.92,419.86,460.6,470.52,450.35,424.46,472.37,521.88,526.57,524.23,Upgrade
32,Comprehensive Income & Other,48.14,38.54,41.64,49.93,36.12,70.64,66.37,62.97,54.89,26.24,Upgrade
33,Total Common Equity,599.03,580.37,624.2,642.42,608.45,617.07,660.71,706.82,703.43,672.44,Upgrade
34,Minority Interest,13.47,12.62,12.49,13.29,12.6,13.77,12.14,11.77,11.19,7.42,Upgrade
35,Shareholders' Equity,612.5,592.99,636.69,655.7,621.04,630.84,672.85,718.59,714.62,679.86,Upgrade
36,Total Liabilities & Equity,883.58,812.45,893,903.51,989.27,972.46,1006,948.35,1013,876.23,Upgrade
37,Total Debt,4.14,11.76,26.33,29.35,68.92,66.29,52.09,11.05,18.64,13.74,Upgrade
38,Net Cash (Debt),356.2,230.46,288.03,168.96,117.34,52.54,182.38,205.27,213.23,202.53,Upgrade
39,Net Cash Growth,23.67%,36.40%,145.45%,221.56%,-35.66%,-74.40%,-14.47%,1.35%,0.51%,11.21%,Upgrade
40,Net Cash Per Share,0.59,0.38,0.48,0.28,0.19,0.09,0.30,-,0.35,-,Upgrade
41,Filing Date Shares Outstanding,604.49,604.49,604.49,604.49,604.49,604.49,604.49,604.49,604.49,604.49,Upgrade
42,Total Common Shares Outstanding,604.49,604.49,604.49,604.49,604.49,604.49,604.49,604.49,604.49,604.49,Upgrade
43,Working Capital,393.28,360.16,384.67,388.62,327.63,285.64,338.71,386.07,377.63,357.52,Upgrade
44,Book Value Per Share,0.99,0.96,1.03,1.06,1.01,1.02,1.09,1.17,1.16,1.11,Upgrade
45,Tangible Book Value,598.09,579.42,623.23,641.43,607.44,616.05,659.67,705.76,702.35,671.35,Upgrade
46,Tangible Book Value Per Share,0.99,0.96,1.03,1.06,1.00,1.02,1.09,1.17,1.16,1.11,Upgrade
47,Land,-,272.07,-,276.49,-,288.5,-,284.8,-,309.1,Upgrade
48,Machinery,-,402.11,-,431.91,-,452.29,-,447.07,-,422.96,Upgrade
