,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,308,263,266,290,278,260,299,357,405,345,375,Upgrade
1,Market Cap Growth,-9.37%,-9.37%,-4.35%,11.63%,-7.07%,-27.12%,-26.12%,3.51%,8.06%,-14.93%,-18.42%,Upgrade
2,Enterprise Value,-34,45,-10,134,173,221,129,163,203,149,170,Upgrade
3,Last Close Price,0.51,0.41,0.38,0.37,0.35,0.31,0.34,0.38,0.41,0.33,0.35,Upgrade
4,PE Ratio,67.14,57.26,-,6.24,3.38,18.23,-,-,-,16.83,-,Upgrade
5,PS Ratio,0.44,0.38,0.37,0.34,0.22,0.18,0.25,0.64,-,0.66,-,Upgrade
6,PB Ratio,0.51,0.43,0.45,0.46,0.42,0.42,0.47,0.53,0.56,0.48,0.55,Upgrade
7,P/TBV Ratio,0.44,0.44,0.46,0.47,0.43,0.43,0.49,0.54,0.57,0.49,0.56,Upgrade
8,P/FCF Ratio,3.86,3.29,2.40,1.59,1.90,6.73,-3.19,-,-,-,-,Upgrade
9,P/OCF Ratio,3.24,3.24,2.36,1.58,1.85,5.18,-3.86,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.06,0.06,-,0.16,0.14,0.16,0.11,0.29,-,0.29,-,Upgrade
11,EV/EBITDA Ratio,4.20,4.20,-,2.05,1.29,3.39,-,-,-,4.46,-,Upgrade
12,EV/EBIT Ratio,-,-5.05,-,4.07,1.73,4.72,-,-,-,6.73,-,Upgrade
13,EV/FCF Ratio,-0.43,0.56,-,0.74,1.19,5.73,-1.38,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.02,0.04,0.04,0.11,0.11,0.08,0.02,0.03,0.02,Upgrade
15,Debt / FCF Ratio,0.05,0.05,0.11,0.14,0.20,1.78,-0.71,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-1.38%,-,4.83%,14.19%,6.95%,-,-,-,2.96%,-,Upgrade
17,Earnings Yield,1.49%,1.75%,-5.41%,16.03%,29.61%,5.48%,-20.44%,-8.80%,-,5.94%,-,Upgrade
18,FCF Yield,25.92%,30.39%,41.74%,62.81%,52.58%,14.86%,-31.30%,-29.65%,-,-20.58%,-,Upgrade
19,Dividend Yield,11.76%,14.72%,15.62%,16.23%,16.93%,19.32%,17.88%,7.93%,-,8.96%,-,Upgrade
20,Total Shareholder Return,11.76%,14.72%,15.62%,16.23%,16.93%,19.32%,17.88%,7.93%,-,8.96%,-,Upgrade
