,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,454,365,326,308,300,355,306,454,373,274,348,Upgrade
1,Market Cap Growth,18.42%,18.42%,8.65%,-13.24%,-2.12%,-21.79%,-17.83%,65.68%,6.98%,-38.32%,-40.77%,Upgrade
2,Enterprise Value,-292,-164,-531,-254,-767,-766,-751,-558,-449,-459,-409,Upgrade
3,Last Close Price,2.80,2.03,1.81,1.57,1.53,1.76,1.52,2.25,1.85,1.36,1.73,Upgrade
4,PE Ratio,7.27,5.89,5.24,6.02,6.89,6.88,8.56,7.84,745.53,-,-,Upgrade
5,PS Ratio,0.05,0.04,0.04,0.03,0.03,0.05,0.04,0.06,0.07,0.06,0.07,Upgrade
6,PB Ratio,0.21,0.16,0.14,0.13,0.12,0.14,0.12,0.18,0.15,0.13,0.15,Upgrade
7,P/TBV Ratio,0.19,0.19,0.17,0.14,0.14,0.16,0.13,0.20,0.17,0.14,0.17,Upgrade
8,P/FCF Ratio,7.80,1.30,-,3.65,-,4.38,-,3.00,2.31,1.22,-1.58,Upgrade
9,P/OCF Ratio,1.58,0.89,0.81,1.55,-,2.45,-,2.56,1.66,0.73,-6.72,Upgrade
10,EV/FCF Ratio,-5.02,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.16,0.16,0.17,0.12,0.11,0.07,0.07,0.03,0.04,0.05,0.06,Upgrade
12,Debt / FCF Ratio,6.51,1.35,-,3.25,-,2.19,-,0.53,0.56,0.47,-0.64,Upgrade
13,Return on Capital Employed (ROCE),3.32%,3.74%,2.74%,2.11%,1.52%,0.46%,-,2.25%,-0.77%,-,-,Upgrade
14,Earnings Yield,13.63%,16.96%,19.09%,16.62%,14.51%,14.54%,11.68%,12.75%,0.13%,-45.38%,-17.97%,Upgrade
15,FCF Yield,12.82%,77.13%,78.97%,27.41%,-29.99%,22.85%,-4.76%,33.29%,43.26%,82.25%,-63.25%,Upgrade
16,Buyback Yield / Dilution,1.95%,1.78%,-,-2.12%,-,-,-,-,-,-,-,Upgrade
17,Total Shareholder Return,9.77%,1.78%,-,-2.12%,-,-,-,-,-,-,-,Upgrade
