,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,4154,3960,3973,4257,3440,2859,3162,2857,1829,2421,Upgrade
1,Other Revenue,11.53,24.99,11.37,-,-,-,-,-,-,-,Upgrade
2,Revenue,4165,3985,3984,4257,3440,2859,3162,2857,1829,2421,Upgrade
3,Revenue Growth (YoY),4.54%,-6.41%,15.82%,48.92%,8.79%,0.06%,72.93%,18.03%,-4.81%,-1.55%,Upgrade
4,Cost of Revenue,3974,3779,3809,4053,3267,2696,3000,2678,1770,2351,Upgrade
5,Gross Profit,190.87,205.88,174.93,204.59,172.82,162.55,162.37,179.09,58.13,69.45,Upgrade
6,"Selling, General & Admin",126.51,116.83,130.3,179.92,161.7,163.37,150.7,143.04,110.31,150.47,Upgrade
7,Research & Development,12.08,26.46,13.8,-,-,-,-,-,-,-,Upgrade
8,Other Operating Expenses,6.78,31.07,3.45,-,-,-,-,-,-,-,Upgrade
9,Operating Expenses,141.46,165.25,148.61,179.92,161.7,163.37,150.7,143.04,110.31,150.47,Upgrade
10,Operating Income,49.41,40.63,26.33,24.67,11.12,-0.82,11.67,36.05,-52.18,-81.02,Upgrade
11,Interest Expense,-8.55,-6.99,-7.86,-2.42,-3.38,-5.65,-2.49,-2.48,-3.81,-5.05,Upgrade
12,Interest & Investment Income,10.81,10.24,10.03,9.49,10.28,9.13,6.07,11.06,4.34,7.84,Upgrade
13,Earnings From Equity Investments,-,0.92,-,-0.77,-1.67,-0.74,-1.57,-0.16,-1.65,1.57,Upgrade
14,Currency Exchange Gain (Loss),-,-0.92,-,4.9,-,-0.83,-,0.46,-,-,Upgrade
15,Other Non Operating Income (Expenses),-3.77,-19.35,6.26,3.99,14.31,27.81,10.52,13.24,12.77,4.97,Upgrade
16,EBT Excluding Unusual Items,47.89,24.54,34.74,39.88,30.65,28.91,24.2,58.17,-40.53,-71.7,Upgrade
17,Gain (Loss) on Sale of Investments,-3.3,-1.24,-0.92,-,-,-,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,0.65,0.28,0.18,0.38,-,4.27,-,0.49,-,8.09,Upgrade
19,Asset Writedown,-1.92,-0.65,0.13,-,-,-,-,-,-,-,Upgrade
20,Other Unusual Items,-,16.57,-,-2.6,-,1.47,-,5.11,-,-,Upgrade
21,Pretax Income,43.32,40.88,34.12,37.65,30.65,34.65,24.2,63.77,-40.53,-63.61,Upgrade
22,Income Tax Expense,12.1,11.1,5.95,16.27,5.51,3.82,12.92,10.61,-1.16,-0.24,Upgrade
23,Earnings From Continuing Operations,31.22,29.79,28.18,21.38,25.14,30.83,11.28,53.16,-39.37,-63.37,Upgrade
24,Minority Interest in Earnings,-1.96,-1.48,-0.04,-2.16,-5.87,-6.05,-6.91,-9.43,-3.94,-6.6,Upgrade
25,Net Income,29.26,28.31,28.13,19.22,19.27,24.78,4.37,43.74,-43.32,-69.96,Upgrade
26,Net Income to Common,29.26,28.31,28.13,19.22,19.27,24.78,4.37,43.74,-43.32,-69.96,Upgrade
27,Net Income Growth,4.00%,47.33%,46.03%,-22.44%,340.67%,-43.35%,-,-,-,-,Upgrade
28,Shares Outstanding (Basic),163,162,165,162,162,162,162,162,162,162,Upgrade
29,Shares Outstanding (Diluted),163,162,165,162,162,162,162,162,162,162,Upgrade
30,Shares Change (YoY),-1.78%,-,2.12%,-,-,-,-,-,-,-,Upgrade
31,EPS (Basic),0.18,0.17,0.17,0.12,0.12,0.15,0.03,0.27,-0.27,-0.43,Upgrade
32,EPS (Diluted),0.18,0.17,0.17,0.12,0.12,0.15,0.03,0.27,-0.27,-0.43,Upgrade
33,EPS Growth,5.88%,47.33%,43.00%,-22.44%,340.68%,-43.36%,-,-,-,-,Upgrade
34,Free Cash Flow,304.18,-42.41,275.91,-197.81,118.28,-49.04,37.16,88.45,47.32,158,Upgrade
35,Free Cash Flow Per Share,1.87,-0.26,1.67,-1.22,0.73,-0.30,0.23,0.55,0.29,0.97,Upgrade
36,Operating Margin,1.19%,1.02%,0.66%,0.58%,0.32%,-0.03%,0.37%,1.26%,-2.85%,-3.35%,Upgrade
37,Profit Margin,0.70%,0.71%,0.71%,0.45%,0.56%,0.87%,0.14%,1.53%,-2.37%,-2.89%,Upgrade
38,Free Cash Flow Margin,7.30%,-1.06%,6.92%,-4.65%,3.44%,-1.72%,1.18%,3.10%,2.59%,6.53%,Upgrade
39,EBITDA,104.84,99.71,78.82,77.41,47.32,46.4,45.33,81.73,-9.17,-36.61,Upgrade
40,D&A For EBITDA,55.43,59.07,52.49,52.74,36.2,47.22,33.66,45.68,43.01,44.42,Upgrade
41,EBIT,49.41,40.63,26.33,24.67,11.12,-0.82,11.67,36.05,-52.18,-81.02,Upgrade
