,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,208.73,1339,1500,1600,1398,1848,1158,1554,1182,1272,1264,1131,1275,1472,816.56,1335,935.39,668.86,1155,543.84,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,528.24,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,26.53,Upgrade
3,Cash & Short-Term Investments,208.73,1339,1500,1600,1398,1848,1158,1554,1182,1272,1264,1659,1275,1472,816.56,1335,940.39,668.86,1155,570.37,Upgrade
4,Cash Growth,-85.07%,-27.54%,29.55%,2.95%,18.28%,45.24%,-8.41%,-6.33%,-7.28%,-13.57%,54.82%,24.32%,35.59%,120.07%,-29.33%,134.02%,177.09%,-11.11%,43.38%,26.48%,Upgrade
5,Accounts Receivable,215.42,264.62,956.07,796.25,825.96,749.09,731.58,631.81,681.77,632.94,352.99,498.33,679.93,549.89,334.28,632.28,480.51,386.36,344.75,413.99,Upgrade
6,Other Receivables,44.87,46.92,26.42,34.02,70.66,168.71,181.74,545.1,717.87,996.97,997.23,1327,1379,1356,2115,2063,1230,1195,129.67,120.58,Upgrade
7,Receivables,260.29,311.54,982.5,830.27,896.62,917.81,913.33,1177,1400,1630,1350,1825,2059,1906,2449,2695,1711,1582,474.42,534.57,Upgrade
8,Inventory,15.09,19.95,14.41,10.75,19.13,16.38,11.34,11.69,42.41,44.92,12,13.64,13.73,469.78,407.92,9.33,224.08,320.41,297.5,7.84,Upgrade
9,Prepaid Expenses,-,0,-,12.78,-,8,-,21.32,-,5.64,-,4.34,-,0.88,-,2.55,-,17.16,-,10.56,Upgrade
10,Other Current Assets,54.61,45.03,538.18,506.36,901.43,533.45,568.63,422.53,821.52,533.7,1549,515.8,728.47,466.47,645.19,284.1,529.59,349,418.85,353.01,Upgrade
11,Total Current Assets,538.72,1715,3035,2960,3216,3324,2651,3187,3446,3486,4175,4018,4076,4315,4319,4326,3405,2937,2346,1476,Upgrade
12,"Property, Plant & Equipment",8988,9059,9087,9177,9256,9331,9430,9466,9511,9577,9615,9938,9711,9774,10021,10102,9968,9980,9957,10039,Upgrade
13,Long-Term Investments,4522,4428,4399,4409,4374,4376,4382,4377,4338,4331,3818,3830,3512,3320,3274,3292,3268,3269,5245,5254,Upgrade
14,Other Intangible Assets,340.24,394.39,406.64,409,371.37,373.95,376.82,378.19,381.22,383.89,385.13,388.66,343.11,346.72,350.34,360.6,363.49,367.08,370.67,370.49,Upgrade
15,Long-Term Deferred Tax Assets,49.24,48.85,48.95,48.29,51.31,54.35,55.58,67.02,62.24,62.03,63.33,79.3,69.36,68.87,69.27,68.62,55.56,54.89,48.77,47.67,Upgrade
16,Long-Term Deferred Charges,0.6,0.85,1.31,1.59,2.32,2.66,3.06,3.35,3.75,3.48,3.95,3.79,2.62,2.11,1.9,2.03,0.97,1.12,0.89,1.1,Upgrade
17,Other Long-Term Assets,128.55,147.74,202.37,203.28,268.71,238.49,195.95,196.87,191.53,196.6,225.09,205.22,35.21,40.45,38.46,129.53,1173,1160,162.18,163.97,Upgrade
18,Total Assets,14568,15794,17181,17209,17540,17700,17095,17675,17934,18040,18285,18463,17750,17867,18074,18280,18234,17770,18131,17353,Upgrade
19,Accounts Payable,1285,1142,1707,1408,1932,1477,1961,1123,1551,1134,1832,1228,1258,913.68,1228,708.13,1099,669.89,1139,352.11,Upgrade
20,Accrued Expenses,55.8,190.76,32.35,194.22,46.83,178.54,29.12,149.54,49.28,169.74,23.52,225.84,62.39,122.41,54.63,172.72,79.65,178.76,61.92,216.62,Upgrade
21,Short-Term Debt,3143,2902,2770,2710,2521,2687,1801,1873,2510,2527,2562,2291,2134,2221,2177,2694,2618,2908,3902,3106,Upgrade
22,Current Portion of Long-Term Debt,1653,1331,1533,1067,1559,1215,2651,2930,3294,2911,1492,724.86,-,452.6,-,635.93,1538,596.74,1936,676.46,Upgrade
23,Current Portion of Leases,-,616.32,-,603.96,-,558.42,-,435.23,-,2.57,-,601.4,-,723.74,-,694.49,-,842.45,-,426.02,Upgrade
24,Current Income Taxes Payable,48.33,7.01,11.26,2,12.45,1.93,5.54,1.7,11.59,2.25,12.82,10.78,21.62,10.23,37.41,18.34,15.77,23.85,16.47,8.69,Upgrade
25,Current Unearned Revenue,122.5,97.29,73.37,81.3,373.68,79.71,75.45,98.69,125.52,116.69,111.06,315.74,120.07,141.31,167.81,199.47,189.52,130.04,-,-,Upgrade
26,Other Current Liabilities,1263,1696,1290,1536,1228,1586,898.84,1045,476.19,1333,394.13,852.48,1781,596.25,1674,676.78,297.09,765.86,121.97,1789,Upgrade
27,Total Current Liabilities,7571,7982,7418,7603,7673,7783,7422,7656,8018,8196,6428,6250,5377,5181,5339,5800,5837,6116,7178,6574,Upgrade
28,Long-Term Debt,944.55,961.67,1585,1348,1521,1531,1447,1677,1606,1577,3823,4121,4171,4379,4370,3987,3945,3534,2739,2515,Upgrade
29,Long-Term Leases,671.79,494.98,597.41,697.74,814.53,852.18,710.33,849.67,861.43,816.82,578.19,681.18,766.12,906.58,968.32,1142,1120,833.66,947.25,1044,Upgrade
30,Long-Term Unearned Revenue,696.09,700.13,704.17,708.23,714.33,718.38,722.42,726.5,729.36,733.43,736.62,740.68,744.73,748.79,752.84,756.9,760.27,763.65,767.02,770.39,Upgrade
