,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,517.47,711.57,570.81,2163,1785,2024,1659,1819,1634,1609
1,Short-Term Investments,2340,-,-,-,-,-,-,24.93,-,58.32
2,Cash & Short-Term Investments,2858,711.57,570.81,2163,1785,2024,1659,1844,1634,1668
3,Cash Growth,400.62%,-67.10%,-68.02%,6.86%,7.61%,9.79%,1.51%,10.55%,-6.94%,-0.91%
4,Accounts Receivable,1056,2504,908.01,1111,1604,1196,1331,460.52,370.27,164.26
5,Other Receivables,33.38,37.18,-,-,1.97,-,-,23.69,33.12,-
6,Receivables,1089,2541,908.01,1111,1606,1196,1331,484.22,403.39,164.26
7,Inventory,5426,3862,2974,2488,2509,2484,1288,117.93,1554,106.91
8,Restricted Cash,-,2097,1761,-,-,-,-,-,-,-
9,Total Current Assets,9372,9211,6214,5762,5900,5704,4278,2446,3592,1939
10,"Property, Plant & Equipment",78.41,53.52,43.47,44.72,42.75,49.66,53.68,35.48,41.38,46.84
11,Long-Term Investments,-,-,-,-,-,-,-,-,158,-
12,Goodwill,212.93,212.93,212.93,212.93,212.93,212.93,212.93,-,-,-
13,Other Intangible Assets,100.27,115.7,131.11,146.49,161.97,177.4,192.57,-,-,-
14,Long-Term Accounts Receivable,37.01,71.7,58.59,62.72,44.31,58.99,17.41,-,1.93,-
15,Long-Term Deferred Tax Assets,15.75,-,80.69,25.34,8.48,5.16,11.95,-,11.33,-
16,Other Long-Term Assets,-,-,-,-,-,-,-,1.93,-,1.93
17,Total Assets,9817,9665,6740,6254,6371,6208,4767,2483,3805,1988
18,Accounts Payable,3420,3187,1233,963.95,1816,1514,1220,723.61,1909,266.39
19,Short-Term Debt,2948,2862,2480,2303,2095,2084,1292,-,-,-
20,Current Portion of Leases,9.75,6.31,9.13,10.85,10.75,10.6,10.51,7.6,7.55,8.09
21,Current Income Taxes Payable,23.53,131.12,67,111.15,40.78,78.63,67.99,-,-,50.52
22,Current Unearned Revenue,28.67,174.04,29.26,133.19,27.93,93.84,34.22,37.1,100,86.06
23,Other Current Liabilities,104.99,110.97,179.17,107.66,85.65,237.7,68.21,7.5,21.27,2.82
24,Total Current Liabilities,6534,6472,3998,3630,4076,4019,2693,775.82,2038,413.87
25,Long-Term Leases,22.83,3.46,0.54,4.45,5.39,9.81,11.7,14.67,17.98,21.17
26,Long-Term Deferred Tax Liabilities,68.38,46.21,46.95,-,48.77,74.84,76.19,-,-,-
27,Other Long-Term Liabilities,3.69,-,-,2.83,2.77,2.71,2.66,2.6,2.54,2.48
28,Total Liabilities,6629,6522,4045,3638,4133,4106,2783,793.09,2059,437.53
29,Common Stock,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404
30,Retained Earnings,1601,1999,1577,1435,1116,960.2,858.8,286.25,248.87,146.26
31,Comprehensive Income & Other,-,-496.78,-486.61,-489.98,-496.68,-496.93,-500.25,-,93.38,-
32,Total Common Equity,3005,2906,2494,2348,2023,1867,1762,1690,1746,1550
33,Minority Interest,182.1,237.98,201.62,268.01,214.42,234.9,221.07,-,-,-
34,Shareholders' Equity,3187,3143,2695,2616,2238,2102,1983,1690,1746,1550
35,Total Liabilities & Equity,9817,9665,6740,6254,6371,6208,4767,2483,3805,1988
36,Total Debt,2980,2872,2490,2319,2111,2105,1314,22.28,25.53,29.26
37,Net Cash (Debt),-122.75,-2160,-1919,-155.81,-326.14,-80.67,344.96,1821,1609,1638
38,Net Cash Growth,-,-,-,-,-,-,-78.56%,11.17%,-6.70%,-2.65%
39,Net Cash Per Share,-0.18,-3.12,-2.77,-0.23,-0.47,-0.12,0.50,2.63,2.33,2.37
40,Filing Date Shares Outstanding,691.68,691.68,691.68,691.68,691.68,691.68,691.68,691.68,691.68,691.68
41,Total Common Shares Outstanding,691.68,691.68,691.68,691.68,691.68,691.68,691.68,691.68,691.68,691.68
42,Working Capital,2838,2739,2216,2132,1824,1685,1585,1670,1554,1525
43,Book Value Per Share,4.34,4.20,3.61,3.40,2.93,2.70,2.55,2.44,2.52,2.24
44,Tangible Book Value,2692,2577,2150,1989,1648,1477,1357,1690,1746,1550
45,Tangible Book Value Per Share,3.89,3.73,3.11,2.88,2.38,2.13,1.96,2.44,2.52,2.24
46,Machinery,-,-,50.76,-,36.58,-,32.03,-,7.42,-
47,Construction In Progress,-,-,1.74,-,0.8,-,-,-,-,-
48,Leasehold Improvements,-,-,14.29,-,13.21,-,12.61,-,12.27,-
