,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Market Capitalization,42726,34063,34547,26376,21410,21054,24606,26401,26892,21739,27314,31662,30998,49602,56961,59932,46864,60425,-,-,-,Upgrade
1,Market Cap Growth,61.79%,61.79%,40.40%,-0.10%,-20.38%,-3.15%,-9.92%,-16.62%,-13.25%,-56.17%,-52.05%,-47.17%,-33.86%,-17.91%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,35289,26626,27778,21111,16189,15833,20461,22764,23261,18050,24286,29442,28393,46997,54361,57425,45177,58738,-,-,-,Upgrade
3,Last Close Price,59.58,47.50,48.20,36.81,29.74,29.45,34.58,36.59,37.37,30.27,38.04,44.18,43.48,69.57,80.33,84.52,66.09,85.21,-,-,-,Upgrade
4,PE Ratio,39.09,31.32,29.06,27.16,29.90,35.21,56.37,63.14,62.49,48.17,65.67,76.81,73.17,120.80,151.19,145.57,224.65,-,-,-,-,Upgrade
5,Forward PE,28.05,22.27,26.84,27.44,27.68,29.66,40.98,37.45,40.39,26.86,29.61,37.56,31.73,52.68,11.08,13.15,-,-,-,-,-,Upgrade
6,PS Ratio,3.00,2.40,2.54,2.11,1.92,2.06,2.46,2.73,2.72,2.15,2.85,3.42,3.34,5.42,6.41,6.87,6.57,10.07,-,-,-,Upgrade
7,PB Ratio,7.02,5.55,5.63,4.63,3.96,3.80,4.59,4.98,5.33,4.39,5.71,6.89,7.25,11.61,13.62,14.90,12.51,16.35,-,-,-,Upgrade
8,P/TBV Ratio,6.76,6.76,6.86,5.66,4.90,4.71,5.62,6.04,5.93,4.91,6.34,7.66,8.13,13.01,15.37,16.89,14.37,18.82,-,-,-,Upgrade
9,P/FCF Ratio,-,-,12.56,8.43,8.85,-,17.60,27.92,-,-,32.23,106.87,-,-,-298.84,141.03,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,10.06,7.04,6.52,9.08,11.25,15.86,-,-,23.28,51.77,-,-,300.37,76.32,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,2.49,1.88,2.04,1.69,1.46,1.55,2.04,2.35,2.36,1.78,2.54,3.18,3.06,5.14,6.12,6.59,6.34,9.79,-,-,-,Upgrade
12,EV/EBITDA Ratio,24.44,18.43,23.07,21.58,27.98,-,57.11,79.93,57.24,-,61.73,64.50,51.56,-,87.84,89.23,121.11,-,-,-,-,Upgrade
13,EV/EBIT Ratio,27.08,20.43,26.14,25.15,36.82,-,91.14,147.10,81.20,-,86.42,81.98,62.09,-,97.40,98.40,140.15,-,-,-,-,Upgrade
14,EV/FCF Ratio,-,-,10.10,6.75,6.69,-,14.64,24.08,-,-,28.65,99.38,-,-,-285.20,135.13,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.03,0.03,0.01,0.02,0.03,0.09,0.14,0.26,0.05,Upgrade
16,Debt / EBITDA Ratio,0.04,0.07,0.03,0.02,0.02,0.54,0.07,0.17,0.26,-,0.11,0.22,0.26,-,0.06,0.05,0.67,-,0.31,2.78,-,Upgrade
17,Debt / FCF Ratio,-,-,0.02,0.01,0.01,-,0.05,0.08,-,-,0.11,0.75,-,-,-0.32,0.14,-,-,3.80,-11.88,-,Upgrade
