,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,113.87,133.29,443.21,559.9,98.01,76.22,351.21,572.51,102.5,94.29,206.27,464.75,92.53,131.53,216.86,333.96,199.05,214.03,193.53,487.53,Upgrade
1,Other Revenue,-13.76,13.76,-,72.42,-33.75,33.75,-,29.11,-8.88,8.88,-,16.46,-8.24,8.24,-,13.63,-3.82,3.82,-,11.4,Upgrade
2,Revenue,100.11,147.05,443.21,632.33,64.26,109.97,351.21,601.62,93.62,103.17,206.27,481.21,84.3,139.77,216.86,347.6,195.23,217.86,193.53,498.93,Upgrade
3,Revenue Growth (YoY),55.80%,33.72%,26.20%,5.10%,-31.37%,6.59%,70.27%,25.02%,11.06%,-26.18%,-4.88%,38.44%,-56.82%,-35.84%,12.05%,-30.33%,-14.77%,-17.77%,1.44%,24.43%,Upgrade
4,Cost of Revenue,80.18,99.18,274.93,487.36,53.37,75.68,225.5,469.03,84.65,75.35,135.13,379.18,67.45,114.13,155.2,283.44,175.95,179.89,163.2,456.07,Upgrade
5,Gross Profit,19.94,47.87,168.28,144.97,10.89,34.29,125.7,132.59,8.97,27.82,71.13,102.03,16.85,25.64,61.66,64.15,19.27,37.97,30.33,42.86,Upgrade
6,"Selling, General & Admin",37.53,46.33,36.77,46.09,45.06,36.02,32.14,45.86,40.95,34.53,33.87,43.28,39.3,42.26,32.81,34.94,48.13,57.39,36.74,100.25,Upgrade
7,Research & Development,4.81,4.82,2.8,6.24,4.18,3.9,2,9.1,4.88,3.42,2.11,6.42,2.68,3.77,1.96,3.25,1.02,2.12,0.68,2.2,Upgrade
8,Other Operating Expenses,-8.09,4.71,-2.38,3,-1.22,1.25,-1.85,9.89,-5.82,2.67,-1.95,-0.2,-3.44,0.62,-2.03,16.06,-5.48,1.05,-3.38,11.52,Upgrade
9,Operating Expenses,37.03,51.78,43.13,52.31,50.25,36.6,38.41,62.37,41.98,38.44,37.97,49.55,39.92,43.53,38.48,35.62,62.93,57.74,40.93,130.86,Upgrade
10,Operating Income,-17.09,-3.91,125.15,92.66,-39.36,-2.31,87.3,70.22,-33.01,-10.62,33.16,52.48,-23.08,-17.89,23.18,28.53,-43.65,-19.77,-10.6,-88.01,Upgrade
