,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,244,189,167,262,307,366,430,430,469,385,668,Upgrade
1,Market Cap Growth,-37.45%,-27.94%,-45.61%,-28.42%,-28.66%,-14.93%,-8.22%,11.67%,-29.81%,-67.39%,-32.47%,Upgrade
2,Enterprise Value,686,705,539,946,1096,1191,945,895,1113,1287,1567,Upgrade
3,Last Close Price,0.19,0.15,0.13,0.20,0.24,0.28,0.34,0.34,0.36,0.30,0.52,Upgrade
4,PE Ratio,-,-,-,-,-,-4.64,-,13.03,-,-,-,Upgrade
5,PS Ratio,0.07,0.11,-,0.18,-,0.08,0.10,0.21,-,0.20,-,Upgrade
6,PB Ratio,0.18,0.14,0.12,0.16,0.17,0.19,0.22,0.21,0.24,0.20,0.32,Upgrade
7,P/TBV Ratio,0.16,0.16,0.13,0.18,0.19,0.21,0.25,0.24,0.27,0.22,0.35,Upgrade
8,P/FCF Ratio,-,9.74,-,1.04,-,-2.86,-,7.35,-,1.63,-,Upgrade
9,P/OCF Ratio,5.45,4.38,-,0.96,-,-6.75,-,4.72,-,1.51,-,Upgrade
10,EV/Sales Ratio,0.21,0.40,-,0.64,-,0.28,0.23,0.43,-,0.66,-,Upgrade
11,EV/EBITDA Ratio,15.17,34.99,-,-,-,15.39,-,4.86,-,12.36,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-16.64,-,18.30,-,-,-,Upgrade
13,EV/FCF Ratio,-29.59,36.37,-,3.76,-,-9.31,-,15.28,-,5.45,-,Upgrade
14,Debt / Equity Ratio,0.53,0.53,0.52,0.46,0.57,0.60,0.65,0.60,0.59,0.75,0.68,Upgrade
15,Debt / FCF Ratio,-,36.22,-,3.02,-,-8.94,-,20.59,-,5.95,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-3.37%,-,2.21%,-,-,-,Upgrade
17,Earnings Yield,-119.88%,-42.63%,-,-62.29%,-,-21.56%,-15.44%,7.68%,-,-43.15%,-,Upgrade
18,FCF Yield,-9.49%,10.27%,-,96.16%,-,-34.94%,-35.57%,13.61%,-,61.25%,-,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,0.01%,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,0.01%,-,Upgrade,
