,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,550.42,493.58,631.84,718.82,709.24,535.35,419.23,566.16,797.69,1055,1054,1907,1643,741.41,590.38,1170,267.52,381.05,282.7,299.98,Upgrade
1,Trading Asset Securities,-,49.89,0.62,25.62,-,20,10.01,-,111.68,60,98.24,102.02,299.4,454,546,150,35,18,32.45,48,Upgrade
2,Cash & Short-Term Investments,550.42,543.46,632.46,744.44,709.24,555.35,429.24,566.16,909.37,1115,1152,2009,1942,1195,1136,1320,302.52,399.05,315.15,347.98,Upgrade
3,Cash Growth,-22.39%,-2.14%,47.34%,31.49%,-22.01%,-50.21%,-62.75%,-71.82%,-53.18%,-6.70%,1.40%,52.24%,542.10%,199.57%,260.59%,279.29%,4.68%,66.43%,29.96%,21.61%,Upgrade
4,Accounts Receivable,2257,2257,2078,2049,2041,2085,1848,1668,1723,1725,1732,1498,1408,1297,1297,1179,1173,1073,1042,941.7,Upgrade
5,Other Receivables,4.01,63.68,13.84,48.24,22.85,79.85,19.75,79.73,90.39,108.07,45.28,88.64,13.48,50.09,61.76,29.03,18.68,50.59,49.09,58.83,Upgrade
6,Receivables,2261,2321,2092,2097,2064,2165,1868,1748,1813,1833,1777,1586,1421,1347,1359,1208,1192,1123,1092,1001,Upgrade
7,Inventory,917.05,864.3,940.85,789.47,807.92,891.58,950.74,890.76,973.15,1005,855.47,705.57,739.3,617.62,638.82,493.38,534.77,581.83,591.81,570.65,Upgrade
8,Other Current Assets,113.57,56.17,93.17,36.73,76.1,67.62,129.52,44.94,107.07,82.48,132.98,63.66,134.13,96.66,100.59,45.58,98.76,68.1,76.57,44.9,Upgrade
9,Total Current Assets,3842,3785,3759,3667,3657,3680,3377,3249,3803,4036,3918,4365,4237,3257,3235,3067,2128,2172,2075,1964,Upgrade
10,"Property, Plant & Equipment",2876,2731,2667,2644,2399,2295,2191,2079,1897,1779,1620,1552,1327,1272,1202,1189,1109,1068,1066,1073,Upgrade
11,Long-Term Investments,193.98,193.01,186.9,189.31,179.46,172.37,165.52,125.62,76.69,74.57,81.88,79.88,53.2,52.82,52.69,52.69,45.63,45.95,44.67,40.62,Upgrade
12,Goodwill,1851,1851,1851,1851,1829,1829,1829,1524,1530,1530,1530,1530,1532,1532,1532,1532,1534,1534,1534,1534,Upgrade
13,Other Intangible Assets,266.27,262.59,268.43,273.39,196.86,199.81,201.33,168.87,167.47,169.88,172.59,174.17,144.42,131.59,132.98,133.58,134.54,136.51,138.84,141.83,Upgrade
14,Long-Term Accounts Receivable,3.26,3.26,3.26,3.26,-,-,-,5.36,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Long-Term Deferred Tax Assets,46.74,42.93,41.98,35.64,50.33,48.38,44.6,48.32,52.31,54.73,50.34,43.96,29.07,28.89,26.07,23.08,33.06,32.3,28.4,24.58,Upgrade
