,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,151.88,155.11,118.75,129.41,187.22,111.77,82.9,121.48,39.27,196.65,455.42,5475,907.29,187.97,302.83,191.19,729.69,162.44,153.82,153.82
1,Revenue Growth (YoY),-18.87%,38.78%,43.25%,6.53%,376.74%,-43.16%,-81.80%,-97.78%,-95.67%,4.62%,50.39%,2763.42%,24.34%,15.71%,96.88%,24.30%,-,-,-,-
2,Cost of Revenue,-233.45,85.28,73.26,74.91,141.06,61.42,38.19,58.92,574.24,-83.35,351.74,1207,278.88,79.83,124.32,77.32,188.59,33.77,34.58,34.58
3,Gross Profit,385.34,69.83,45.49,54.49,46.15,50.35,44.7,62.55,-534.97,280,103.69,4267,628.41,108.13,178.51,113.87,541.11,128.67,119.23,119.23
4,"Selling, General & Admin",-69,24.01,25.6,19.39,34.23,26.25,29.01,19.87,-75.55,13.71,94.47,535.82,21.73,8.46,17.59,10.27,17.97,9.26,6.8,6.8
5,Research & Development,-77.1,27.42,29.83,19.84,37.27,19.67,24.57,23.77,-361.66,36.54,98.99,555.2,40.04,11.25,12.35,6.73,35.12,6.7,8.31,8.31
6,Other Operating Expenses,352.51,-12.49,-0.13,2,2.53,-3.23,0.81,-7.62,40.11,-2.5,-16.01,27.06,5.91,1.12,1.71,3.18,7.1,-1.34,1.05,1.05
7,Operating Expenses,206.54,38.24,55.89,41.22,74.06,46.14,50.55,36.02,-494.7,76.91,232.05,1118,85.59,22.12,26.75,20.19,63.53,16.72,18.8,18.8
8,Operating Income,178.8,31.59,-10.4,13.27,-27.9,4.21,-5.85,26.53,-40.27,203.09,-128.37,3149,542.82,86.01,151.76,93.68,477.58,111.95,100.44,100.44
9,Interest Expense,-87.58,-,-0.21,-,-1.35,-,-1.08,-,-0.22,-0.88,-,-4.3,-0.04,-0.04,-3.15,-,-0.03,-,-0,-0
10,Interest & Investment Income,-,10.11,38.99,38.69,37.11,29.72,45.98,42.94,53.94,17.06,15.36,0.14,10.48,1.25,-,5.02,1.02,0.34,0.05,0.05
11,Currency Exchange Gain (Loss),-,-7.96,7.96,-,58.04,-90.29,90.29,-,511.65,-276.77,276.77,-,-24.36,8.01,-8.01,-,-33.25,-1.09,0.54,0.54
12,Other Non Operating Income (Expenses),6.47,-7.15,-2.72,3.24,-91.45,87.04,9.51,-10.01,-552.99,558.43,-3.43,-3.51,4.19,-4.55,-0.36,0.12,12.19,-12.46,-0.04,-0.04
13,EBT Excluding Unusual Items,97.69,26.59,33.62,55.2,-25.55,30.67,138.85,59.46,-27.89,500.93,160.33,3142,533.1,90.68,140.24,98.82,457.5,98.75,100.99,100.99
14,Gain (Loss) on Sale of Investments,-25.39,9.01,10.29,6.1,-23.64,-14.86,-13.22,-3.08,20.62,-30.04,-,-,0.1,-,-,-,-,-0.07,0.04,0.04
15,Gain (Loss) on Sale of Assets,-4.51,-0.11,4.8,-0.18,-9.49,-0.01,6.53,-0.35,-1.28,0.02,-0.02,-,-0.08,0,0.03,-,-0.19,-,-,-
16,Asset Writedown,1.32,-1.32,-0.23,0.23,-17.42,2.6,-,-,-87.02,-181.97,25.29,-25.29,1.27,-1.27,1.03,-1.03,2.15,-2.07,-0.04,-0.04
17,Other Unusual Items,-0,-14.13,0.92,13.21,13.32,-,-,-,24.21,-,-,-,1.75,-,-,-,3.41,-0.88,0.44,0.44
18,Pretax Income,69.1,20.04,49.4,74.56,-62.78,18.41,132.16,56.03,-71.36,288.94,185.6,3116,536.13,89.41,141.29,97.79,462.87,95.72,101.42,101.42
19,Income Tax Expense,3.76,-0.24,4.27,4.23,-17.39,-1.45,16.04,5.65,16.21,34.71,-10.21,434.62,81.51,7.62,21.74,15.23,66.69,14.67,15.55,15.55
20,Earnings From Continuing Operations,65.34,20.28,45.13,70.33,-45.4,19.86,116.12,50.38,-87.57,254.23,195.81,2682,454.62,81.79,119.55,82.57,396.19,81.05,85.88,85.88
21,Minority Interest in Earnings,-0.04,0.18,-0.01,-0.14,0.11,0.2,-0.18,0.45,0.07,0.44,-,-,-,-,-,-,-,-,-,-
22,Net Income,65.31,20.46,45.13,70.19,-45.29,20.06,115.94,50.83,-87.5,254.67,195.81,2682,454.62,81.79,119.55,82.57,396.19,81.05,85.88,85.88
