,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,25209,26021,32807,29331,19778,19876,16723,20543,17090,16755,Upgrade
1,Cash & Short-Term Investments,25209,26021,32807,29331,19778,19876,16723,20543,17090,16755,Upgrade
2,Cash Growth,-23.16%,-11.29%,65.87%,47.57%,18.27%,-3.25%,-2.15%,22.61%,-1.04%,-24.60%,Upgrade
3,Accounts Receivable,149.17,159.01,42.56,45.14,39.46,69.51,41.02,24.34,63.92,16.83,Upgrade
4,Other Receivables,4796,4632,5275,2091,5566,4989,9674,4945,6279,3961,Upgrade
5,Receivables,4945,4805,5317,3988,5606,5203,9715,6001,6343,3978,Upgrade
6,Inventory,96397,107122,117922,131896,135854,136383,121067,107738,95357,86402,Upgrade
7,Prepaid Expenses,4965,5612,7445,7382,6947,7880,8426,7399,15666,5635,Upgrade
8,Restricted Cash,-,-,-,-,10719,12616,10724,7526,9246,10671,Upgrade
9,Other Current Assets,62.65,75.22,115.95,128.52,3136,8685,8865,11779,69.73,4914,Upgrade
10,Total Current Assets,131579,143634,163607,172726,182040,190643,175519,160986,143772,128355,Upgrade
11,"Property, Plant & Equipment",1118,1171,1280,1031,1066,1096,1117,1109,1039,1439,Upgrade
12,Long-Term Investments,959.77,896.12,757.45,869.53,1092,1187,840.41,721.09,739.37,948.93,Upgrade
13,Long-Term Deferred Tax Assets,1671,1708,1538,1877,1739,1883,1314,1243,631.56,609.53,Upgrade
14,Other Long-Term Assets,4655,4622,4580,4279,3990,3978,3948,3355,3348,2745,Upgrade
15,Total Assets,139982,152030,171763,180782,189927,198786,182739,167413,149529,134097,Upgrade
16,Accounts Payable,13016,15887,15840,18748,15747,16767,15427,13727,10187,10154,Upgrade
17,Accrued Expenses,-,645.99,-,1193,-,1018,-,-,-,-,Upgrade
18,Short-Term Debt,322.63,43.41,5637,1848,5549,2768,2920,13.14,3765,5082,Upgrade
19,Current Portion of Long-Term Debt,12896,13742,13678,12438,14571,12960,13691,13952,15325,11732,Upgrade
20,Current Portion of Leases,10.34,11.66,13.36,14.85,14.91,14.53,12.22,11.2,8.53,11.57,Upgrade
21,Current Income Taxes Payable,2417,3169,3312,4349,4466,7282,6645,6758,6198,5940,Upgrade
22,Current Unearned Revenue,34217,40829,55185,61158,72336,81804,78981,70336,63610,54619,Upgrade
23,Other Current Liabilities,7011,6978,2266,5539,3330,4974,3729,5391,3331,3019,Upgrade
24,Total Current Liabilities,69890,81306,95931,105287,116014,127586,121405,110189,102424,90557,Upgrade
25,Long-Term Debt,29491,30084,34902,35422,33722,32523,28340,26777,21083,19133,Upgrade
26,Long-Term Leases,19.77,24.49,30.1,35.95,36.48,28.2,23.91,21.82,21.26,24.59,Upgrade
27,Long-Term Deferred Tax Liabilities,2606,2487,2615,2636,2754,2892,3157,3189,2962,2869,Upgrade
28,Total Liabilities,102006,113901,133479,143381,152525,163030,152926,140177,126491,112584,Upgrade
29,Common Stock,6047,6047,6047,6047,5579,5579,5579,5579,5579,5579,Upgrade
30,Retained Earnings,27087,26432,26007,24779,24263,22390,18715,18351,16251,14824,Upgrade
31,Comprehensive Income & Other,-1415,-1176,-1427,-884,-38.56,758.82,1960,203.5,-1131,-857.96,Upgrade
32,Total Common Equity,31719,31304,30627,29942,29803,28728,26254,24133,20700,19545,Upgrade
33,Minority Interest,6257,6826,7657,7459,7598,7028,3559,3103,2339,1968,Upgrade
34,Shareholders' Equity,37976,38130,38284,37401,37401,35756,29813,27236,23039,21513,Upgrade
35,Total Liabilities & Equity,139982,152030,171763,180782,189927,198786,182739,167413,149529,134097,Upgrade
36,Total Debt,42739,43905,54260,49758,53892,48294,44986,40775,40203,35983,Upgrade
37,Net Cash (Debt),-17531,-17884,-21454,-20427,-34114,-28418,-28263,-20232,-23113,-19227,Upgrade
38,Net Cash Per Share,-4.93,-5.02,-6.03,-5.79,-9.97,-8.30,-8.26,-5.91,-6.75,-5.62,Upgrade
39,Filing Date Shares Outstanding,3559,3559,3559,3559,3559,3423,3423,3423,3423,3423,Upgrade
40,Total Common Shares Outstanding,3559,3559,3559,3559,3423,3423,3423,3423,3423,3423,Upgrade
41,Working Capital,61689,62329,67676,67438,66026,63056,54114,50797,41347,37798,Upgrade
42,Book Value Per Share,8.91,8.79,8.60,8.41,8.71,8.39,7.67,7.05,6.05,5.71,Upgrade
43,Tangible Book Value,31719,31304,30627,29942,29803,28728,26254,24133,20700,19545,Upgrade
44,Tangible Book Value Per Share,8.91,8.79,8.60,8.41,8.71,8.39,7.67,7.05,6.05,5.71,Upgrade
45,Buildings,-,1078,-,890.7,-,889.52,-,869.7,-,1135,Upgrade
46,Machinery,-,135.5,-,111.75,-,112.1,-,100.08,-,97.14,Upgrade
47,Leasehold Improvements,-,3.95,-,3.89,-,3.56,-,3.66,-,3.9,Upgrade
