,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,21852,29236,27172,27696,29796,28093,25738,26800,16109,17533,Upgrade
1,Revenue Growth (YoY),-19.58%,5.56%,-8.81%,-1.41%,15.77%,4.82%,59.77%,52.85%,45.69%,49.88%,Upgrade
2,Cost of Revenue,19744,25825,22737,22224,24319,21756,19675,20423,10845,11881,Upgrade
3,Gross Profit,2108,3411,4435,5472,5477,6336,6063,6377,5265,5652,Upgrade
4,"Selling, General & Admin",1009,1086,1362,1262,1296,1488,1243,1410,1029,1201,Upgrade
5,Other Operating Expenses,-79.37,-17.78,-19.55,-18.63,-174.05,-60.15,-46.34,-44.47,-16.31,-7,Upgrade
6,Operating Expenses,929.55,1069,1342,1244,1122,1428,1197,1366,1012,1194,Upgrade
7,Operating Income,1179,2342,3093,4229,4355,4909,4866,5011,4253,4458,Upgrade
8,Interest Expense,-24.34,-40.06,-25.18,-39.28,-24.12,-31.75,-22.35,-23.63,-19.5,-19.59,Upgrade
9,Interest & Investment Income,140.61,191.77,180.56,174.71,183.49,208.99,144.7,129.6,140.6,173.69,Upgrade
10,Earnings From Equity Investments,63.65,-5.33,-13.35,-220.72,-2.75,-13.24,6.07,27.93,-9.31,42.36,Upgrade
11,Currency Exchange Gain (Loss),-,-66.51,-,-3.56,-,-18.41,-,-,-,-,Upgrade
12,EBT Excluding Unusual Items,1359,2422,3235,4140,4512,5054,4994,5145,4364,4655,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-0.34,Upgrade
14,Gain (Loss) on Sale of Assets,-,0.22,-,0.18,-,0.27,-,22.55,-,0.06,Upgrade
15,Asset Writedown,-,-1534,-,-2673,-,-,100.68,-,8.12,72.18,Upgrade
16,Other Unusual Items,-,-,-,-,-,-,-,-,-,0,Upgrade
17,Pretax Income,1359,887.97,3235,1467,4512,5055,5095,5167,4373,4727,Upgrade
18,Income Tax Expense,495.26,854.19,1244,1088,1835,2401,2103,2645,2291,2862,Upgrade
19,Earnings From Continuing Operations,863.48,33.78,1991,379.24,2677,2654,2991,2523,2081,1865,Upgrade
20,Minority Interest in Earnings,21.11,548.84,-272.12,321.26,-226.95,-303.11,-291.21,-182.78,-46.6,-118.16,Upgrade
21,Net Income,884.59,582.63,1719,700.5,2450,2350,2700,2340,2035,1747,Upgrade
22,Net Income to Common,884.59,582.63,1719,700.5,2450,2350,2700,2340,2035,1747,Upgrade
23,Net Income Growth,-48.54%,-16.83%,-29.83%,-70.20%,-9.27%,0.45%,32.70%,33.96%,28.55%,51.57%,Upgrade
24,Shares Outstanding (Basic),3559,3559,3559,3526,3423,3423,3423,3423,3423,3423,Upgrade
25,Shares Outstanding (Diluted),3559,3559,3559,3526,3423,3423,3423,3423,3423,3423,Upgrade
26,Shares Change (YoY),-,0.94%,3.97%,3.00%,-,-,-,-,-,-,Upgrade
27,EPS (Basic),0.25,0.16,0.48,0.20,0.72,0.69,0.79,0.68,0.59,0.51,Upgrade
28,EPS (Diluted),0.25,0.16,0.48,0.20,0.72,0.69,0.79,0.68,0.59,0.51,Upgrade
29,EPS Growth,-48.54%,-17.60%,-32.51%,-71.04%,-9.27%,0.36%,32.78%,33.96%,28.57%,-,Upgrade
30,Free Cash Flow,2802,1637,7431,399.87,84.22,-2926,-3962,1780,-2773,-4178,Upgrade
31,Free Cash Flow Per Share,0.79,0.46,2.09,0.11,0.02,-0.85,-1.16,0.52,-0.81,-1.22,Upgrade
32,Dividend Per Share,0.028,0.099,0.046,0.135,0.051,0.243,0.067,0.227,0.064,0.175,Upgrade
33,Dividend Growth,-39.66%,-26.44%,-9.66%,-44.65%,-23.00%,7.22%,4.26%,29.40%,20.95%,78.12%,Upgrade
34,Operating Margin,5.39%,8.01%,11.38%,15.27%,14.62%,17.47%,18.91%,18.70%,26.40%,25.43%,Upgrade
35,Profit Margin,4.05%,1.99%,6.33%,2.53%,8.22%,8.37%,10.49%,8.73%,12.63%,9.96%,Upgrade
36,Free Cash Flow Margin,12.82%,5.60%,27.35%,1.44%,0.28%,-10.42%,-15.39%,6.64%,-17.21%,-23.83%,Upgrade
37,EBITDA,1228,2386,3141,4263,4390,4943,4898,5037,4300,4499,Upgrade
38,D&A For EBITDA,48.72,43.72,48.26,34.11,35.04,34.82,31.9,26.3,47.63,40.99,Upgrade
39,EBIT,1179,2342,3093,4229,4355,4909,4866,5011,4253,4458,Upgrade
