,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,458.89,507.67,508.76,579.33,631.56,697.14,670.92,732.9,646.61,688.45,Upgrade
1,Revenue,458.89,507.67,508.76,579.33,631.56,697.14,670.92,732.9,646.61,688.45,Upgrade
2,Revenue Growth (YoY),-9.80%,-12.37%,-19.44%,-16.90%,-5.87%,-4.88%,3.76%,6.46%,-7.54%,-7.55%,Upgrade
3,Cost of Revenue,247.73,270.94,288.87,338.9,359.2,421.48,379.24,421.16,356.12,398.29,Upgrade
4,Gross Profit,211.17,236.73,219.89,240.43,272.36,275.66,291.68,311.74,290.49,290.16,Upgrade
5,"Selling, General & Admin",197.55,191.4,214.71,256.62,188.29,213.6,209.99,193.03,186.56,197.25,Upgrade
6,Operating Expenses,250.99,299.33,290.02,340.17,278.04,308.38,294.39,283.45,275.3,287.84,Upgrade
7,Operating Income,-39.83,-62.6,-70.13,-99.75,-5.68,-32.72,-2.71,28.29,15.19,2.32,Upgrade
8,Interest Expense,-12.22,-12.01,-13.06,-12.26,-8.5,-5.3,-11.7,-9.88,-13.55,-12.96,Upgrade
9,Interest & Investment Income,-,1.86,-,2.18,-,2.13,-,2.61,-,3.17,Upgrade
10,Earnings From Equity Investments,-,-,-,-12.86,-13.13,-12.91,-6.76,-2.55,-9.46,-31.68,Upgrade
11,Currency Exchange Gain (Loss),-,0.3,-,0.44,-,0.52,-,0.52,-,0.05,Upgrade
12,Other Non Operating Income (Expenses),18.79,-3.28,23.65,-18.13,31.55,7.14,3.8,-2.21,4.37,-0.85,Upgrade
13,EBT Excluding Unusual Items,-33.25,-75.73,-59.54,-140.38,4.25,-41.15,-17.37,16.78,-3.45,-39.95,Upgrade
14,Gain (Loss) on Sale of Investments,-,1.4,-,43.39,-,1.25,7.09,9.24,-,-10.36,Upgrade
15,Gain (Loss) on Sale of Assets,-,-0.12,-,-0.75,-,-1.36,-,-0.51,-,-0.87,Upgrade
16,Asset Writedown,-,-5.05,-,-,-,-,-,-,-,-5.79,Upgrade
17,Other Unusual Items,-,0.38,-,48.75,-,11.7,-,24.22,-,-,Upgrade
18,Pretax Income,-33.25,-79.13,-59.54,-48.99,4.25,-29.56,-10.28,49.73,-3.45,-56.97,Upgrade
19,Income Tax Expense,-,4.23,0.02,-9.51,0.02,3.4,0.03,4.97,0.34,7.63,Upgrade
20,Earnings From Continuing Operations,-33.25,-83.36,-59.56,-39.48,4.23,-32.96,-10.31,44.76,-3.79,-64.6,Upgrade
21,Net Income to Company,-33.25,-83.36,-59.56,-39.48,4.23,-32.96,-10.31,44.76,-3.79,-64.6,Upgrade
22,Minority Interest in Earnings,6.15,25.44,9.48,1.68,-0.08,0.35,-0.14,-0.37,-0.62,-0.63,Upgrade
23,Net Income,-27.1,-57.93,-50.08,-37.79,4.15,-32.61,-10.44,44.4,-4.41,-65.23,Upgrade
24,Net Income to Common,-27.1,-57.93,-50.08,-37.79,4.15,-32.61,-10.44,44.4,-4.41,-65.23,Upgrade
25,Shares Outstanding (Basic),81,81,81,81,81,81,81,81,42,43,Upgrade
26,Shares Outstanding (Diluted),81,81,81,81,81,81,81,81,42,43,Upgrade
27,Shares Change (YoY),-,-,-,-,-,-0.30%,94.22%,86.59%,-0.00%,4.40%,Upgrade
28,EPS (Basic),-0.34,-0.72,-0.62,-0.47,0.05,-0.40,-0.13,0.55,-0.11,-1.50,Upgrade
29,EPS (Diluted),-0.34,-0.72,-0.62,-0.47,0.05,-0.40,-0.13,0.55,-0.11,-1.51,Upgrade
30,Free Cash Flow,82.04,55.53,-20.54,294.19,-92.22,67.61,76.05,171.65,51,149.97,Upgrade
31,Free Cash Flow Per Share,1.02,0.69,-0.25,3.64,-1.14,0.84,0.94,2.12,1.23,3.46,Upgrade
32,Operating Margin,-8.68%,-12.33%,-13.78%,-17.22%,-0.90%,-4.69%,-0.40%,3.86%,2.35%,0.34%,Upgrade
33,Profit Margin,-5.91%,-11.41%,-9.84%,-6.52%,0.66%,-4.68%,-1.56%,6.06%,-0.68%,-9.47%,Upgrade
34,Free Cash Flow Margin,17.88%,10.94%,-4.04%,50.78%,-14.60%,9.70%,11.34%,23.42%,7.89%,21.78%,Upgrade
35,EBITDA,-32.74,-122.44,-60.38,-165.75,84.07,-24.42,7.01,37.28,26.03,-74.32,Upgrade
36,D&A For EBITDA,7.08,-59.84,9.75,-66,89.75,8.3,9.72,8.99,10.84,-76.64,Upgrade
37,EBIT,-39.83,-62.6,-70.13,-99.75,-5.68,-32.72,-2.71,28.29,15.19,2.32,Upgrade
