,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,175,188,170,192,200,191,226,222,293,242,242,254,272,320,308,221,257,367,114,173,428,Upgrade
1,Market Cap Growth,-1.68%,-1.68%,-24.79%,-13.70%,-31.68%,-21.10%,-6.56%,-12.50%,7.65%,-24.41%,-21.50%,14.72%,6.15%,-12.90%,169.31%,28.03%,-39.97%,-28.30%,-75.73%,-56.39%,36.11%,Upgrade
2,Enterprise Value,333,340,134,351,360,353,388,395,466,413,413,429,447,483,472,392,427,592,339,336,591,Upgrade
3,Last Close Price,0.22,0.23,0.21,0.24,0.25,0.24,0.28,0.28,0.37,0.30,0.30,0.32,0.34,0.41,0.39,0.28,0.33,0.47,0.14,0.20,0.49,Upgrade
4,PE Ratio,-,-,-,-160.17,-89.28,-,-,-,-28.76,-18.57,-,-,-,-,-,-42.77,-,-,-,-,-,Upgrade
5,PS Ratio,2.76,2.96,2.54,3.27,3.37,3.10,3.77,3.09,4.47,3.70,3.86,4.39,4.53,4.91,4.49,3.11,3.55,5.26,1.54,2.22,5.09,Upgrade
6,PB Ratio,6.45,6.45,5.84,6.13,6.42,6.47,6.89,6.77,9.30,7.67,7.32,7.68,-,7.17,6.36,4.57,-,7.09,2.51,3.79,-,Upgrade
7,P/FCF Ratio,-,-,-,48.45,101.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,48.45,101.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,5.27,5.38,2.00,5.99,6.04,5.74,6.48,5.49,7.11,6.32,6.59,7.42,7.44,7.42,6.87,5.50,5.91,8.49,4.57,4.32,7.04,Upgrade
10,EV/EBITDA Ratio,-,-,-,-298.88,-196.59,-,-,-,-47.92,-33.02,-,-,-,-,-,-54.61,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-190.20,-146.31,-,-,-,-45.89,-31.94,-,-,-,-,-,-47.44,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,-171.85,-,-,88.70,181.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,0.01,0.01,0.01,0.02,0.02,0.08,0.11,0.11,0.17,0.17,0.18,0.18,-,0.16,0.17,0.17,-,0.31,1.55,1.55,-,Upgrade
14,Debt / EBITDA Ratio,0.33,-,-,0.21,0.21,-,-,-,1.51,1.84,-,-,-,-,-,6.51,-,-,-,-,-,Upgrade
15,Debt / FCF Ratio,-,-,-,0.19,0.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Asset Turnover,0.82,0.88,1.13,1.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
17,Inventory Turnover,10.06,13.54,17.00,23.87,12.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Quick Ratio,1.24,1.24,1.24,1.52,1.52,1.32,-,1.44,-,1.05,-,1.33,-,1.44,-,1.98,-,1.31,-,0.57,-,Upgrade
