,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,389.95,569.64,530.2,524.33,530.56,619.6,808.37,840.75,1005,1360,Upgrade
1,Short-Term Investments,413.21,305.61,312.33,307.19,435.63,459.85,741.94,728.67,834.28,153.74,Upgrade
2,Cash & Short-Term Investments,803.16,875.26,842.53,831.51,966.19,1079,1550,1569,1839,1514,Upgrade
3,Cash Growth,-4.67%,5.26%,-12.80%,-22.97%,-37.68%,-31.22%,-15.72%,3.66%,-9.15%,-18.89%,Upgrade
4,Accounts Receivable,120.14,113.24,120.99,98.27,96.39,104.52,126.02,104.52,104.17,83.97,Upgrade
5,Receivables,120.14,113.24,120.99,98.27,96.39,104.52,126.02,104.52,104.17,83.97,Upgrade
6,Inventory,70.99,63.66,76.89,79.05,99.32,94.61,119.52,89.43,106.14,95.04,Upgrade
7,Prepaid Expenses,109.3,118.78,155.42,142.95,184.49,191.19,277.08,252.47,315.07,256.83,Upgrade
8,Total Current Assets,1104,1171,1196,1152,1346,1470,2073,2016,2365,1950,Upgrade
9,"Property, Plant & Equipment",2663,2907,3149,3091,3359,3805,4278,4889,4481,4650,Upgrade
10,Long-Term Investments,85.28,85.28,66.25,66.49,70.86,78,31.5,0.3,0.29,0.41,Upgrade
11,Goodwill,1012,1012,1034,1017,1057,1107,1308,1353,1373,1453,Upgrade
12,Long-Term Accounts Receivable,196.15,235.85,284.59,290.61,290.76,368.72,423.41,335.01,293.95,217.86,Upgrade
13,Long-Term Deferred Tax Assets,86.89,86.68,94.25,86.19,83.14,92.08,112.32,121.66,133.22,129.2,Upgrade
14,Other Long-Term Assets,4730,4708,5105,5088,5351,5593,5773,5463,5111,4719,Upgrade
15,Total Assets,9876,10206,10929,10791,11559,12513,13999,14178,13757,13119,Upgrade
16,Accounts Payable,461.76,442.93,716.28,661.43,681.73,580.31,1086,993.81,1298,878.36,Upgrade
17,Accrued Expenses,1068,336.42,1061,327.64,1020,251.68,1129,251.77,1010,192.7,Upgrade
18,Short-Term Debt,-,713,713,713,713,713,713,713,713,713,Upgrade
19,Current Portion of Long-Term Debt,1418,756.3,766,699.5,774.09,776.54,699.8,699.28,699.75,773.22,Upgrade
20,Current Portion of Leases,414.1,461.28,563.83,625.6,648.35,868.77,616.9,660.4,707.88,698.67,Upgrade
21,Current Income Taxes Payable,60.21,51.42,16.09,9.05,6.6,10.18,23.99,22.95,25.66,10.12,Upgrade
22,Current Unearned Revenue,131.55,122.21,165.2,169.67,206.52,228.9,238.98,238.36,264.51,275.92,Upgrade
23,Other Current Liabilities,108.85,893.75,87.43,813.13,88.59,856.78,41.26,804.11,7.24,755.66,Upgrade
24,Total Current Liabilities,3662,3777,4089,4019,4139,4286,4550,4384,4726,4298,Upgrade
25,Long-Term Leases,1968,2213,2493,2501,2831,3256,3865,4354,3748,3766,Upgrade
26,Long-Term Deferred Tax Liabilities,840.83,835.26,904.09,896.37,929.4,967.8,990.54,971.25,930,846.37,Upgrade
27,Total Liabilities,6471,6825,7486,7416,7899,8510,9406,9709,9404,8910,Upgrade
28,Common Stock,168.62,168.62,168.62,168.62,168.62,168.62,168.62,168.62,168.62,168.62,Upgrade
29,Additional Paid-In Capital,-,1827,1827,1827,1827,1827,1827,1827,1827,1827,Upgrade
30,Retained Earnings,-,856.82,845.17,843.51,998.24,1164,1689,1648,1673,1877,Upgrade
31,Comprehensive Income & Other,3236,528.04,602.65,536.25,665.67,843.63,909.66,825.32,684.37,336.96,Upgrade
32,Total Common Equity,3405,3380,3443,3375,3659,4003,4594,4468,4353,4209,Upgrade
33,Shareholders' Equity,3405,3380,3443,3375,3659,4003,4594,4468,4353,4209,Upgrade
34,Total Liabilities & Equity,9876,10206,10929,10791,11559,12513,13999,14178,13757,13119,Upgrade
35,Total Debt,3800,4143,4536,4539,4966,5614,5895,6427,5869,5951,Upgrade
36,Net Cash (Debt),-2997,-3268,-3693,-3707,-4000,-4535,-4345,-4858,-4030,-4437,Upgrade
37,Net Cash Per Share,-1.78,-1.94,-2.19,-2.20,-2.37,-2.69,-2.58,-2.88,-2.39,-2.63,Upgrade
38,Filing Date Shares Outstanding,1686,1686,1686,1686,1686,1686,1686,1686,1686,1686,Upgrade
39,Total Common Shares Outstanding,1686,1686,1686,1686,1686,1686,1686,1686,1686,1686,Upgrade
40,Working Capital,-2559,-2606,-2893,-2867,-2793,-2816,-2477,-2368,-2361,-2348,Upgrade
41,Book Value Per Share,2.02,2.00,2.04,2.00,2.17,2.37,2.72,2.65,2.58,2.50,Upgrade
42,Tangible Book Value,2393,2368,2409,2358,2602,2896,3286,3115,2980,2756,Upgrade
43,Tangible Book Value Per Share,1.42,1.40,1.43,1.40,1.54,1.72,1.95,1.85,1.77,1.63,Upgrade
44,Buildings,-,563.57,-,566.61,-,626.06,-,672.68,-,722.93,Upgrade
45,Machinery,-,194.54,-,236.3,-,281.57,-,342.3,-,322.56,Upgrade
46,Construction In Progress,-,19.73,-,25.96,-,21.71,-,22.35,-,22.58,Upgrade
47,Leasehold Improvements,-,1410,-,1417,-,1737,-,2319,-,2214,Upgrade
