,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,98.03,93.71,148.24,202.06,142.38,180.85,122.56,139.6,330.07,243.31
1,Short-Term Investments,62.05,36.25,89.35,-,17.24,-,22.1,-,47.84,-
2,Cash & Short-Term Investments,160.08,129.96,237.59,202.06,159.63,180.85,144.66,139.6,377.9,243.31
3,Cash Growth,-32.62%,-35.68%,48.84%,11.72%,10.35%,29.55%,-61.72%,-42.62%,77.89%,-30.72%
4,Accounts Receivable,777.99,791.82,962.74,871.55,770.82,393,123.27,275.06,177.69,220.22
5,Other Receivables,-,40.63,8.07,14.92,6.01,41.48,-,7.05,-,17.27
6,Receivables,777.99,832.45,970.81,886.47,776.83,434.49,123.27,282.11,177.69,237.49
7,Inventory,45.9,57.83,51.63,49.44,56.2,51.16,40.04,29.38,34.37,17.27
8,Other Current Assets,-,2.54,-,13.28,-,10.27,-,10.2,-,4.55
9,Total Current Assets,983.97,1023,1260,1151,992.66,676.77,307.97,461.29,589.97,502.61
10,"Property, Plant & Equipment",3098,2991,2853,2726,2563,2379,2192,2070,1981,991.74
11,Long-Term Investments,383.77,95.01,36.88,-,-,-,-,-,-,-
12,Long-Term Accounts Receivable,7.84,9.3,-,-,-,-,-,-,-,-
13,Long-Term Deferred Tax Assets,49.69,46.63,38.65,40.13,-,-,-,-,-,-
14,Other Long-Term Assets,124.22,164.2,159.77,162.55,162.07,181.92,167.59,144.23,71.19,182.99
15,Total Assets,4647,4329,4349,4080,3718,3238,2667,2675,2642,1677
16,Accounts Payable,176.51,139.42,137.44,109.3,89.25,81.69,73.81,65.52,62.16,55.44
17,Accrued Expenses,-,-,-,76.71,-,64.8,-,61.81,-,40.91
18,Short-Term Debt,-,-,-,-,-,-,-,-,182.78,211.43
19,Current Portion of Long-Term Debt,875.97,683.85,1268,695.97,541.06,221.02,45,125.86,-,-
20,Current Portion of Leases,0.65,1.3,1.29,1.28,1.26,1.25,0.92,1.82,2.39,3.2
21,Current Income Taxes Payable,15.66,43.81,-,35.27,27.68,-,24.71,27.02,17.53,1.05
22,Current Unearned Revenue,-,-,1.64,25.29,10.54,19.59,-,6.13,0.2,18.4
23,Other Current Liabilities,300.84,334.05,430.71,507.21,561.32,338.08,290.84,218.08,653.17,60.59
24,Total Current Liabilities,1370,1202,1839,1451,1231,726.42,435.28,506.24,918.24,391.01
25,Long-Term Debt,220,230,-,90,301,301,351,251,-,-
26,Long-Term Leases,-,-,0.65,1.3,1.94,2.58,-,-,0.92,1.82
27,Long-Term Deferred Tax Liabilities,8.64,15.05,26.63,28.02,17.99,16.81,25.65,30,32.72,35.35
28,Other Long-Term Liabilities,75.69,93.58,48.06,47.01,45.98,423.07,303.99,369.04,366.09,38.91
29,Total Liabilities,1674,1541,1914,1617,1598,1470,1116,1156,1318,467.1
30,Common Stock,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14
31,Additional Paid-In Capital,90.39,162.89,162.89,341.55,341.55,390.61,390.61,443.76,480.36,480.36
32,Retained Earnings,2656,2398,2045,1894,1551,1150,934.08,848.57,616.9,503.09
33,Comprehensive Income & Other,212.66,212.66,212.66,212.66,212.66,212.66,212.66,212.66,212.66,212.66
34,Shareholders' Equity,2973,2788,2435,2463,2120,1768,1551,1519,1324,1210
35,Total Liabilities & Equity,4647,4329,4349,4080,3718,3238,2667,2675,2642,1677
36,Total Debt,1097,915.15,1270,788.55,845.26,525.84,396.92,378.69,186.09,216.45
37,Net Cash (Debt),-936.55,-785.19,-1032,-586.49,-685.63,-344.99,-252.26,-239.09,191.81,26.86
38,Net Cash Growth,-,-,-,-,-,-,-,-,52.64%,-81.16%
39,Net Cash Per Share,-0.59,-0.49,-0.64,-0.37,-0.43,-0.22,-0.16,-0.15,0.12,0.02
40,Filing Date Shares Outstanding,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
41,Total Common Shares Outstanding,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
42,Working Capital,-385.67,-179.66,-578.61,-299.78,-238.44,-49.65,-127.31,-44.95,-328.27,111.6
43,Book Value Per Share,1.86,1.74,1.52,1.54,1.32,1.10,0.97,0.95,0.83,0.76
44,Tangible Book Value,2973,2788,2435,2463,2120,1768,1551,1519,1324,1210
45,Tangible Book Value Per Share,1.86,1.74,1.52,1.54,1.32,1.10,0.97,0.95,0.83,0.76
46,Buildings,-,304.21,-,293.1,-,188.75,-,186.79,-,140.06
47,Machinery,-,1092,-,1052,-,900.02,-,760.89,-,624.57
48,Construction In Progress,-,90.1,-,92.67,-,132.28,-,40.64,-,15.31
