,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,868.2,1068,647.38,879.13,904.9,857.3,684.1,772.11,630.5,426.67
1,Revenue Growth (YoY),34.11%,21.51%,-28.46%,2.55%,32.28%,11.03%,8.50%,80.96%,63.56%,10.46%
2,Cost of Revenue,387.2,440.24,331.09,332.96,333.44,322.14,300.78,366.24,320.36,210.47
3,Gross Profit,481,628,316.29,546.17,571.46,535.17,383.32,405.87,310.14,216.2
4,"Selling, General & Admin",117.82,134.55,96.93,94.73,88.67,96.78,91.25,119.43,107.43,77.23
5,Other Operating Expenses,-,3.38,-,2.03,-,1.95,-,1.78,0.09,2.41
6,Operating Expenses,117.82,137.93,96.93,96.76,88.67,98.72,91.25,121.21,107.51,79.64
7,Operating Income,363.18,490.07,219.36,449.41,482.8,436.44,292.06,284.66,202.63,136.57
8,Interest Expense,-28.77,-16.1,-16.56,-11.6,-15.3,-10.78,-10.33,-7.18,-12.18,-1.05
9,Interest & Investment Income,0.25,1.17,0.43,0.72,0.55,0.2,0.71,1.31,3.64,2.8
10,Earnings From Equity Investments,-5.24,-3.04,-,-,-,-,-,-,-,-
11,Currency Exchange Gain (Loss),-2.17,-0.35,-3.83,1.39,-3.67,0.02,3.46,4.43,-4.49,0.26
12,Other Non Operating Income (Expenses),-22.84,-35.26,-17.47,-42.74,17.06,2.43,7.26,14.14,14.24,-8.69
13,EBT Excluding Unusual Items,304.41,436.5,181.92,397.18,481.44,428.32,293.17,297.35,203.83,129.89
14,Gain (Loss) on Sale of Assets,0.04,-10.05,1.14,-1.06,-1.49,-0.44,-0.01,-2.49,0.1,9.15
15,Asset Writedown,-,-4.3,-,-0.1,-,-1.1,-,-0.03,-,0.01
16,Other Unusual Items,-,-,-,-11.53,-8.88,-174.77,-133.75,-15.62,-,13.5
17,Pretax Income,304.44,422.15,183.06,384.48,471.07,252.02,159.41,280.45,203.93,152.55
18,Income Tax Expense,46.86,68.73,32.28,41.68,69.91,35.76,73.9,85.38,53.53,51.16
19,Earnings From Continuing Operations,257.59,353.42,150.78,342.8,401.15,216.26,85.51,195.07,150.41,101.38
20,Net Income,257.59,353.42,150.78,342.8,401.15,216.26,85.51,195.07,150.41,101.38
21,Net Income to Common,257.59,353.42,150.78,342.8,401.15,216.26,85.51,195.07,150.41,101.38
22,Net Income Growth,70.84%,3.10%,-62.41%,58.52%,369.11%,10.86%,-43.14%,92.42%,28.95%,10.57%
23,Shares Outstanding (Basic),1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
24,Shares Outstanding (Diluted),1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
25,Shares Change (YoY),-,-,-,-,-,-,-,-,-,28.36%
26,EPS (Basic),0.16,0.22,0.09,0.21,0.25,0.14,0.05,0.12,0.09,0.06
27,EPS (Diluted),0.16,0.22,0.09,0.21,0.25,0.14,0.05,0.12,0.09,0.06
28,EPS Growth,70.84%,3.10%,-62.41%,58.52%,369.11%,10.86%,-43.14%,92.42%,28.95%,-13.84%
29,Free Cash Flow,-132.56,175.89,-278.37,-184.36,-109.37,-40.03,138.1,57.71,192.22,-62.55
30,Free Cash Flow Per Share,-0.08,0.11,-0.17,-0.12,-0.07,-0.03,0.09,0.04,0.12,-0.04
31,Operating Margin,41.83%,45.88%,33.88%,51.12%,53.35%,50.91%,42.69%,36.87%,32.14%,32.01%
32,Profit Margin,29.67%,33.08%,23.29%,38.99%,44.33%,25.23%,12.50%,25.27%,23.86%,23.76%
33,Free Cash Flow Margin,-15.27%,16.47%,-43.00%,-20.97%,-12.09%,-4.67%,20.19%,7.47%,30.49%,-14.66%
34,EBITDA,371.14,642.2,227.72,579.16,487.41,548.65,296.57,393.04,209.1,188.85
35,D&A For EBITDA,7.96,152.13,8.36,129.75,4.62,112.21,4.5,108.38,6.47,52.28
36,EBIT,363.18,490.07,219.36,449.41,482.8,436.44,292.06,284.66,202.63,136.57
