,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,349.87,538.32,483.15,586.76,667.2,557.1,693.3,615.63,552.02,511.05,Upgrade
1,Short-Term Investments,245.92,102.66,203.48,60,30.76,-,42.33,23.26,17.8,3.14,Upgrade
2,Cash & Short-Term Investments,595.79,640.98,686.63,646.76,697.96,557.1,735.63,638.89,569.82,514.19,Upgrade
3,Cash Growth,-13.23%,-0.89%,-1.62%,16.09%,-5.12%,-12.80%,29.10%,24.25%,-10.44%,-3.31%,Upgrade
4,Accounts Receivable,9.38,20.46,18.9,10.29,14.65,19.53,11.91,8.3,7.84,4.26,Upgrade
5,Other Receivables,20.23,14.81,17.7,17.94,18.95,61.74,24.86,39.74,73.65,32.79,Upgrade
6,Receivables,29.61,35.27,36.6,28.23,33.59,81.27,36.76,48.05,81.49,37.05,Upgrade
7,Inventory,57.96,52.65,52.8,55.62,52.35,57.28,49.59,46.01,46.47,50.83,Upgrade
8,Prepaid Expenses,33.13,19.69,25.43,17.94,25.67,22.35,26.12,18.58,22.79,16.47,Upgrade
9,Other Current Assets,54.63,47.81,45.37,43.9,55.97,51.48,54.15,50.77,45.58,50.09,Upgrade
10,Total Current Assets,771.13,796.4,846.83,792.45,865.54,769.48,902.26,802.29,766.15,668.62,Upgrade
11,"Property, Plant & Equipment",1410,1389,1411,1437,1415,1492,1451,1565,1707,1947,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,-,-,11.6,15.82,Upgrade
13,Goodwill,1,1,1,1,1,1,1,1,1,1,Upgrade
14,Long-Term Accounts Receivable,-,-,11.8,-,-,0.61,1.7,2.77,3.83,-,Upgrade
15,Long-Term Deferred Tax Assets,0.59,0.7,4.91,4.07,4.49,5.34,0.04,3.94,0.02,0.02,Upgrade
16,Other Long-Term Assets,67.3,60.3,64.2,68.48,69.97,68.8,70.77,72.74,78.68,76.73,Upgrade
17,Total Assets,2250,2248,2340,2303,2356,2337,2427,2448,2568,2709,Upgrade
18,Accounts Payable,143.78,128.82,125.76,125.82,134.56,106.18,132.21,107.83,102.38,108.91,Upgrade
19,Accrued Expenses,0.7,0.61,2.6,1.9,-,1.18,-,-,-,-,Upgrade
20,Current Portion of Leases,372.11,389.91,402.74,393.58,394.19,410.07,409.82,433.32,442.29,479.85,Upgrade
21,Current Income Taxes Payable,6.64,6.21,6.25,0.41,11.87,0.04,0.12,0.02,0.02,-,Upgrade
22,Current Unearned Revenue,7.94,5.51,6.6,5.68,7.45,6.52,7.07,10.59,12.48,9.35,Upgrade
23,Other Current Liabilities,396.54,327.28,365.11,289.84,348.64,258.33,355.38,260.15,357.53,317.53,Upgrade
24,Total Current Liabilities,927.69,858.34,909.06,817.22,896.7,782.32,904.61,811.9,914.69,915.65,Upgrade
25,Long-Term Leases,604.94,652.27,704.36,732.88,702.6,776.16,698.78,785.22,849.26,981.51,Upgrade
26,Long-Term Deferred Tax Liabilities,0.22,0.12,0.12,0.08,0.11,1.09,1.35,1.8,5.13,14.04,Upgrade
