,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,86.82,86.12,87.74,79.7,66.01,30.8,-,-,-,-
1,Other Revenue,-,-,-,-,-,-,-,-0.85,0.85,5.08
2,Revenue,86.82,86.12,87.74,79.7,66.01,30.8,-,-0.85,0.85,5.08
3,Revenue Growth (YoY),-1.05%,8.06%,32.93%,158.78%,-,-,-,-,110.70%,-
4,Cost of Revenue,43.07,42.71,42.93,44.07,42.88,21.75,-,-,-,-
5,Gross Profit,43.75,43.41,44.81,35.63,23.13,9.05,-,-0.85,0.85,5.08
6,"Selling, General & Admin",135.41,114.38,138.86,195.27,175.37,220.97,151.28,163.56,81.01,47.34
7,Research & Development,151.01,197.09,216.53,211.93,195.89,228.89,185.51,142.95,82.27,81.85
8,Other Operating Expenses,-2.15,-6.45,-2.05,-15.28,-7.25,-2.22,-3.66,-1.92,-,-
9,Operating Expenses,284.26,305.02,353.34,391.93,364.01,447.64,333.12,304.59,163.27,129.19
10,Operating Income,-240.52,-261.62,-308.53,-356.3,-340.88,-438.59,-333.12,-305.43,-162.43,-124.11
11,Interest Expense,-6.05,-6.83,-5.58,-4.09,-2.7,-2.16,-0.54,-0.48,-0.29,-0.47
12,Interest & Investment Income,13.3,18.94,15.09,11.14,5.4,6.36,1.93,3.32,0.13,1.67
13,Currency Exchange Gain (Loss),-7,44.07,-81.39,-67.46,-91.08,10.44,4.4,30.8,-1.9,-0.71
14,Other Non Operating Income (Expenses),-,-,-,-,-,-0.34,51.49,456.72,-491.55,-151.78
15,EBT Excluding Unusual Items,-240.27,-205.44,-380.42,-416.71,-429.25,-424.28,-275.84,184.92,-656.05,-275.39
16,Gain (Loss) on Sale of Assets,-,-0.93,-,-0.17,-,-0.12,-,-,-,-
17,Asset Writedown,-,-181.21,-,-,-,-,-,-,-,-
18,Other Unusual Items,-,-,-,-,-,2.77,-4.86,-1199,6.02,-
19,Pretax Income,-240.27,-387.58,-380.42,-416.88,-429.25,-421.63,-280.7,-1014,-650.03,-275.39
20,Net Income,-240.27,-387.58,-380.42,-416.88,-429.25,-421.63,-280.7,-1014,-650.03,-275.39
21,Net Income to Common,-240.27,-387.58,-380.42,-416.88,-429.25,-421.63,-280.7,-1014,-650.03,-275.39
22,Shares Outstanding (Basic),413,412,411,412,408,404,395,199,65,65
23,Shares Outstanding (Diluted),413,412,411,412,408,404,395,199,65,65
24,Shares Change (YoY),0.48%,0.03%,0.67%,1.90%,3.29%,103.55%,505.86%,205.45%,0.40%,-
25,EPS (Basic),-0.58,-0.94,-0.93,-1.01,-1.05,-1.04,-0.71,-5.11,-9.96,-4.24
26,EPS (Diluted),-0.58,-0.94,-0.93,-1.01,-1.05,-1.04,-0.71,-5.11,-9.96,-4.24
27,Free Cash Flow,-191.07,-166.04,-244.79,-215.9,-397.69,-316.1,-318.18,-200.72,-184.52,-168.67
28,Free Cash Flow Per Share,-0.46,-0.40,-0.60,-0.52,-0.97,-0.78,-0.80,-1.01,-2.83,-2.59
29,Operating Margin,-277.04%,-303.79%,-351.64%,-447.08%,-516.42%,-1424.14%,-,-,-19176.62%,-2442.55%
30,Profit Margin,-276.76%,-450.07%,-433.57%,-523.10%,-650.32%,-1369.07%,-,-,-76744.86%,-5419.96%
31,Free Cash Flow Margin,-220.09%,-192.80%,-279.00%,-270.91%,-602.50%,-1026.40%,-,-,-21785.01%,-3319.52%
32,EBITDA,-204.92,-225.48,-270.22,-323.8,-305.73,-414.83,-323.87,-297.66,-156.39,-118.39
33,D&A For EBITDA,35.59,36.14,38.32,32.51,35.14,23.76,9.25,7.78,6.04,5.72
34,EBIT,-240.52,-261.62,-308.53,-356.3,-340.88,-438.59,-333.12,-305.43,-162.43,-124.11
35,Advertising Expenses,50.56,-,26.8,-,27.01,-,5.49,-,-,-
