,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,869.03,1006,1273,1383,1520,1834,2206,2631,860.2,254.87
1,Short-Term Investments,-,5.53,-,5.54,-,0.7,-,0.86,1.98,0.09
2,Trading Asset Securities,-,-,-,-,30.22,-,-,-,-,-
3,Cash & Short-Term Investments,869.03,1011,1273,1389,1550,1835,2206,2631,862.17,254.95
4,Cash Growth,-31.73%,-27.18%,-17.88%,-24.32%,-29.75%,-30.26%,155.90%,932.14%,-,-
5,Accounts Receivable,-,-,-,5.31,6.05,-,-,-,-,-
6,Other Receivables,12.02,5.92,18.1,27.39,12.89,15.83,46.59,9.75,-,-
7,Receivables,12.02,5.92,18.1,32.7,42.62,15.83,46.59,9.75,-,-
8,Inventory,50.61,34.78,41.06,40.16,26.41,31.4,15.21,0.96,-,-
9,Restricted Cash,-,-,-,-,-,-,-,3.26,3.54,3.49
10,Other Current Assets,12.7,15.34,9.16,23.43,17.66,12.72,-,1.93,5.18,2.9
11,Total Current Assets,944.37,1067,1341,1485,1637,1895,2268,2647,870.89,261.34
12,"Property, Plant & Equipment",304.59,341.13,371.48,393.22,373.49,365.68,333.13,307.86,267.51,202.72
13,Other Intangible Assets,717.14,711.22,916.66,893.68,849.8,816.29,822.45,774.97,835.94,156.95
14,Other Long-Term Assets,13.73,26.27,23.04,19.28,35.08,39.6,60.97,49.3,50.29,47.62
15,Total Assets,1980,2146,2652,2791,2895,3117,3485,3779,2025,668.62
16,Accounts Payable,51.35,53.67,42.45,71.16,57.58,72.08,45.32,24.38,6.74,7.7
17,Accrued Expenses,38.15,51.03,44.2,75.49,58.69,88.26,62.07,55.68,36.83,29.34
18,Short-Term Debt,170,90,202.3,137.3,-,-,-,-,-,-
19,Current Portion of Long-Term Debt,22.5,15,11,5,8.5,5,2.5,-,-,-
20,Current Portion of Leases,13.58,16.01,13.93,10.6,13.84,15.19,14.1,10.88,10.14,10.1
21,Current Unearned Revenue,23.76,31.42,26.15,1,0.44,1.44,1.12,6.79,4.56,1.06
22,Other Current Liabilities,4.09,7.34,8.51,10.29,26.29,16.93,72.27,139.32,141.83,74.62
23,Total Current Liabilities,323.43,264.47,348.55,310.84,165.35,198.9,197.38,237.05,200.09,122.82
24,Long-Term Debt,141.1,157.5,124,92.5,89,95,97.5,100,2737,1471
25,Long-Term Leases,33.35,40.29,39.4,33.73,38.68,31.85,11.96,12.71,12.12,16.86
26,Total Liabilities,497.88,462.26,511.96,437.06,293.03,325.75,306.84,349.76,2950,1611
27,Common Stock,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0
28,Additional Paid-In Capital,6081,6081,6081,6081,6081,6081,6024,6023,668.83,40.62
29,Retained Earnings,-5206,-4965,-4578,-4197,-3780,-3351,-2930,-2649,-1635,-985.07
30,Treasury Stock,-0,-0,-0,-0,-0,-0,-0,-0,-,-
31,Comprehensive Income & Other,606.46,568.36,637.36,470.84,301.66,61.37,82.96,55.54,41.25,2.11
32,Shareholders' Equity,1482,1684,2140,2354,2602,2791,3178,3430,-925.02,-942.34
33,Total Liabilities & Equity,1980,2146,2652,2791,2895,3117,3485,3779,2025,668.62
34,Total Debt,380.53,318.8,390.64,279.13,150.02,147.04,126.07,123.59,2760,1498
35,Net Cash (Debt),488.5,692.65,882.26,1110,1400,1688,2080,2508,-1898,-1243
36,Net Cash Growth,-44.63%,-37.59%,-36.98%,-34.26%,-32.70%,-32.69%,-,-,-,-
37,Net Cash Per Share,1.18,1.68,2.15,2.69,3.43,4.18,5.26,12.63,-29.08,-19.13
38,Filing Date Shares Outstanding,404.23,401.56,400.6,400.2,399.77,396.79,390.09,377.07,376.18,65
39,Total Common Shares Outstanding,404.23,401.56,400.6,400.2,399.77,396.79,390.09,377.07,111.31,65
40,Working Capital,620.94,803.02,992.65,1174,1471,1696,2071,2410,670.8,138.52
41,Book Value Per Share,3.67,4.19,5.34,5.88,6.51,7.03,8.15,9.10,-8.31,-14.50
42,Tangible Book Value,764.81,972.62,1224,1461,1752,1975,2355,2655,-1761,-1099
43,Tangible Book Value Per Share,1.89,2.42,3.05,3.65,4.38,4.98,6.04,7.04,-15.82,-16.91
44,Machinery,216.72,216.21,216.89,189.32,150.1,147.47,71.15,66.34,56.51,41.03
45,Construction In Progress,1.23,0.85,5.49,32.9,33.89,17.16,242.68,217.52,183.36,123.55
46,Leasehold Improvements,235.04,234.76,236.31,234.66,211.44,208.38,28.53,25.6,24.99,24.77
