,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Interest and Dividend Income,26.3,25.73,28.07,26.79,26.13,-,25.5,-,16.74,13.83,Upgrade
1,Total Interest Expense,1.88,1.88,1.88,1.68,1.56,-,1.22,-,1.35,2,Upgrade
2,Net Interest Income,24.43,23.85,26.19,25.12,24.57,-,24.28,-,15.39,11.83,Upgrade
3,Brokerage Commission,4.65,6.39,4.69,3.17,3.63,-,7.48,-,5.03,5.58,Upgrade
4,Trading & Principal Transactions,-,-,-,0.25,-,-,-,-,-,1.11,Upgrade
5,Asset Management Fee,0.81,1.47,0.69,-,-,-,-,-,5.13,-5.36,Upgrade
6,Underwriting & Investment Banking Fee,2.85,3.07,3.2,5.94,5.32,-,4.81,-,1,12.57,Upgrade
7,Other Revenue,2.28,0.96,3.88,2.17,1.03,-,0.36,-,5.02,1.82,Upgrade
8,Revenue,35.02,35.75,38.64,36.65,34.53,-,36.93,-,31.58,27.55,Upgrade
9,Revenue Growth (YoY),-9.38%,-2.46%,11.90%,-,-6.48%,-,16.94%,-,44.87%,49.07%,Upgrade
10,Salaries & Employee Benefits,20.79,23.49,33.93,20.98,22.08,-,18.96,-,19.13,18.93,Upgrade
11,Cost of Services Provided,2.85,4.88,2.88,1.04,1.98,-,2.84,-,2.18,-0.41,Upgrade
12,Other Operating Expenses,11.8,14.82,12.9,14.83,15.1,-,10.87,-,10.44,16.73,Upgrade
13,Total Operating Expenses,59.74,156.26,82.5,44.81,49.49,-,10.04,-,48.75,45.07,Upgrade
14,Operating Income,-24.72,-120.51,-43.86,-8.16,-14.95,-,26.89,-,-17.17,-17.52,Upgrade
15,Currency Exchange Gains,-0.02,0.03,-0.03,-0.09,-0.04,-,0.07,-,-0.03,-0.01,Upgrade
16,Other Non-Operating Income (Expenses),-41.37,-42.35,-83.7,-108.55,-58.04,-,80.82,-,-,-23.5,Upgrade
17,EBT Excluding Unusual Items,-66.12,-162.83,-127.54,-116.74,-73,-,107.88,-,-17.21,-41.09,Upgrade
18,Impairment of Goodwill,-,-0.69,-,-,-,-,-,-,-,-,Upgrade
19,Gain (Loss) on Sale of Investments,-,1,-6.4,-0.8,10.34,-,-,-,-37.38,14.76,Upgrade
20,Other Unusual Items,0.03,0.19,0.25,1.23,0.8,-,0.07,-,-,-,Upgrade
21,Pretax Income,-65.86,-159.9,-133.69,-116.31,-61.86,-,107.92,-,-54.33,-26.27,Upgrade
22,Income Tax Expense,0.08,-5.41,0.01,-0.15,0.08,-,3.62,-,0.44,-1.23,Upgrade
23,Earnings From Continuing Ops.,-65.94,-154.49,-133.71,-116.16,-61.94,-,104.3,-,-54.77,-25.04,Upgrade
24,Earnings From Discontinued Ops.,-,-,-,-,-,-,-3.16,-,-,-,Upgrade
25,Net Income to Company,-65.94,-154.49,-133.71,-116.16,-61.94,-,101.14,-,-54.77,-25.04,Upgrade
26,Minority Interest in Earnings,0.56,0.8,-0.35,-0.16,0.16,-,-,-,-,-,Upgrade
27,Net Income,-65.38,-153.7,-134.06,-116.32,-61.77,-,101.14,-,-54.77,-25.04,Upgrade
28,Net Income to Common,-65.38,-153.7,-134.06,-116.32,-61.77,-,101.14,-,-54.77,-25.04,Upgrade
29,Shares Outstanding (Basic),2474,2473,2305,2079,2079,-,1706,-,1231,1231,Upgrade
30,Shares Outstanding (Diluted),2474,2473,2305,2079,2079,-,1726,-,1231,1231,Upgrade
31,Shares Change (YoY),7.32%,18.98%,10.88%,-,20.41%,-,40.24%,-,-,9.22%,Upgrade
32,EPS (Basic),-0.03,-0.06,-0.06,-0.06,-0.03,-,0.06,-,-0.04,-0.02,Upgrade
33,EPS (Diluted),-0.03,-0.06,-0.06,-0.06,-0.03,-,0.06,-,-0.04,-0.02,Upgrade
34,Free Cash Flow,11.53,11.75,-39.24,-59.43,-8.76,-,37.43,-,-272.29,-75.85,Upgrade
35,Free Cash Flow Per Share,0.00,0.00,-0.02,-0.03,-0.00,-,0.02,-,-0.22,-0.06,Upgrade
36,Operating Margin,-70.61%,-337.14%,-113.51%,-22.26%,-43.30%,-,72.81%,-,-54.39%,-63.60%,Upgrade
37,Profit Margin,-186.70%,-429.96%,-346.93%,-317.40%,-178.88%,-,273.91%,-,-173.45%,-90.90%,Upgrade
38,Free Cash Flow Margin,32.94%,32.88%,-101.54%,-162.17%,-25.36%,-,101.36%,-,-862.33%,-275.35%,Upgrade
