,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,16.19,17.72,25.25,32.31,51.31,74.54,79.94,64.2,50.1,70.79,Upgrade
1,Trading Asset Securities,126.47,155.13,219.71,300.6,414.95,432.47,363.14,252.07,175.6,445.87,Upgrade
2,Accounts Receivable,301.74,312.86,398.35,394.08,366.32,382.29,415.09,442.84,342.77,223.68,Upgrade
3,Other Receivables,-,22.96,-,4.45,-,41.78,53.4,92.59,-,14.43,Upgrade
4,"Property, Plant & Equipment",22.9,8.66,12.52,11.05,14.84,18.81,9.07,9.97,14.63,16.79,Upgrade
5,Goodwill,7.63,7.63,8.32,2.02,2.02,2.02,2.02,2.02,2.02,2.02,Upgrade
6,Other Intangible Assets,4.14,4.29,4.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,Upgrade
7,Investments in Debt & Equity Securities,16.44,29.14,34.29,40.69,42.07,23.17,38.18,38.18,47.05,60.41,Upgrade
8,Other Current Assets,7.85,6.4,22.99,17.85,29.72,16.89,22.84,21.02,130.14,4.09,Upgrade
9,Long-Term Deferred Tax Assets,-,0.14,-,-,-,-,-,-,-,-,Upgrade
10,Other Long-Term Assets,2.34,2.88,4.41,3.9,5.61,5.86,4.43,4.94,10.47,9.78,Upgrade
11,Total Assets,506.4,569.15,735.08,808.9,928.07,999.07,989.44,929.26,774.02,849.11,Upgrade
12,Accounts Payable,3.64,3.43,5.26,5.24,5.78,21.18,26.63,50.7,10.06,16.23,Upgrade
13,Accrued Expenses,17,6.44,13.88,3.65,20.11,2.46,7.87,5.06,7.09,3.71,Upgrade
14,Short-Term Debt,24.87,20.84,18.73,18.47,12.37,15.32,-,-,-,-,Upgrade
15,Current Portion of Long-Term Debt,-,-,6.26,5.91,-,-,-,17.3,-,-,Upgrade
16,Current Portion of Leases,4.01,6.97,7.2,5.31,6.66,6.98,4.17,5.5,2.96,6.64,Upgrade
17,Other Current Liabilities,-,16.76,0.34,14.51,-,1.56,-,3.27,-,2.26,Upgrade
18,Long-Term Debt,9,-,-,-,5.59,5.28,5.23,4.94,16.49,29.01,Upgrade
19,Long-Term Leases,-,0.9,4.01,4.12,6.09,9.42,2.45,0.88,6.68,4.41,Upgrade
20,Long-Term Deferred Tax Liabilities,0.54,0.54,0.58,0.1,0.15,0.2,4.21,0.42,0.25,0.66,Upgrade
21,Total Liabilities,59.05,55.87,60.19,61.25,63.4,72.17,55.39,90.56,44.16,63.24,Upgrade
22,Common Stock,1811,1811,1810,1760,1760,1760,1681,1680,1585,1585,Upgrade
23,Retained Earnings,-1305,-1240,-1090,-956.23,-839.93,-778.28,-696.82,-831.24,-854.08,-806.7,Upgrade
24,Comprehensive Income & Other,-57.49,-57.49,-45.38,-56.47,-55.59,-55.17,-46.01,-9.72,-1.31,7.32,Upgrade
25,Total Common Equity,448.34,513.72,674.54,747.64,864.83,926.9,937.7,839.34,729.86,785.86,Upgrade
26,Minority Interest,-0.99,-0.44,0.35,0.01,-0.16,-0.01,-3.65,-0.63,-,-,Upgrade
27,Shareholders' Equity,447.35,513.28,674.89,747.65,864.67,926.89,934.05,838.7,729.86,785.86,Upgrade
28,Total Liabilities & Equity,506.4,569.15,735.08,808.9,928.07,999.07,989.44,929.26,774.02,849.11,Upgrade
29,Total Debt,37.87,28.7,36.19,33.81,30.71,37.01,11.85,28.62,26.13,40.06,Upgrade
30,Net Cash (Debt),104.78,144.15,208.77,299.1,435.54,470,431.23,287.66,199.57,476.6,Upgrade
31,Net Cash Growth,-49.81%,-51.80%,-52.07%,-36.36%,1.00%,63.39%,116.08%,-39.64%,-63.05%,52.66%,Upgrade
32,Net Cash Per Share,0.04,0.06,0.09,0.14,0.21,-,0.25,-,0.16,0.39,Upgrade
33,Filing Date Shares Outstanding,2474,2474,2471,2079,2079,2079,1706,1705,1231,1231,Upgrade
34,Total Common Shares Outstanding,2474,2474,2471,2079,2079,2079,1706,1705,1231,1231,Upgrade
35,Working Capital,403.43,461.98,615.43,692.96,810.71,890.69,891,788.59,677.87,729.69,Upgrade
36,Book Value Per Share,0.18,0.21,0.27,0.36,0.42,0.45,0.55,0.49,0.59,0.64,Upgrade
37,Tangible Book Value,436.57,501.8,661.72,744.38,861.56,923.64,934.44,836.08,726.6,782.6,Upgrade
38,Tangible Book Value Per Share,0.18,0.20,0.27,0.36,0.41,0.44,0.55,0.49,0.59,0.64,Upgrade
