,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,183512,293087,184092,102571,325467,30553,25518,27328,36107,25884,24612,21223,21520,25263,19298,20986,16911,25895,34005,30561,Upgrade
1,Revenue Growth (YoY),-43.62%,859.29%,621.42%,275.33%,801.38%,18.04%,3.68%,28.76%,67.79%,2.46%,27.54%,1.13%,27.25%,-2.44%,-43.25%,-31.33%,-51.00%,1.19%,12.76%,8.04%,Upgrade
2,Cost of Revenue,158768,265317,163628,88041,299978,19291,11683,14090,16581,15661,13388,13500,10975,18031,7639,14650,3790,17680,21324,23430,Upgrade
3,Gross Profit,24744,27770,20465,14530,25489,11261,13835,13238,19527,10223,11224,7723,10545,7232,11659,6336,13121,8214,12681,7132,Upgrade
4,"Selling, General & Admin",7426,7628,4849,4452,2718,3913,4332,4054,5508,4497,4294,3928,5055,3683,4012,4200,3159,5690,4182,4507,Upgrade
5,Operating Expenses,7426,7628,4849,4452,2718,3913,4332,4054,5508,4497,4294,3928,5055,3683,4012,4200,3159,5690,4182,4507,Upgrade
6,Operating Income,17318,20142,15616,10077,22771,7348,9503,9184,14019,5726,6930,3795,5489,3548,7647,2136,9963,2524,8499,2625,Upgrade
7,Interest Expense,-758.45,-1491,-183.68,-91.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,Interest & Investment Income,5231,3004,3924,3907,7180,5821,4011,3076,1851,4397,8146,-,7093,23442,6764,7365,12278,17238,6561,6082,Upgrade
9,Currency Exchange Gain (Loss),-,-1894,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-190.76,-54.94,-1327,-792.16,168.56,0.9,41.5,26.93,-7703,4.53,458.91,7502,-718.59,136.41,3.21,15.12,76.14,-27.57,48.75,44.97,Upgrade
11,Pretax Income,21600,19707,18030,13101,30120,13170,13556,12287,8167,10127,15534,11298,11864,27127,14415,9515,22317,19734,15109,8752,Upgrade
12,Income Tax Expense,4284,3996,3423,2544,5903,2634,2547,2375,3247,2025,2949,2260,-1363,5425,2779,1903,2002,2392,3083,1750,Upgrade
13,Net Income,17316,15711,14607,10557,24217,10536,11009,9911,4920,8102,12585,9038,13227,21701,11635,7612,20315,17343,12025,7002,Upgrade
14,Net Income to Common,17316,15711,14607,10557,24217,10536,11009,9911,4920,8102,12585,9038,13227,21701,11635,7612,20315,17343,12025,7002,Upgrade
15,Net Income Growth,-28.50%,49.11%,32.68%,6.52%,392.22%,30.05%,-12.53%,9.66%,-62.80%,-62.67%,8.16%,18.73%,-34.89%,25.13%,-3.24%,8.72%,25.58%,53.84%,39.68%,34.44%,Upgrade
16,Shares Outstanding (Basic),60,60,60,60,60,55,60,60,30,32,32,32,31,31,31,31,31,31,31,31,Upgrade
17,Shares Outstanding (Diluted),60,60,60,60,60,55,60,60,30,32,32,32,31,31,31,31,31,31,31,31,Upgrade
18,Shares Change (YoY),-0.04%,9.84%,-0.14%,0.13%,99.37%,68.45%,84.84%,84.67%,-2.61%,4.96%,5.11%,5.10%,0.03%,-0.04%,-0.00%,-0.18%,-0.11%,0.10%,-0.14%,-0.04%,Upgrade
19,EPS (Basic),289.00,262.00,244.00,176.00,404.00,193.00,183.64,165.45,163.64,250.00,388.05,278.62,428.45,702.86,377.10,246.63,658.25,561.45,389.73,226.43,Upgrade
20,EPS (Diluted),289.00,262.00,244.00,176.00,404.00,193.00,183.64,165.45,163.64,250.00,388.05,278.62,428.45,702.86,377.10,246.63,658.25,561.45,389.73,226.43,Upgrade
21,EPS Growth,-28.47%,35.75%,32.87%,6.37%,146.89%,-22.80%,-52.68%,-40.62%,-61.81%,-64.43%,2.90%,12.97%,-34.91%,25.19%,-3.24%,8.92%,25.72%,53.69%,39.88%,34.50%,Upgrade
22,Free Cash Flow,63965,62498,-128947,-128947,113506,14478,8200,8200,-15.24,9185,5823,2829,-10531,14173,8525,-3781,-5628,7694,13081,3828,Upgrade
