,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,28205,63349,140348,-,287772,173416,186501,-,33917,-,134857,1036,2190,13581,2384,1333,1071,2310,892.03,11162,Upgrade
1,Short-Term Investments,411640,207240,203790,-,191686,216256,115056,-,66472,-,249597,332491,351267,293613,333200,343880,339580,313180,341260,318780,Upgrade
2,Cash & Short-Term Investments,439845,270589,344138,479459,479459,389672,301558,100390,100390,-,384454,333526,353457,307195,335584,345213,340651,315490,342152,329942,Upgrade
3,Cash Growth,-8.26%,-30.56%,14.12%,377.60%,377.60%,-,-21.56%,-69.90%,-71.60%,-,14.56%,-3.39%,3.76%,-2.63%,-1.92%,4.63%,10.02%,6.06%,-,14.04%,Upgrade
4,Accounts Receivable,85720,127348,16232,-,21813,21510,18782,-,23438,-,15650,15012,14124,11808,14818,16730,12481,16316,17947,15335,Upgrade
5,Other Receivables,6318,1281,147898,-,7760,5066,5303,-,1756,-,18712,19718,19291,15275,16778,12460,12997,9563,10162,5766,Upgrade
6,Receivables,92038,128629,164131,-,29572,26576,24085,-,25194,-,34362,34730,33414,27083,31596,29190,25478,25878,28109,21101,Upgrade
7,Inventory,5351,9145,5298,-,5165,5348,5233,-,4915,-,4178,3292,3325,2652,3152,2997,3038,4731,4042,4068,Upgrade
8,Prepaid Expenses,380.18,908.91,595.02,-,25.59,454.8,1059,-,49.61,-,307.92,20.43,45.21,126.92,252.84,391.26,37.63,120.65,241.29,361.94,Upgrade
9,Other Current Assets,132.59,237.79,12792,-,862.08,3611,2.81,-,176.51,-,42.04,236.45,222.95,360.09,157.5,1.88,128.97,492.35,537.01,310.42,Upgrade
10,Total Current Assets,537748,409509,526954,-,515083,425662,331937,-,130725,-,423344,371805,390464,337417,370742,377793,369334,346713,375082,355784,Upgrade
11,"Property, Plant & Equipment",23024,23181,23179,-,24796,9997,10644,-,12269,-,12769,13557,14345,14426,15610,17192,18881,20357,22376,24395,Upgrade
12,Long-Term Investments,445182,444506,444506,-,442544,442544,442544,-,442544,-,134038,170038,128448,181269,114015,94042,94042,115899,63911,60749,Upgrade
13,Other Intangible Assets,268.45,296.71,119.41,-,-,2.72,9.72,-,23.72,-,37.72,44.72,51.72,58.72,65.72,72.72,88.63,40.98,73.05,105.12,Upgrade
14,Other Long-Term Assets,1355,1506,152.08,-,210,166.55,143.68,-,206.26,-,276.35,260.02,497.54,579.35,690.3,761.49,1001,118.57,103.43,67.73,Upgrade
15,Total Assets,1007577,879000,994911,-,982633,878373,785278,-,585769,-,570465,555705,533806,533750,501124,489861,483346,483128,461545,441100,Upgrade
16,Accounts Payable,36502,16795,5335,-,128036,7619,4557,-,4283,-,2599,3518,3975,3826,3340,3236,3491,3857,6804,7086,Upgrade
