,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,676985,694958,694958,772841,856715,766850,702591,359465,282858,240082,332841,354667,616574,545728,509346,413194,465168,449576,356023,259871,228686,Upgrade
1,Market Cap Growth,-9.38%,-9.38%,-1.09%,115.00%,202.88%,219.41%,111.09%,1.35%,-54.12%,-56.01%,-34.65%,-14.16%,32.55%,21.39%,43.07%,59.00%,103.41%,50.43%,17.09%,-14.53%,-27.87%,Upgrade
2,Enterprise Value,329648,424369,466535,293382,377256,377178,401033,253103,182468,148409,-51613,21140,263118,238533,173762,67982,124517,134086,13871,-70072,-80945,Upgrade
3,Last Close Price,11300.00,11600.00,11600.00,12900.00,13792.91,12346.10,11311.41,10292.40,8098.94,6874.10,9530.00,10154.92,17653.94,16404.10,15310.49,12420.25,13982.54,13513.85,10701.72,7811.48,6874.10,Upgrade
4,PE Ratio,12.50,11.94,10.68,12.90,15.21,13.77,19.31,10.59,7.96,6.93,7.75,6.27,11.09,10.07,8.31,7.26,8.12,7.93,6.78,5.59,5.31,Upgrade
5,PS Ratio,0.99,0.91,0.77,1.20,1.77,1.88,5.88,3.13,2.48,2.23,3.57,3.83,7.06,6.27,6.18,4.97,4.76,4.19,2.85,2.08,1.89,Upgrade
6,PB Ratio,0.78,0.81,0.82,0.93,1.02,0.91,0.86,0.47,0.50,0.43,-,0.64,1.14,1.06,1.01,0.86,0.99,0.97,0.80,0.61,0.55,Upgrade
7,P/TBV Ratio,0.81,0.81,0.82,0.93,1.02,0.91,0.86,0.47,0.50,0.43,-,0.64,1.14,1.06,1.01,0.86,0.99,0.97,0.80,0.61,0.55,Upgrade
8,P/FCF Ratio,-,-5.29,-8.49,-,-,5.31,22.76,14.06,12.20,-,45.56,28.85,41.12,-,38.33,60.67,-,-,13.26,13.57,-127.54,Upgrade
