,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,826457,870767,1027960,832640,588717,635571,516224,505776,438969,427710,447050,388161,292076,321541,327800,305920,269931,291454,350789,331638,517254,Upgrade
1,Market Cap Growth,37.01%,37.01%,99.13%,64.63%,34.11%,48.60%,15.47%,30.30%,50.29%,33.02%,36.38%,26.88%,8.20%,10.32%,-6.55%,-7.75%,-47.81%,-40.13%,-33.11%,-40.90%,9.02%,Upgrade
2,Enterprise Value,681600,734263,922396,758034,503801,541470,408682,519834,334223,297703,393674,362363,277442,306671,343874,322213,261029,282190,342857,323687,482104,Upgrade
3,Last Close Price,25.64,29.35,31.66,28.04,20.12,19.76,16.36,15.38,13.72,13.77,14.23,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,5.79,6.10,7.35,6.33,4.75,4.87,3.86,3.63,3.10,3.39,4.11,4.32,4.15,5.35,6.84,8.85,10.82,8.82,8.53,6.49,8.47,Upgrade
5,PS Ratio,2.00,2.00,2.28,1.93,1.41,1.52,1.25,1.18,1.04,1.12,1.32,1.36,1.19,1.50,1.72,1.79,1.74,1.65,1.77,1.54,2.22,Upgrade
6,PB Ratio,1.21,1.21,1.43,1.18,0.88,0.99,0.81,0.81,0.73,0.75,0.81,0.75,0.61,-,0.72,0.70,0.62,0.67,0.79,0.75,1.15,Upgrade
7,P/TBV Ratio,1.24,1.24,1.47,1.21,0.91,1.02,0.84,0.83,0.76,0.78,0.84,0.78,0.63,-,0.74,0.73,0.64,0.70,0.82,0.78,1.20,Upgrade
8,P/FCF Ratio,8.04,8.04,10.03,9.01,6.62,7.67,5.69,4.42,3.96,3.42,4.34,4.84,4.46,9.73,57.93,-437.34,-,-,12.74,8.39,-,Upgrade
9,P/OCF Ratio,3.73,3.73,4.50,3.82,2.81,3.21,2.54,2.32,2.14,2.04,2.40,2.38,1.97,2.50,2.92,3.43,3.28,3.20,3.52,2.97,4.19,Upgrade
10,EV/Sales Ratio,1.51,1.68,2.04,1.76,1.21,1.30,0.99,1.21,0.79,0.78,1.16,1.27,1.13,1.43,1.80,1.89,1.68,1.60,1.73,1.50,2.07,Upgrade
11,EV/EBITDA Ratio,2.44,2.83,3.61,3.13,2.19,2.30,1.71,2.11,1.33,1.29,1.91,2.02,1.82,2.19,2.79,3.03,2.82,2.73,3.01,2.57,3.48,Upgrade
12,EV/EBIT Ratio,3.47,3.89,4.95,4.32,3.04,3.14,2.31,2.80,1.75,1.75,2.72,3.04,2.98,3.83,5.57,7.05,7.76,6.23,6.02,4.68,5.93,Upgrade
13,EV/FCF Ratio,6.29,6.78,9.00,8.20,5.67,6.53,4.50,4.54,3.02,2.38,3.82,4.52,4.24,9.28,60.77,-460.63,-,-,12.45,8.19,-,Upgrade
14,Debt / Equity Ratio,0.13,0.13,0.13,0.17,0.18,0.19,0.19,0.21,0.22,0.24,0.24,0.24,0.28,-,0.30,0.33,0.33,0.33,0.33,0.33,0.35,Upgrade
15,Debt / EBITDA Ratio,0.34,0.34,0.32,0.43,0.54,0.48,0.52,0.58,0.57,0.51,0.49,0.49,0.88,-,0.86,1.01,1.43,1.43,1.69,1.69,1.11,Upgrade
16,Debt / FCF Ratio,0.83,0.83,0.91,1.30,1.35,1.45,1.34,1.16,1.21,1.09,1.26,1.52,2.06,-,24.13,-205.22,-,-,5.36,3.73,-,Upgrade
17,Asset Turnover,0.37,0.43,0.43,0.43,0.45,0.39,0.41,0.48,0.47,0.51,0.45,-,-,-,-,0.22,0.22,0.20,0.20,0.33,Upgrade,
18,Inventory Turnover,17.23,29.63,34.61,32.66,-,39.79,27.49,30.41,-,31.76,36.25,26.94,-,-,-,-,6.52,6.10,5.47,5.51,9.84,Upgrade
19,Quick Ratio,1.63,1.63,1.71,2.09,1.88,1.60,1.70,2.36,2.19,1.87,1.82,2.26,2.03,-,1.97,-,1.97,1.97,1.84,1.84,2.09,Upgrade
20,Current Ratio,1.71,1.71,1.79,2.19,2.02,1.68,1.77,2.47,2.33,1.96,1.89,2.39,2.21,-,2.16,-,2.18,2.18,2.00,2.00,2.26,Upgrade
21,Return on Equity (ROE),20.50%,22.40%,23.10%,16.11%,21.16%,20.01%,20.96%,22.56%,26.37%,28.20%,27.49%,-,-,16.62%,13.65%,6.72%,6.66%,4.70%,4.67%,13.72%,Upgrade,
22,Return on Assets (ROA),11.46%,12.33%,12.54%,8.70%,11.65%,10.56%,11.08%,11.26%,13.83%,14.50%,14.48%,-,-,-,-,2.81%,2.76%,2.90%,2.89%,6.52%,Upgrade,
23,Return on Capital (ROIC),15.20%,15.99%,15.98%,11.34%,15.43%,13.63%,14.03%,14.59%,18.53%,19.20%,18.59%,-,-,10.57%,8.99%,3.51%,3.47%,3.69%,3.64%,8.14%,Upgrade,
24,Return on Capital Employed (ROCE),20.64%,20.70%,20.51%,18.99%,18.78%,20.14%,20.85%,22.04%,23.36%,21.71%,19.24%,16.39%,13.46%,-,9.28%,-,5.20%,7.00%,8.69%,10.55%,12.21%,Upgrade
25,Earnings Yield,17.29%,16.41%,13.60%,15.79%,21.04%,20.54%,25.88%,27.58%,32.28%,29.52%,24.35%,23.14%,24.08%,18.70%,14.61%,11.30%,9.25%,11.34%,11.73%,15.41%,11.80%,Upgrade
26,FCF Yield,13.11%,12.44%,9.97%,11.10%,15.10%,13.04%,17.59%,22.64%,25.25%,29.20%,23.02%,20.65%,22.41%,10.28%,1.73%,-0.23%,2.56%,5.91%,7.85%,11.92%,9.96%,Upgrade
27,Dividend Yield,5.09%,-,4.03%,-,5.64%,6.06%,7.53%,-,9.35%,6.38%,5.92%,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Payout Ratio,37.93%,79.28%,4.13%,2.21%,85.44%,98.09%,5.73%,2.54%,78.89%,132.39%,3.42%,3.74%,37.22%,54.98%,12.34%,6.46%,177.39%,177.39%,-,-,94.20%,Upgrade
29,Buyback Yield / Dilution,0.01%,0.10%,0.12%,-0.13%,-0.06%,0.28%,-1.93%,-6.01%,-6.97%,-6.35%,-5.80%,0.71%,0.87%,-0.87%,0.49%,-0.49%,0.00%,0.00%,0.01%,0.01%,0.02%,Upgrade
30,Total Shareholder Return,5.10%,0.10%,4.16%,-0.13%,5.58%,6.34%,5.60%,-6.01%,2.38%,0.03%,0.12%,0.71%,0.87%,-0.87%,0.49%,-0.49%,0.00%,0.00%,0.01%,0.01%,0.02%,Upgrade
